trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
1,5,1,0.026190878290780078,0.02230948571009693,0.026190878290780078,10.895405368964513,9.280746055400323,10.895405368964513,"[0.010975882121453175, 0.013669179546871999, 0.021203830639861303]","[0.0, 0.0, 0.02230948571009693]","[0.010975882121453175, 0.013669179546871999, 0.021203830639861303]","[4.565966962524521, 5.686378691498752, 8.820793546182301]","[0.0, 0.0, 9.280746055400323]","[4.565966962524521, 5.686378691498752, 8.820793546182301]"
2,5,2,0.022188262620097206,0.025249762842388262,0.022188262620097206,9.230317249960438,10.503901342433517,9.230317249960438,"[0.02670931024300731, 0.01076013090223434, 0.017875867373247204]","[0.0, 0.0, 0.025249762842388262]","[0.02670931024300731, 0.01076013090223434, 0.017875867373247204]","[11.11107306109104, 4.476214455329486, 7.436360827270837]","[0.0, 0.0, 10.503901342433517]","[11.11107306109104, 4.476214455329486, 7.436360827270837]"
3,5,3,0.02241790844614601,0.022774016811153555,0.02241790844614601,9.32584991359674,9.473990993439878,9.32584991359674,"[0.031348229578364084, 0.01533094765095799, 0.01480979659409064]","[0.0, 0.0, 0.022774016811153555]","[0.031348229578364084, 0.01533094765095799, 0.01480979659409064]","[13.040863504599459, 6.3776742227985235, 6.160875383141706]","[0.0, 0.0, 9.473990993439878]","[13.040863504599459, 6.3776742227985235, 6.160875383141706]"
4,5,4,0.018071539570230832,0.024430745429344737,0.018071539570230832,7.517760461216026,10.16319009860741,7.517760461216026,"[0.0353748174019806, 0.010663062665174455, 0.012896805717421262]","[0.0, 0.0, 0.024430745429344737]","[0.0353748174019806, 0.010663062665174455, 0.012896805717421262]","[14.715924039223928, 4.435834068712573, 5.365071178447245]","[0.0, 0.0, 10.16319009860741]","[14.715924039223928, 4.435834068712573, 5.365071178447245]"
5,5,5,0.020328305235946708,0.02298376226200014,0.020328305235946708,8.436246672917884,9.53826133873006,8.436246672917884,"[0.044933574476776206, 0.010433028332314754, 0.014472832560817696]","[0.0, 0.0, 0.02298376226200014]","[0.044933574476776206, 0.010433028332314754, 0.014472832560817696]","[18.647433407862124, 4.329706757910623, 6.006225512739344]","[0.0, 0.0, 9.53826133873006]","[18.647433407862124, 4.329706757910623, 6.006225512739344]"
6,3,3,0.04936965180936303,0.022774016811153555,0.02976123554127806,20.53777515269502,9.473990993439878,12.380673985171674,"[0.053703801374692314, 0.03139240275864689, 0.03422453589038455]","[0.0, 0.0, 0.022774016811153555]","[0.03222228082481536, 0.01883544165518812, 0.020142928938399828]","[22.340781371872, 13.059239547597105, 14.237406930399974]","[0.0, 0.0, 9.473990993439878]","[13.404468823123189, 7.8355437285582585, 8.379458438374328]"
7,3,4,0.02831304048389699,0.024430745429344737,0.018549788463346838,11.778224841301148,10.16319009860741,7.716712000752284,"[0.06346939958543975, 0.012010606324631507, 0.023965902807584375]","[0.0, 0.0, 0.024430745429344737]","[0.03808163975126389, 0.0072063637947788976, 0.015674539938953375]","[26.403270227542937, 4.996412231046707, 9.9698155679551]","[0.0, 0.0, 10.16319009860741]","[15.84196213652578, 2.9978473386280213, 6.520608614604604]"
8,3,1,0.03493413567260188,0.02233690450840456,0.01871220720827743,14.49766630412978,9.269815370987892,7.765565991435134,"[0.03117195956906778, 0.02364158966807853, 0.02318982995256819]","[0.0, 0.0, 0.02233690450840456]","[0.01870317574144065, 0.014184953800847123, 0.010437013087073845]","[12.936363221163129, 9.81125971225259, 9.623779430315798]","[0.0, 0.0, 9.269815370987892]","[7.76181793269787, 5.886755827351556, 4.3313604311356455]"
9,3,2,0.029548653921009072,0.025246027218509284,0.017973521503083793,12.262691377218765,10.477101295681353,7.459011423779773,"[0.04834831214965645, 0.017271329654274227, 0.021013942961723816]","[0.0, 0.0, 0.025246027218509284]","[0.02900898728979385, 0.010362797792564542, 0.012124266351261072]","[20.06454954210743, 7.1676018065238045, 8.720786329115384]","[0.0, 0.0, 10.477101295681353]","[12.038729725264448, 4.3005610839142845, 5.031570535773345]"
10,3,5,0.036230454389823065,0.02298376226200014,0.020504887066616424,15.035638571776573,9.53826133873006,8.509528132645816,"[0.0482109843983631, 0.015894053151946377, 0.029854348055499996]","[0.0, 0.0, 0.02298376226200014]","[0.02892659063901786, 0.00953643189116783, 0.01633253029753668]","[20.007558525320686, 6.596032058057747, 12.389554443032498]","[0.0, 0.0, 9.53826133873006]","[12.004535115192413, 3.9576192348346497, 6.778000073477722]"
