trial_number,alpha_id,traj_id,human_ave,overall_ave,human_total,overall_total,human_dim_ave,overall_dim_ave,human_dim_total,overall_dim_total
1,5,1,0.04013883031640397,0.04013883031640397,16.697753411624053,16.697753411624053,"[0.031080731237749386, 0.023741694517954104, 0.02842904337319814]","[0.031080731237749386, 0.023741694517954104, 0.02842904337319814]","[12.929584194903745, 9.876544919468907, 11.826482043250426]","[12.929584194903745, 9.876544919468907, 11.826482043250426]"
2,5,2,0.017199809801351364,0.017199809801351364,7.155120877362167,7.155120877362167,"[0.022754661108635017, 0.008238992777847424, 0.013898115617489467]","[0.022754661108635017, 0.008238992777847424, 0.013898115617489467]","[9.465939021192167, 3.4274209955845283, 5.781616096875618]","[9.465939021192167, 3.4274209955845283, 5.781616096875618]"
3,5,3,0.025375408971126074,0.025375408971126074,10.556170131988447,10.556170131988447,"[0.0520742975228596, 0.009908090943620265, 0.021642068453099208]","[0.0520742975228596, 0.009908090943620265, 0.021642068453099208]","[21.662907769509594, 4.12176583254603, 9.003100476489271]","[21.662907769509594, 4.12176583254603, 9.003100476489271]"
4,5,4,0.02620009938078572,0.02620009938078572,10.89924134240686,10.89924134240686,"[0.04460533286711383, 0.010908931003226227, 0.02241452591183922]","[0.04460533286711383, 0.010908931003226227, 0.02241452591183922]","[18.555818472719352, 4.53811529734211, 9.324442779325116]","[18.555818472719352, 4.53811529734211, 9.324442779325116]"
5,5,5,0.031078346336146204,0.031078346336146204,12.866435383164529,12.866435383164529,"[0.058108314631752964, 0.013550547683472755, 0.025725214350629015]","[0.058108314631752964, 0.013550547683472755, 0.025725214350629015]","[24.05684225754573, 5.609926740957721, 10.650238741160413]","[24.05684225754573, 5.609926740957721, 10.650238741160413]"
6,3,1,0.04527068958553529,0.027162413751321193,18.83260686758268,11.299564120549617,"[0.028136281214063887, 0.032277029307803545, 0.026244283264485684]","[0.016881768728438332, 0.019366217584682096, 0.015746569958691413]","[11.704692985050578, 13.427244192046274, 10.917621838026044]","[7.022815791030347, 8.056346515227752, 6.550573102815627]"
7,3,3,0.02315403988110036,0.013892423928660209,9.63208059053775,5.779248354322647,"[0.023133664199256023, 0.012768780604850054, 0.016215693926309723]","[0.01388019851955358, 0.007661268362910034, 0.009729416355785824]","[9.623604306890506, 5.311812731617622, 6.745728673344845]","[5.77416258413429, 3.1870876389705742, 4.047437204006902]"
8,3,5,0.03909368211270297,0.02345620926762178,16.262971758884436,9.75778305533066,"[0.02158933224083015, 0.02079512525986257, 0.029926513726266098]","[0.012953599344498083, 0.012477075155917536, 0.01795590823575966]","[8.981162212185342, 8.65077210810283, 12.449429710126697]","[5.388697327311203, 5.1904632648616955, 7.46965782607602]"
9,3,4,0.02097968340261328,0.012587810041567966,8.727548295487123,5.236528977292274,"[0.03685315107104753, 0.009810001438394547, 0.016848639301140743]","[0.022111890642628522, 0.005886000863036728, 0.010109183580684442]","[15.330910845555772, 4.0809605983721315, 7.009033949274548]","[9.198546507333464, 2.4485763590232787, 4.205420369564728]"
10,3,2,0.02246730186861282,0.013480381121167673,9.346397577342932,5.607838546405752,"[0.011857500992173533, 0.011988463737776144, 0.015906252204627984]","[0.007114500595304107, 0.007193078242665684, 0.009543751322776788]","[4.93272041274419, 4.987200914914876, 6.617000917125241]","[2.9596322476465087, 2.9923205489489244, 3.9702005502751434]"
