trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
11,5,2,0.016397383477397963,0.025249762842388262,0.016397383477397963,6.821311526597552,10.503901342433517,6.821311526597552,"[0.023329074487613646, 0.009058086071502281, 0.011421529213129295]","[0.0, 0.0, 0.025249762842388262]","[0.023329074487613646, 0.009058086071502281, 0.011421529213129295]","[9.704894986847277, 3.7681638057449494, 4.751356152661787]","[0.0, 0.0, 10.503901342433517]","[9.704894986847277, 3.7681638057449494, 4.751356152661787]"
12,5,5,0.02492281414174066,0.022981845269484304,0.02492281414174066,10.367890682964115,9.56044763210547,10.367890682964115,"[0.04227444479082421, 0.011067645841590718, 0.020334539695250356]","[0.0, 0.0, 0.022981845269484304]","[0.04227444479082421, 0.011067645841590718, 0.020334539695250356]","[17.586169032982873, 4.604140670101739, 8.459168513224148]","[0.0, 0.0, 9.56044763210547]","[17.586169032982873, 4.604140670101739, 8.459168513224148]"
13,5,3,0.014637042982449371,0.022774016811153555,0.014637042982449371,6.089009880698939,9.473990993439878,6.089009880698939,"[0.05450545638690734, 0.00814019956033283, 0.010769727947462893]","[0.0, 0.0, 0.022774016811153555]","[0.05450545638690734, 0.00814019956033283, 0.010769727947462893]","[22.674269856953455, 3.386323017098457, 4.480206826144563]","[0.0, 0.0, 9.473990993439878]","[22.674269856953455, 3.386323017098457, 4.480206826144563]"
14,5,1,0.019933783214695293,0.02230948571009693,0.019933783214695293,8.292453817313241,9.280746055400323,8.292453817313241,"[0.03811788841778933, 0.010270244173499286, 0.015163483224969227]","[0.0, 0.0, 0.02230948571009693]","[0.03811788841778933, 0.010270244173499286, 0.015163483224969227]","[15.857041581800361, 4.272421576175703, 6.308009021587199]","[0.0, 0.0, 9.280746055400323]","[15.857041581800361, 4.272421576175703, 6.308009021587199]"
15,5,4,0.02697707560367187,0.024476515649908395,0.02697707560367187,11.195486375523826,10.157753994711983,11.195486375523826,"[0.010997439827667287, 0.013098207500430364, 0.02167385137219605]","[0.0, 0.0, 0.024476515649908395]","[0.010997439827667287, 0.013098207500430364, 0.02167385137219605]","[4.563937528481924, 5.435756112678601, 8.99464831946136]","[0.0, 0.0, 10.157753994711983]","[4.563937528481924, 5.435756112678601, 8.99464831946136]"
16,4,5,0.013303013282995787,0.022981845269484304,0.012042907548873525,5.5340535257262475,9.56044763210547,5.009849540331387,"[0.03975687001537934, 0.006309900896658018, 0.010132708357151209]","[0.0, 0.0, 0.022981845269484304]","[0.03180549601230349, 0.00504792071732641, 0.009892377483292865]","[16.538857926397807, 2.6249187730097354, 4.215206676574903]","[0.0, 0.0, 9.56044763210547]","[13.231086341118251, 2.0999350184077867, 4.115229033049832]"
17,4,1,0.02001656338939195,0.02230948571009693,0.014685051262099801,8.326890369987051,9.280746055400323,6.108981325033517,"[0.04015942362832622, 0.011163242512071002, 0.014323273247705489]","[0.0, 0.0, 0.02230948571009693]","[0.032127538902660964, 0.0089305940096568, 0.010284663986025278]","[16.706320229383707, 4.643908885021537, 5.958481671045483]","[0.0, 0.0, 9.280746055400323]","[13.365056183506962, 3.7151271080172283, 4.278420218186516]"
18,4,4,0.01792587241073686,0.024522028820315737,0.013998885462002852,7.42131117804506,10.152119931610715,5.795538581269181,"[0.046146849837934385, 0.010431043315003887, 0.01184085254636909]","[0.0, 0.0, 0.024522028820315737]","[0.03691747987034747, 0.008344834652003115, 0.009491929529354058]","[19.104795832904834, 4.318451932411609, 4.902112954196803]","[0.0, 0.0, 10.152119931610715]","[15.283836666323852, 3.4547615459292897, 3.92965882515258]"
19,4,2,0.015006995109660456,0.025246027218509284,0.012429586848939893,6.227902970509089,10.477101295681353,5.158278542310056,"[0.006387158282668218, 0.008316036706518678, 0.011184276769306311]","[0.0, 0.0, 0.025246027218509284]","[0.0051097266261345775, 0.006652829365214939, 0.009070010708949564]","[2.6506706873073105, 3.451155233205251, 4.641474859262119]","[0.0, 0.0, 10.477101295681353]","[2.1205365498458497, 2.7609241865642, 3.7640544442140693]"
20,4,3,0.018240247769414637,0.022818064630025035,0.012935914324548412,7.5697028243070745,9.469496821460389,5.368404444687591,"[0.029556911959452727, 0.011402578885688242, 0.012206116667841506]","[0.0, 0.0, 0.022818064630025035]","[0.023645529567562173, 0.00912206310855059, 0.007464432134051251]","[12.266118463172882, 4.73207023756062, 5.065538417154225]","[0.0, 0.0, 9.469496821460389]","[9.812894770538302, 3.785656190048495, 3.0977393356312692]"
21,2,4,0.026762977994546376,0.024430745429344737,0.016642791447429642,11.133398845731293,10.16319009860741,6.923401242130732,"[0.020650912948096546, 0.015304053275977253, 0.018009084615627998]","[0.0, 0.0, 0.024430745429344737]","[0.008260365179238614, 0.006121621310390903, 0.013992005626559825]","[8.590779786408163, 6.366486162806537, 7.491779200101248]","[0.0, 0.0, 10.16319009860741]","[3.4363119145632632, 2.546594465122616, 5.820674340648887]"
22,2,2,0.03299804387708377,0.025246027218509284,0.01951400246755742,13.694188208989765,10.477101295681353,8.09831102403633,"[0.04142166526823506, 0.009549541734030173, 0.030057325521379526]","[0.0, 0.0, 0.025246027218509284]","[0.01656866610729404, 0.0038198166936120738, 0.018620521404393048]","[17.18999108631755, 3.9630598196225217, 12.473790091372503]","[0.0, 0.0, 10.477101295681353]","[6.875996434527027, 1.5852239278490106, 7.727516382823114]"
23,2,5,0.02464521455922377,0.022981845269484304,0.018647192554254344,10.252409256637089,9.56044763210547,7.757232102569807,"[0.06580440480508991, 0.010399953593322327, 0.01977981420675875]","[0.0, 0.0, 0.022981845269484304]","[0.026321761922035947, 0.004159981437328931, 0.01709298746893217]","[27.374632398917402, 4.326380694822088, 8.22840271001164]","[0.0, 0.0, 9.56044763210547]","[10.949852959566954, 1.7305522779288351, 7.110682787075783]"
24,2,3,0.03195014848275643,0.022774016811153555,0.019250763357348356,13.291261768826676,9.473990993439878,8.008317556656916,"[0.08952118941544181, 0.015534941185188656, 0.02710413225152785]","[0.0, 0.0, 0.022774016811153555]","[0.0358084757661768, 0.006213976474075447, 0.017437749043662895]","[37.24081479682379, 6.462535533038481, 11.275319016635585]","[0.0, 0.0, 9.473990993439878]","[14.896325918729548, 2.585014213215386, 7.254103602163764]"
25,2,1,0.024047881520409535,0.022356513211138615,0.01316126017119917,9.979870830969958,9.277952982622525,5.461922971047656,"[0.047612454092718595, 0.011587729878965607, 0.019487474641131507]","[0.0, 0.0, 0.022356513211138615]","[0.019044981637087434, 0.004635091951586249, 0.011288292681892976]","[19.759168448478217, 4.808907899770727, 8.087301976069575]","[0.0, 0.0, 9.277952982622525]","[7.903667379391285, 1.9235631599082934, 4.684641462985585]"
26,1,1,0.037029515494397966,0.02230948571009693,0.01876545850462387,15.404278445669554,9.280746055400323,7.80643073792353,"[0.043059355310340434, 0.023317444623670507, 0.022523429426690403]","[0.0, 0.0, 0.02230948571009693]","[0.008611871062068085, 0.004663488924734108, 0.01723672831259765]","[17.91269180910162, 9.700056963446931, 9.369746641503207]","[0.0, 0.0, 9.280746055400323]","[3.5825383618203235, 1.9400113926893892, 7.170478978040622]"
27,1,3,0.02964385495998722,0.022774016811153555,0.019058036407562238,12.331843663354682,9.473990993439878,7.928143145545891,"[0.03274728778767342, 0.015525282361154358, 0.023251761928741763]","[0.0, 0.0, 0.022774016811153555]","[0.006549457557534681, 0.0031050564722308696, 0.018399076940883056]","[13.622871719672142, 6.458517462240213, 9.672732962356573]","[0.0, 0.0, 9.473990993439878]","[2.724574343934427, 1.2917034924480417, 7.654016007407351]"
28,1,2,0.048294316440769695,0.025249762842388262,0.02254707053693245,20.090435639360194,10.503901342433517,9.379581343363899,"[0.00720078735519843, 0.024067744745233825, 0.03870167800480076]","[0.0, 0.0, 0.025249762842388262]","[0.0014401574710396884, 0.004813548949046767, 0.02165104504683818]","[2.9955275397625467, 10.012181814017271, 16.099898049997115]","[0.0, 0.0, 10.503901342433517]","[0.5991055079525104, 2.002436362803455, 9.006834739484683]"
29,1,4,0.05554360256088796,0.024430745429344737,0.02149579489043891,23.10613866532939,10.16319009860741,8.942250674422587,"[0.04306384300750598, 0.030610518565004772, 0.04033178601418859]","[0.0, 0.0, 0.024430745429344737]","[0.00861276860150121, 0.006122103713000955, 0.019343974968041633]","[17.914558691122487, 12.733975723041985, 16.778022981902453]","[0.0, 0.0, 10.16319009860741]","[3.582911738224503, 2.5467951446083976, 8.04709358670532]"
30,1,5,0.046802614325428475,0.022981845269484304,0.018872709252664707,19.469887559378247,9.56044763210547,7.8510470491085185,"[0.047718855120325095, 0.023449774547761544, 0.03503624298393128]","[0.0, 0.0, 0.022981845269484304]","[0.009543771024065015, 0.004689954909552309, 0.017621453658588783]","[19.85104373005524, 9.755106211868803, 14.575077081315412]","[0.0, 0.0, 9.56044763210547]","[3.9702087460110462, 1.9510212423737605, 7.3305247219729335]"
