trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
11,5,2,0.01934866787840421,0.025249762842388262,0.01934866787840421,8.049045837416152,10.503901342433517,8.049045837416152,"[0.05788581218924471, 0.012084534382530139, 0.013265887891295623]","[0.0, 0.0, 0.025249762842388262]","[0.05788581218924471, 0.012084534382530139, 0.013265887891295623]","[24.0804978707258, 5.027166303132538, 5.518609362778979]","[0.0, 0.0, 10.503901342433517]","[24.0804978707258, 5.027166303132538, 5.518609362778979]"
12,5,1,0.033916385689837444,0.02230948571009693,0.033916385689837444,14.109216446972377,9.280746055400323,14.109216446972377,"[0.04957321633513948, 0.0236516166167985, 0.02021092318527096]","[0.0, 0.0, 0.02230948571009693]","[0.04957321633513948, 0.0236516166167985, 0.02021092318527096]","[20.622457995418024, 9.839072512588176, 8.40774404507272]","[0.0, 0.0, 9.280746055400323]","[20.622457995418024, 9.839072512588176, 8.40774404507272]"
13,5,3,0.026404744812441,0.022818064630025035,0.026404744812441,10.957969097163016,9.469496821460389,10.957969097163016,"[0.05623530272451501, 0.017897784340977673, 0.017319316477784563]","[0.0, 0.0, 0.022818064630025035]","[0.05623530272451501, 0.017897784340977673, 0.017319316477784563]","[23.33765063067373, 7.427580501505735, 7.187516338280594]","[0.0, 0.0, 9.469496821460389]","[23.33765063067373, 7.427580501505735, 7.187516338280594]"
14,5,5,0.026207754566763757,0.022981845269484304,0.026207754566763757,10.902425899773723,9.56044763210547,10.902425899773723,"[0.05881105207801803, 0.012315127300857156, 0.020468810791056342]","[0.0, 0.0, 0.022981845269484304]","[0.05881105207801803, 0.012315127300857156, 0.020468810791056342]","[24.4653976644555, 5.123092957156577, 8.51502528907944]","[0.0, 0.0, 9.56044763210547]","[24.4653976644555, 5.123092957156577, 8.51502528907944]"
15,5,4,0.037858271049758904,0.024430745429344737,0.037858271049758904,15.749040756699705,10.16319009860741,15.749040756699705,"[0.05272668685991271, 0.026948170598420605, 0.02395511297939224]","[0.0, 0.0, 0.024430745429344737]","[0.05272668685991271, 0.026948170598420605, 0.02395511297939224]","[21.93430173372369, 11.210438968942972, 9.965326999427173]","[0.0, 0.0, 10.16319009860741]","[21.93430173372369, 11.210438968942972, 9.965326999427173]"
16,4,1,0.02834271342286647,0.02230948571009693,0.022064690197395372,11.790568783912452,9.280746055400323,9.178911122116475,"[0.04647453095102579, 0.01951290844551273, 0.018108325279774875]","[0.0, 0.0, 0.02230948571009693]","[0.03717962476082065, 0.015610326756410173, 0.01343353355733389]","[19.33340487562673, 8.117369913333295, 7.5330633163863485]","[0.0, 0.0, 9.280746055400323]","[15.46672390050139, 6.493895930666632, 5.588349959850898]"
17,4,4,0.03396929631821804,0.024430745429344737,0.026873260208342273,14.131227268378703,10.16319009860741,11.179276246670385,"[0.036252886586633296, 0.020431625134123985, 0.02494374246595919]","[0.0, 0.0, 0.024430745429344737]","[0.0290023092693066, 0.0163453001072992, 0.01931170490303839]","[15.08120082003945, 8.499556055795578, 10.376596865839023]","[0.0, 0.0, 10.16319009860741]","[12.064960656031545, 6.799644844636468, 8.03366923966397]"
18,4,5,0.022688615615825598,0.022981845269484304,0.01732096921036118,9.438464096183449,9.56044763210547,7.20552319151025,"[0.022238281042729867, 0.010041394672115945, 0.017497647216845293]","[0.0, 0.0, 0.022981845269484304]","[0.01779062483418388, 0.008033115737692768, 0.01277176226846103]","[9.251124913775625, 4.177220183600233, 7.279021242207642]","[0.0, 0.0, 9.56044763210547]","[7.400899931020494, 3.341776146880192, 5.313053103679788]"
19,4,2,0.04043329445218153,0.025249762842388262,0.03367087095111191,16.820250492107515,10.503901342433517,14.007082315662554,"[0.0223635986766705, 0.02331576146191168, 0.02995862817292603]","[0.0, 0.0, 0.025249762842388262]","[0.017890878941336404, 0.018652609169529343, 0.02551458470429913]","[9.303257049494928, 9.699356768155258, 12.462789319937228]","[0.0, 0.0, 10.503901342433517]","[7.442605639595944, 7.759485414524206, 10.614067236988438]"
20,4,3,0.022026928950794167,0.022774016811153555,0.016478663936185713,9.163202443530373,9.473990993439878,6.855124197453256,"[0.06078624507169919, 0.015026406369676698, 0.015024563456032692]","[0.0, 0.0, 0.022774016811153555]","[0.048628996057359326, 0.012021125095741353, 0.010141117165557231]","[25.287077949826863, 6.250985049785506, 6.2502183977096]","[0.0, 0.0, 9.473990993439878]","[20.22966235986148, 5.000788039828403, 4.218704740871808]"
21,2,3,0.04826604764471088,0.022774016811153555,0.018638832355474654,20.078675820199727,9.473990993439878,7.753754259877456,"[0.10903191114641747, 0.026998287574376906, 0.033604759230457845]","[0.0, 0.0, 0.022774016811153555]","[0.043612764458567, 0.010799315029750772, 0.013501108262309972]","[45.35727503690967, 11.231287630940793, 13.979579839870462]","[0.0, 0.0, 9.473990993439878]","[18.142910014763874, 4.492515052376321, 5.616461037120948]"
22,2,2,0.07110663970090637,0.025249762842388262,0.03259928573883151,29.58036211557705,10.503901342433517,13.561302867353907,"[0.02415496050532342, 0.04363860952175179, 0.05100118528803751]","[0.0, 0.0, 0.025249762842388262]","[0.009661984202129378, 0.01745544380870074, 0.024408299573085473]","[10.048463570214544, 18.153661561048743, 21.216493079823604]","[0.0, 0.0, 10.503901342433517]","[4.019385428085821, 7.261464624419508, 10.153852622403557]"
23,2,1,0.04737480320253246,0.02230948571009693,0.02315702699859839,19.707918132253504,9.280746055400323,9.633323231416929,"[0.029328324370349504, 0.03821505951192375, 0.02167957858886262]","[0.0, 0.0, 0.02230948571009693]","[0.011731329748139811, 0.0152860238047695, 0.01374500459618638]","[12.200582938065393, 15.897464756960279, 9.01870469296685]","[0.0, 0.0, 9.280746055400323]","[4.880233175226161, 6.358985902784112, 5.717921912013534]"
24,2,4,0.03841679125966488,0.024430745429344737,0.02005519832588321,15.981385164020589,10.16319009860741,8.342962503567415,"[0.022632397878455928, 0.026019909882444476, 0.02486812607071546]","[0.0, 0.0, 0.024430745429344737]","[0.009052959151382368, 0.010407963952977797, 0.015678462117665486]","[9.415077517437666, 10.824282511096902, 10.34514044541763]","[0.0, 0.0, 10.16319009860741]","[3.766031006975065, 4.329713004438763, 6.522240240948842]"
25,2,5,0.03034196460618713,0.022981845269484304,0.01557754374493848,12.622257276173846,9.56044763210547,6.480258197894408,"[0.011122477610991239, 0.01521394583879342, 0.02095335420153184]","[0.0, 0.0, 0.022981845269484304]","[0.004448991044396505, 0.006085578335517371, 0.013043008686147882]","[4.626950686172355, 6.3290014689380625, 8.716595347837245]","[0.0, 0.0, 9.56044763210547]","[1.8507802744689459, 2.5316005875752263, 5.425891613437519]"
26,1,4,0.04861528971400146,0.024430745429344737,0.020822651845314937,20.22396052102461,10.16319009860741,8.662223167651014,"[0.03277185310278435, 0.0317234664474328, 0.030726638984895284]","[0.0, 0.0, 0.024430745429344737]","[0.006554370620556878, 0.006344693289486574, 0.01890757298154605]","[13.63309089075829, 13.196962042132045, 12.782281817716438]","[0.0, 0.0, 10.16319009860741]","[2.726618178151661, 2.639392408426415, 7.865550360323157]"
27,1,5,0.053584918266728496,0.022981845269484304,0.02325296745747916,22.291325998959053,9.56044763210547,9.673234462311331,"[0.021160129719308505, 0.03882911926097165, 0.02564800947142097]","[0.0, 0.0, 0.022981845269484304]","[0.004232025943861706, 0.007765823852194338, 0.019730292383931196]","[8.802613963232337, 16.152913612564205, 10.669571940111124]","[0.0, 0.0, 9.56044763210547]","[1.7605227926464697, 3.2305827225128447, 8.207801631715377]"
28,1,2,0.09579068076743678,0.025249762842388262,0.02757536648933611,39.848923199253704,10.503901342433517,11.471352459563821,"[0.013201410498823063, 0.06715074815460292, 0.056460604204946745]","[0.0, 0.0, 0.025249762842388262]","[0.0026402820997646075, 0.013430149630920584, 0.021347166693588084]","[5.491786767510394, 27.934711232314818, 23.487611349257847]","[0.0, 0.0, 10.503901342433517]","[1.0983573535020767, 5.586942246462963, 8.880421344532643]"
29,1,3,0.06415803358872284,0.022774016811153555,0.019782069215707694,26.689741972908703,9.473990993439878,8.229340793734401,"[0.018216408006666948, 0.04779824044213077, 0.03676834804893199]","[0.0, 0.0, 0.022774016811153555]","[0.0036432816013333893, 0.009559648088426166, 0.015470019791458968]","[7.578025730773451, 19.8840680239264, 15.295632788355707]","[0.0, 0.0, 9.473990993439878]","[1.51560514615469, 3.9768136047852853, 6.435528233246931]"
30,1,1,0.06584600380908452,0.02230948571009693,0.020488076623695842,27.39193758457916,9.280746055400323,8.52303987545747,"[0.024957315259097015, 0.04396747759062548, 0.03812384816875994]","[0.0, 0.0, 0.02230948571009693]","[0.004991463051819403, 0.008793495518125095, 0.015323144647836528]","[10.382243147784358, 18.2904706777002, 15.859520838204135]","[0.0, 0.0, 9.280746055400323]","[2.0764486295568716, 3.65809413554004, 6.374428173499996]"
