trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
1,5,1,0.056490501,0.022309486,0.056490501,23.50004835,9.280746055,23.50004835,"[0.0187860146387419, 0.02574462021058157, 0.04596138480167939]","[0.0, 0.0, 0.02230948571009693]","[0.0187860146387419, 0.02574462021058157, 0.04596138480167939]","[7.81498208971663, 10.709762007601933, 19.119936077498625]","[0.0, 0.0, 9.280746055400323]","[7.81498208971663, 10.709762007601933, 19.119936077498625]"
2,5,2,0.051303779,0.025293684,0.051303779,21.29106817,10.49687893,21.29106817,"[0.016235156773910856, 0.03702696806695817, 0.027687938327021256]","[0.0, 0.0, 0.02529368417617253]","[0.016235156773910856, 0.03702696806695817, 0.027687938327021256]","[6.737590061173005, 15.366191747787639, 11.490494405713822]","[0.0, 0.0, 10.496878933111601]","[6.737590061173005, 15.366191747787639, 11.490494405713822]"
3,5,3,0.020794904,0.022818065,0.020794904,8.629885129,9.469496821,8.629885129,"[0.031166604938037856, 0.012224689610943624, 0.014725714442807455]","[0.0, 0.0, 0.022818064630025035]","[0.031166604938037856, 0.012224689610943624, 0.014725714442807455]","[12.93414104928571, 5.073246188541604, 6.111171493765093]","[0.0, 0.0, 9.469496821460389]","[12.93414104928571, 5.073246188541604, 6.111171493765093]"
4,5,4,0.029636779,0.024430745,0.029636779,12.32889998,10.1631901,12.32889998,"[0.024957109645448065, 0.01892660683244814, 0.02017655293160451]","[0.0, 0.0, 0.024430745429344737]","[0.024957109645448065, 0.01892660683244814, 0.02017655293160451]","[10.382157612506395, 7.873468442298426, 8.393446019547476]","[0.0, 0.0, 10.16319009860741]","[10.382157612506395, 7.873468442298426, 8.393446019547476]"
5,5,5,0.05047985,0.023030202,0.05047985,20.94913783,9.557533761,20.94913783,"[0.06188141797798341, 0.03434168679598351, 0.031746469923652244]","[0.0, 0.0, 0.023030201832728067]","[0.06188141797798341, 0.03434168679598351, 0.031746469923652244]","[25.680788460863116, 14.251800020333159, 13.174785018315681]","[0.0, 0.0, 9.557533760582148]","[25.680788460863116, 14.251800020333159, 13.174785018315681]"
6,3,1,0.030916662,0.022336905,0.015870247,12.83041478,9.269815371,6.586152406,"[0.026003757025786542, 0.019645348245223217, 0.019631884313412774]","[0.0, 0.0, 0.02233690450840456]","[0.015602254215471912, 0.011787208947133936, 0.008857010419263631]","[10.791559165701415, 8.152819521767634, 8.1472319900663]","[0.0, 0.0, 9.269815370987892]","[6.474935499420844, 4.891691713060584, 3.675659323994407]"
7,3,3,0.022855845,0.022774017,0.013062965,9.508031635,9.473990993,5.434193628,"[0.022999466858347598, 0.010871342341251441, 0.018899560003657147]","[0.0, 0.0, 0.022774016811153555]","[0.013799680115008558, 0.006522805404750866, 0.01006904274325025]","[9.5677782130726, 4.5224784139606, 7.862216961521373]","[0.0, 0.0, 9.473990993439878]","[5.74066692784356, 2.7134870483763605, 4.188721781192104]"
8,3,2,0.042029307,0.025249763,0.026849616,17.48419183,10.50390134,11.16944006,"[0.03360101811490841, 0.025252840660898692, 0.0297734795583414]","[0.0, 0.0, 0.025249762842388262]","[0.02016061086894503, 0.015151704396539224, 0.01975301194291139]","[13.9780235358019, 10.505181714933856, 12.385767496270022]","[0.0, 0.0, 10.503901342433517]","[8.386814121481132, 6.303109028960317, 8.217252968251138]"
9,3,4,0.022012483,0.024476039,0.01364863,9.135180259,10.15755604,5.664181593,"[0.02907060450978411, 0.012394874708025885, 0.016273268005797255]","[0.0, 0.0, 0.024476038639773837]","[0.017442362705870476, 0.00743692482481553, 0.010196665121673014]","[12.064300871560405, 5.143873003830742, 6.753406222405862]","[0.0, 0.0, 10.157556035506142]","[7.238580522936247, 3.086323802298445, 4.231616025494301]"
10,3,5,0.022796811,0.022981845,0.01509746,9.483473194,9.560447632,6.280543468,"[0.023119886966490463, 0.011759189977267746, 0.01582862199504487]","[0.0, 0.0, 0.022981845269484304]","[0.01387193217989426, 0.007055513986360641, 0.011170382045870444]","[9.617872978060033, 4.8918230305433825, 6.584706749938666]","[0.0, 0.0, 9.56044763210547]","[5.770723786836012, 2.9350938183260267, 4.646878931082105]"
11,2,5,0.045207211,0.022981845,0.021223658,18.80619984,9.560447632,8.829041721,"[0.028861580716236013, 0.02811389787339534, 0.030369277369435774]","[0.0, 0.0, 0.022981845269484304]","[0.01154463228649442, 0.011245559149358136, 0.0161932337903599]","[12.006417577954181, 11.695381515332462, 12.633619385685282]","[0.0, 0.0, 9.56044763210547]","[4.802567031181678, 4.678152606132985, 6.736385256789719]"
12,2,4,0.030622058,0.024430745,0.017130828,12.73877603,10.1631901,7.126424522,"[0.04351539216454308, 0.016291957837498563, 0.022978517069663647]","[0.0, 0.0, 0.024430745429344737]","[0.01740615686581724, 0.006516783134999428, 0.014611134321132127]","[18.102403140449923, 6.777454460399403, 9.559063100980078]","[0.0, 0.0, 10.16319009860741]","[7.240961256179972, 2.7109817841597623, 6.078231877590965]"
13,2,3,0.06739043,0.022774017,0.025811528,28.03441894,9.473990993,10.73759575,"[0.033525762515255284, 0.048753639566025665, 0.04013888835220317]","[0.0, 0.0, 0.022774016811153555]","[0.013410305006102104, 0.019501455826410267, 0.015118329180081661]","[13.946717206346198, 20.281514059466677, 16.697777554516517]","[0.0, 0.0, 9.473990993439878]","[5.5786868825384754, 8.11260562378667, 6.289224938913971]"
14,2,2,0.04748513,0.025249763,0.022219215,19.75381424,10.50390134,9.243193497,"[0.01643651141211843, 0.021451844240231405, 0.03789423845198779]","[0.0, 0.0, 0.025249762842388262]","[0.006574604564847365, 0.008580737696092555, 0.018492831812451784]","[6.837588747441267, 8.923967203936265, 15.76400319602692]","[0.0, 0.0, 10.503901342433517]","[2.7350354989765036, 3.569586881574503, 7.693018033979943]"
15,2,1,0.027990619,0.022309486,0.012836947,11.64409733,9.280746055,5.340170149,"[0.02114635524297213, 0.011283939867232152, 0.02287688937382554]","[0.0, 0.0, 0.02230948571009693]","[0.008458542097188841, 0.00451357594689286, 0.010859536481561887]","[8.796883781076406, 4.694118984768576, 9.516785979511425]","[0.0, 0.0, 9.280746055400323]","[3.518753512430558, 1.8776475939074295, 4.517567176329745]"
16,1,4,0.059274351,0.024430745,0.020040347,24.65812991,10.1631901,8.336784311,"[0.011529052017010042, 0.04159824953458421, 0.031072907093181692]","[0.0, 0.0, 0.024430745429344737]","[0.0023058104034020016, 0.00831964990691684, 0.016947920217514227]","[4.7960856390761775, 17.30487180638703, 12.926329350763584]","[0.0, 0.0, 10.16319009860741]","[0.9592171278152327, 3.4609743612774055, 7.050334810485919]"
17,1,2,0.060804484,0.025249763,0.020927029,25.29466514,10.50390134,8.705643999,"[0.022661015520944704, 0.030245138041227363, 0.04701000231248661]","[0.0, 0.0, 0.025249762842388262]","[0.004532203104188944, 0.006049027608245475, 0.01894150125937084]","[9.426982456712997, 12.581977425150583, 19.55616096199443]","[0.0, 0.0, 10.503901342433517]","[1.8853964913426007, 2.5163954850301176, 7.87966452389827]"
