trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
1,5,1,0.05197066221761171,0.02230948571009693,0.05197066221761171,21.61979548252647,9.280746055400323,21.61979548252647,"[0.04943053549973043, 0.0320696098187047, 0.0362661606124018]","[0.0, 0.0, 0.02230948571009693]","[0.04943053549973043, 0.0320696098187047, 0.0362661606124018]","[20.56310276788786, 13.340957684581156, 15.08672281475915]","[0.0, 0.0, 9.280746055400323]","[20.56310276788786, 13.340957684581156, 15.08672281475915]"
2,5,2,0.02290994039123218,0.025249762842388262,0.02290994039123218,9.530535202752587,10.503901342433517,9.530535202752587,"[0.05064260282591673, 0.01048633761202222, 0.017860904561783974]","[0.0, 0.0, 0.025249762842388262]","[0.05064260282591673, 0.01048633761202222, 0.017860904561783974]","[21.06732277558136, 4.362316446601243, 7.430136297702133]","[0.0, 0.0, 10.503901342433517]","[21.06732277558136, 4.362316446601243, 7.430136297702133]"
3,5,3,0.031240776866621207,0.022818064630025035,0.031240776866621207,12.9649223996478,9.469496821460389,12.9649223996478,"[0.025176501371137555, 0.019075290488258442, 0.022337842474544813]","[0.0, 0.0, 0.022818064630025035]","[0.025176501371137555, 0.019075290488258442, 0.022337842474544813]","[10.448248069022085, 7.916245552627253, 9.270204626936097]","[0.0, 0.0, 9.469496821460389]","[10.448248069022085, 7.916245552627253, 9.270204626936097]"
4,5,4,0.015233532106118533,0.024430745429344737,0.015233532106118533,6.33714935614531,10.16319009860741,6.33714935614531,"[0.026562205694214087, 0.011671206296249336, 0.008638214626648686]","[0.0, 0.0, 0.024430745429344737]","[0.026562205694214087, 0.011671206296249336, 0.008638214626648686]","[11.049877568793061, 4.855221819239723, 3.5934972846858537]","[0.0, 0.0, 10.16319009860741]","[11.049877568793061, 4.855221819239723, 3.5934972846858537]"
5,5,5,0.02440241102302732,0.022981845269484304,0.02440241102302732,10.151402985579365,9.56044763210547,10.151402985579365,"[0.03204599983168021, 0.013192919640609644, 0.01809206213018348]","[0.0, 0.0, 0.022981845269484304]","[0.03204599983168021, 0.013192919640609644, 0.01809206213018348]","[13.331135929978968, 5.488254570493612, 7.526297846156329]","[0.0, 0.0, 9.56044763210547]","[13.331135929978968, 5.488254570493612, 7.526297846156329]"
6,3,1,0.03165261289883648,0.02230948571009693,0.02010647022914277,13.167486965915975,9.280746055400323,8.364291615323392,"[0.05713387434418711, 0.017393740425824335, 0.023271692792403504]","[0.0, 0.0, 0.02230948571009693]","[0.03428032460651224, 0.010436244255494609, 0.015136145028777089]","[23.767691727181838, 7.235796017142924, 9.681024201639858]","[0.0, 0.0, 9.280746055400323]","[14.26061503630909, 4.341477610285757, 6.296636331971269]"
7,3,4,0.04061815064226789,0.024430745429344737,0.02409812381734128,16.897150667183443,10.16319009860741,10.024819508013973,"[0.0626322707389816, 0.022080733843453212, 0.02948300433875927]","[0.0, 0.0, 0.024430745429344737]","[0.03757936244338895, 0.01324844030607192, 0.01755517177630986]","[26.055024627416344, 9.185585278876536, 12.264929804923856]","[0.0, 0.0, 10.16319009860741]","[15.633014776449802, 5.511351167325919, 7.302951458944903]"
8,3,3,0.02775574463478085,0.022774016811153555,0.01702762733051201,11.546389768068833,9.473990993439878,7.083492969492996,"[0.034525079358083105, 0.013493095176217215, 0.021632228706098676]","[0.0, 0.0, 0.022774016811153555]","[0.02071504761484986, 0.008095857105730332, 0.01393027679368325]","[14.36243301296257, 5.613127593306361, 8.99900714173705]","[0.0, 0.0, 9.473990993439878]","[8.617459807777541, 3.367876555983818, 5.794995146172232]"
9,3,2,0.04543414062623057,0.025249762842388262,0.030672178951709657,18.90060250051192,10.503901342433517,12.759626443911218,"[0.011553350897251994, 0.02002325128521717, 0.0360639021401617]","[0.0, 0.0, 0.025249762842388262]","[0.006932010538351204, 0.012013950771130303, 0.025019673443546206]","[4.806193973256829, 8.329672534650344, 15.002583290307266]","[0.0, 0.0, 10.503901342433517]","[2.8837163839541007, 4.997803520790206, 10.408184152515222]"
10,3,5,0.025000671715846308,0.022981845269484304,0.01810679152425917,10.400279433792065,9.56044763210547,7.532425274091816,"[0.032345959305544354, 0.015138458071711717, 0.017941153158565967]","[0.0, 0.0, 0.022981845269484304]","[0.019407575583326613, 0.009083074843027035, 0.01448478334039962]","[13.455919071106452, 6.297598557832075, 7.463519713963442]","[0.0, 0.0, 9.56044763210547]","[8.07355144266387, 3.7785591346992464, 6.025669869606242]"
