trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
1,5,1,0.02238580402670661,0.02230948571009693,0.02238580402670661,9.31249447510995,9.280746055400323,9.31249447510995,"[0.023346662416953632, 0.011101630946957142, 0.018032126738931308]","[0.0, 0.0, 0.02230948571009693]","[0.023346662416953632, 0.011101630946957142, 0.018032126738931308]","[9.71221156545271, 4.618278473934171, 7.501364723395423]","[0.0, 0.0, 9.280746055400323]","[9.71221156545271, 4.618278473934171, 7.501364723395423]"
2,5,2,0.016580920302928275,0.025246027218509284,0.016580920302928275,6.881081925715234,10.477101295681353,6.881081925715234,"[0.0186933940361075, 0.009513353882305389, 0.011652421887491413]","[0.0, 0.0, 0.025246027218509284]","[0.0186933940361075, 0.009513353882305389, 0.011652421887491413]","[7.757758524984613, 3.948041861156736, 4.835755083308936]","[0.0, 0.0, 10.477101295681353]","[7.757758524984613, 3.948041861156736, 4.835755083308936]"
3,5,3,0.02107888165017755,0.022818064630025035,0.02107888165017755,8.747735884823683,9.469496821460389,8.747735884823683,"[0.034563822710861385, 0.01467259468506236, 0.01264547030520007]","[0.0, 0.0, 0.022818064630025035]","[0.034563822710861385, 0.01467259468506236, 0.01264547030520007]","[14.343986425007476, 6.0891267943008796, 5.247870176658029]","[0.0, 0.0, 9.469496821460389]","[14.343986425007476, 6.0891267943008796, 5.247870176658029]"
4,5,4,0.0156371349935314,0.024430745429344737,0.0156371349935314,6.505048157309062,10.16319009860741,6.505048157309062,"[0.041786377092653135, 0.007139261157473959, 0.01207849460816348]","[0.0, 0.0, 0.024430745429344737]","[0.041786377092653135, 0.007139261157473959, 0.01207849460816348]","[17.383132870543704, 2.969932641509167, 5.024653756996008]","[0.0, 0.0, 10.16319009860741]","[17.383132870543704, 2.969932641509167, 5.024653756996008]"
5,5,5,0.01502047198347713,0.022981845269484304,0.01502047198347713,6.248516345126486,9.56044763210547,6.248516345126486,"[0.02303539243934124, 0.010157903858565982, 0.009213819503624487]","[0.0, 0.0, 0.022981845269484304]","[0.02303539243934124, 0.010157903858565982, 0.009213819503624487]","[9.582723254765956, 4.225688005163448, 3.8329489135077868]","[0.0, 0.0, 9.56044763210547]","[9.582723254765956, 4.225688005163448, 3.8329489135077868]"
6,3,5,0.025233518698547525,0.02298376226200014,0.017054517052126687,10.471910259897223,9.53826133873006,7.077624576632575,"[0.03506906675072258, 0.00873113147776394, 0.022032180459563025]","[0.0, 0.0, 0.02298376226200014]","[0.021041440050433555, 0.005238678886658362, 0.015108778068543409]","[14.55366270154987, 3.623419563272035, 9.143354890718655]","[0.0, 0.0, 9.53826133873006]","[8.732197620929925, 2.1740517379632203, 6.270142898445514]"
7,3,1,0.01827902520270657,0.02230948571009693,0.010911017076463194,7.604074484325934,9.280746055400323,4.538983103808689,"[0.010127110954624569, 0.011395468596257804, 0.012856094169035635]","[0.0, 0.0, 0.02230948571009693]","[0.0060762665727747325, 0.0068372811577546815, 0.006787560506497874]","[4.2128781571238205, 4.740514936043247, 5.348135174318824]","[0.0, 0.0, 9.280746055400323]","[2.5277268942742888, 2.8443089616259476, 2.8236251707031155]"
8,3,3,0.028778820551382565,0.022774016811153555,0.021083342485015297,11.971989349375146,9.473990993439878,8.770670473766364,"[0.025438535407899136, 0.009028260906150698, 0.025260197287179306]","[0.0, 0.0, 0.022774016811153555]","[0.015263121244739506, 0.005416956543690417, 0.019616365809788896]","[10.58243072968604, 3.7557565369586903, 10.508242071466592]","[0.0, 0.0, 9.473990993439878]","[6.349458437811634, 2.2534539221752135, 8.160408176872181]"
9,3,4,0.023403515654961456,0.024430745429344737,0.01578715174379006,9.735862512463966,10.16319009860741,6.567455125416665,"[0.008563352360499925, 0.012671684029602469, 0.018252197770933207]","[0.0, 0.0, 0.024430745429344737]","[0.0051380114162999585, 0.007603010417761478, 0.012867742209639536]","[3.5623545819679685, 5.271420556314627, 7.592914272708215]","[0.0, 0.0, 10.16319009860741]","[2.1374127491807826, 3.162852333788775, 5.352980759210047]"
10,3,2,0.022721435720870924,0.025249762842388262,0.012320463058036996,9.452117259882304,10.503901342433517,5.12531263214339,"[0.014780514419161544, 0.0055579676969785136, 0.020961750022559338]","[0.0, 0.0, 0.025249762842388262]","[0.008868308651496933, 0.0033347806181871107, 0.011130057153632798]","[6.148693998371202, 2.3121145619430616, 8.720088009384684]","[0.0, 0.0, 10.503901342433517]","[3.6892163990227242, 1.387268737165838, 4.630103775911244]"
11,5,4,0.020939678922446574,0.024430745429344737,0.020939678922446574,8.710906431737774,10.16319009860741,8.710906431737774,"[0.035543443152315175, 0.010657468505231941, 0.016320854524562507]","[0.0, 0.0, 0.024430745429344737]","[0.035543443152315175, 0.010657468505231941, 0.016320854524562507]","[14.786072351363114, 4.433506898176487, 6.789475482218003]","[0.0, 0.0, 10.16319009860741]","[14.786072351363114, 4.433506898176487, 6.789475482218003]"
12,5,2,0.017954292493312464,0.025249762842388262,0.017954292493312464,7.468985677217985,10.503901342433517,7.468985677217985,"[0.032747521759103226, 0.008161374149881627, 0.01481124471677715]","[0.0, 0.0, 0.025249762842388262]","[0.032747521759103226, 0.008161374149881627, 0.01481124471677715]","[13.622969051786942, 3.3951316463507566, 6.161477802179294]","[0.0, 0.0, 10.503901342433517]","[13.622969051786942, 3.3951316463507566, 6.161477802179294]"
13,5,5,0.01774352650432349,0.022981845269484304,0.01774352650432349,7.381307025798571,9.56044763210547,7.381307025798571,"[0.02105130585769693, 0.0074976491934488024, 0.01452883165524223]","[0.0, 0.0, 0.022981845269484304]","[0.02105130585769693, 0.0074976491934488024, 0.01452883165524223]","[8.757343236801923, 3.1190220644747018, 6.043993968580767]","[0.0, 0.0, 9.56044763210547]","[8.757343236801923, 3.1190220644747018, 6.043993968580767]"
14,5,3,0.018501648957085167,0.022774016811153555,0.018501648957085167,7.69668596614743,9.473990993439878,7.69668596614743,"[0.025739018587661363, 0.009312929350342905, 0.014346478033997252]","[0.0, 0.0, 0.022774016811153555]","[0.025739018587661363, 0.009312929350342905, 0.014346478033997252]","[10.707431732467127, 3.8741786097426485, 5.968134862142857]","[0.0, 0.0, 9.473990993439878]","[10.707431732467127, 3.8741786097426485, 5.968134862142857]"
15,5,1,0.0167256966240894,0.02230948571009693,0.0167256966240894,6.957889795621191,9.280746055400323,6.957889795621191,"[0.008404119387598434, 0.008604924638842491, 0.012306046698857938]","[0.0, 0.0, 0.02230948571009693]","[0.008404119387598434, 0.008604924638842491, 0.012306046698857938]","[3.496113665240949, 3.579648649758476, 5.119315426724902]","[0.0, 0.0, 9.280746055400323]","[3.496113665240949, 3.579648649758476, 5.119315426724902]"
16,4,2,0.017547691895514715,0.025249762842388262,0.01283237399178954,7.299839828534122,10.503901342433517,5.338267580584449,"[0.02261741931575948, 0.008237461760357131, 0.0143025204251213]","[0.0, 0.0, 0.025249762842388262]","[0.018093935452607592, 0.006589969408285697, 0.01008081163505825]","[9.408846435355944, 3.4267840923085666, 5.949848496850461]","[0.0, 0.0, 10.503901342433517]","[7.527077148284758, 2.74142727384685, 4.1936176401842316]"
17,4,3,0.023037965834402534,0.022774016811153555,0.017635542492165274,9.583793787111453,9.473990993439878,7.336385676740754,"[0.02339158749274828, 0.013850071066673405, 0.016628454624022765]","[0.0, 0.0, 0.022774016811153555]","[0.018713269994198613, 0.011080056853338726, 0.011711487478725812]","[9.730900396983285, 5.761629563736136, 6.91743712359347]","[0.0, 0.0, 9.473990993439878]","[7.784720317586624, 4.60930365098891, 4.871978791149938]"
18,4,4,0.015207183110569037,0.024476038639773837,0.012978698904363093,6.310980990886151,10.157556035506142,5.3861600453106835,"[0.032186511294255066, 0.009475867217772285, 0.010487837169795395]","[0.0, 0.0, 0.024476038639773837]","[0.025749209035404043, 0.007580693774217829, 0.009097600553388863]","[13.357402187115852, 3.9324848953754983, 4.3524524254650885]","[0.0, 0.0, 10.157556035506142]","[10.685921749692678, 3.145987916300399, 3.775504229656378]"
19,4,1,0.01621950580254854,0.02230948571009693,0.01203829241246408,6.747314413860193,9.280746055400323,5.007929643585057,"[0.015121535185707451, 0.00926471006435053, 0.011288006310605413]","[0.0, 0.0, 0.02230948571009693]","[0.012097228148565977, 0.007411768051480426, 0.008280968086425585]","[6.2905586372543, 3.8541193867698205, 4.695810625211852]","[0.0, 0.0, 9.280746055400323]","[5.032446909803446, 3.083295509415857, 3.4448827239530435]"
20,4,5,0.016599931330705732,0.022981845269484304,0.012292168509513665,6.905571433573585,9.56044763210547,5.113542099957685,"[0.021745754143234673, 0.0072317063807197, 0.013479323018976854]","[0.0, 0.0, 0.022981845269484304]","[0.01739660331458773, 0.005785365104575765, 0.00940711871241905]","[9.046233723585624, 3.008389854379395, 5.6073983758943715]","[0.0, 0.0, 9.56044763210547]","[7.236986978868496, 2.4067118835035184, 3.9133613843663246]"
