trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
19,1,3,0.04451818727696369,0.022774016811153555,0.01947452498811445,18.519565907216894,9.473990993439878,8.101402395055612,"[0.031943905031831206, 0.03146210277850191, 0.02720643364598241]","[0.0, 0.0, 0.022774016811153555]","[0.0063887810063662405, 0.006292420555700383, 0.017530760847022195]","[13.28866449324178, 13.088234755856792, 11.317876396728682]","[0.0, 0.0, 9.473990993439878]","[2.657732898648356, 2.6176469511713596, 7.292796512361233]"
20,1,1,0.036597260260437386,0.02230948571009693,0.019444611839883972,15.224460268341954,9.280746055400323,8.088958525391732,"[0.022055342621968312, 0.02546515520353227, 0.0242529745721384]","[0.0, 0.0, 0.02230948571009693]","[0.004411068524393672, 0.005093031040706463, 0.01742668269070721]","[9.175022530738818, 10.593504564669425, 10.089237422009575]","[0.0, 0.0, 9.280746055400323]","[1.8350045061477676, 2.1187009129338885, 7.249499999334199]"
21,5,1,0.018838207516382263,0.02230948571009693,0.018838207516382263,7.836694326815021,9.280746055400323,7.836694326815021,"[0.03606922901355168, 0.010577455931931188, 0.013512716715150346]","[0.0, 0.0, 0.02230948571009693]","[0.03606922901355168, 0.010577455931931188, 0.013512716715150346]","[15.004799269637498, 4.4002216676833745, 5.621290153502544]","[0.0, 0.0, 9.280746055400323]","[15.004799269637498, 4.4002216676833745, 5.621290153502544]"
22,5,3,0.014767698361088818,0.022774016811153555,0.014767698361088818,6.143362518212948,9.473990993439878,6.143362518212948,"[0.030144349676657654, 0.006292344385423998, 0.012146218845463784]","[0.0, 0.0, 0.022774016811153555]","[0.030144349676657654, 0.006292344385423998, 0.012146218845463784]","[12.540049465489584, 2.6176152643363833, 5.052827039712934]","[0.0, 0.0, 9.473990993439878]","[12.540049465489584, 2.6176152643363833, 5.052827039712934]"
23,5,4,0.01712920077563616,0.024430745429344737,0.01712920077563616,7.125747522664643,10.16319009860741,7.125747522664643,"[0.03951508558387621, 0.009309342616108458, 0.012569166231583691]","[0.0, 0.0, 0.024430745429344737]","[0.03951508558387621, 0.009309342616108458, 0.012569166231583691]","[16.438275602892503, 3.8726865283011187, 5.228773152338816]","[0.0, 0.0, 10.16319009860741]","[16.438275602892503, 3.8726865283011187, 5.228773152338816]"
24,5,5,0.016823242559811873,0.022981845269484304,0.016823242559811873,6.998468904881738,9.56044763210547,6.998468904881738,"[0.016705057504808024, 0.008268340235571967, 0.013564216745331327]","[0.0, 0.0, 0.022981845269484304]","[0.016705057504808024, 0.008268340235571967, 0.013564216745331327]","[6.949303922000138, 3.4396295379979382, 5.642714166057832]","[0.0, 0.0, 9.56044763210547]","[6.949303922000138, 3.4396295379979382, 5.642714166057832]"
25,5,2,0.0172572332442232,0.025246027218509284,0.0172572332442232,7.161751796352629,10.477101295681353,7.161751796352629,"[0.02771872823307874, 0.011765759955857885, 0.01036266227438591]","[0.0, 0.0, 0.025246027218509284]","[0.02771872823307874, 0.011765759955857885, 0.01036266227438591]","[11.503272216727677, 4.882790381681022, 4.3005048438701525]","[0.0, 0.0, 10.477101295681353]","[11.503272216727677, 4.882790381681022, 4.3005048438701525]"
26,4,2,0.01796009259982294,0.025249762842388262,0.016448018618259914,7.471398521526344,10.503901342433517,6.842375745196124,"[0.03582795038076692, 0.013885106352269267, 0.009973363206474002]","[0.0, 0.0, 0.025249762842388262]","[0.028662360304613548, 0.011108085081815417, 0.010537973260873653]","[14.90442735839904, 5.776204242544015, 4.148919093893185]","[0.0, 0.0, 10.503901342433517]","[11.923541886719235, 4.620963394035214, 4.38379687652344]"
27,4,5,0.01922265132523982,0.022981845269484304,0.014674353886468277,7.996622951299766,9.56044763210547,6.104531216770803,"[0.024016708754343214, 0.01215455482707915, 0.012496731883877121]","[0.0, 0.0, 0.022981845269484304]","[0.019213367003474556, 0.009723643861663321, 0.009316584410394551]","[9.990950841806777, 5.056294808064926, 5.1986404636928825]","[0.0, 0.0, 9.56044763210547]","[7.992760673445415, 4.045035846451942, 3.875699114724133]"
28,4,3,0.013148416492881855,0.022818064630025035,0.010305694954072117,5.45659284454597,9.469496821460389,4.276863405939928,"[0.014152435999112806, 0.007440242475170822, 0.009394265899090423]","[0.0, 0.0, 0.022818064630025035]","[0.011321948799290245, 0.005952193980136656, 0.007183345960314278]","[5.873260939631814, 3.087700627195891, 3.8986203481225257]","[0.0, 0.0, 9.469496821460389]","[4.698608751705452, 2.470160501756712, 2.981088573530425]"
29,4,1,0.018292464550971152,0.02230948571009693,0.014705154248098963,7.609665253204,9.280746055400323,6.117344167209168,"[0.02262641092485818, 0.007419135888711532, 0.015795767265043968]","[0.0, 0.0, 0.02230948571009693]","[0.01810112873988654, 0.005935308710969218, 0.01283716840390726]","[9.412586944741003, 3.086360529703997, 6.57103918225829]","[0.0, 0.0, 9.280746055400323]","[7.5300695557927995, 2.4690884237631945, 5.34026205602542]"
30,4,4,0.013262058037780002,0.024430745429344737,0.0098803301428226,5.51701614371648,10.16319009860741,4.110217339414202,"[0.016665357435397914, 0.006006259381106382, 0.01065607052276822]","[0.0, 0.0, 0.024430745429344737]","[0.013332285948318322, 0.004805007504885108, 0.007686016746892069]","[6.9327886931255325, 2.4986039025402547, 4.43292533747158]","[0.0, 0.0, 10.16319009860741]","[5.546230954500422, 1.9988831220322048, 3.1973829667071008]"
