trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
11,2,5,0.031626797966279,0.022981845269484304,0.01737746758569232,13.156747953972065,9.56044763210547,7.229026515648006,"[0.0774365621854686, 0.013945728045776885, 0.02453236518296015]","[0.0, 0.0, 0.022981845269484304]","[0.030974624874187454, 0.005578291218310762, 0.01485613617109491]","[32.213609869154936, 5.801422867043184, 10.205463916111423]","[0.0, 0.0, 9.56044763210547]","[12.885443947661981, 2.320569146817277, 6.180152647175483]"
12,2,3,0.025904744884713816,0.022774016811153555,0.018945858209993446,10.776373872040947,9.473990993439878,7.881477015357273,"[0.04682871418462874, 0.01292461551853233, 0.019775286001445663]","[0.0, 0.0, 0.022774016811153555]","[0.01873148567385152, 0.0051698462074129346, 0.017322472969579512]","[19.480745100805557, 5.37664005570945, 8.226518976601396]","[0.0, 0.0, 9.473990993439878]","[7.792298040322232, 2.1506560222837807, 7.206148755345078]"
13,2,4,0.025969312821788028,0.024476515649908395,0.013674842437766439,10.777264821042031,10.157753994711983,5.675059611673072,"[0.013564682712229381, 0.006902587062934434, 0.02371076587758405]","[0.0, 0.0, 0.024476515649908395]","[0.00542587308489175, 0.0027610348251737747, 0.0128917351952005]","[5.629343325575193, 2.86457363111779, 9.83996783919738]","[0.0, 0.0, 10.157753994711983]","[2.2517373302300765, 1.1458294524471164, 5.350070106008207]"
14,2,2,0.030694025141969023,0.025249762842388262,0.019370984349043073,12.768714459059114,10.503901342433517,8.058329489201919,"[0.005217152882182863, 0.018393635094593578, 0.021840732649389606]","[0.0, 0.0, 0.025249762842388262]","[0.0020868611528731514, 0.0073574540378374235, 0.016860065167745283]","[2.1703355989880713, 7.651752199350928, 9.085744782146076]","[0.0, 0.0, 10.503901342433517]","[0.868134239595231, 3.0607008797403683, 7.013787109782038]"
15,2,1,0.020310216620660817,0.02230948571009693,0.013189967627192972,8.4490501141949,9.280746055400323,5.487026532912276,"[0.03965368613876747, 0.00810429651475821, 0.01680188568718067]","[0.0, 0.0, 0.02230948571009693]","[0.015861474455506983, 0.0032417186059032843, 0.01249799790386157]","[16.495933433727267, 3.3713873501394156, 6.989584445867159]","[0.0, 0.0, 9.280746055400323]","[6.5983733734909045, 1.3485549400557664, 5.199167128006413]"
16,1,3,0.035071981583254135,0.022774016811153555,0.02085966377490501,14.58994433863372,9.473990993439878,8.677620130360484,"[0.04782503210188522, 0.021339283839274734, 0.023560124270562748]","[0.0, 0.0, 0.022774016811153555]","[0.009565006420377052, 0.004267856767854943, 0.019523527987933668]","[19.89521335438425, 8.87714207713829, 9.801011696554102]","[0.0, 0.0, 9.473990993439878]","[3.9790426708768534, 1.7754284154276563, 8.121787642980406]"
17,1,2,0.03710854211677248,0.025249762842388262,0.020599054478495867,15.437153520577352,10.503901342433517,8.569206663054281,"[0.005544901270594422, 0.024123184042596193, 0.02482805397391348]","[0.0, 0.0, 0.025249762842388262]","[0.0011089802541188855, 0.0048246368085192405, 0.019580259813103826]","[2.3066789285672797, 10.035244561720017, 10.328470453148007]","[0.0, 0.0, 10.503901342433517]","[0.46133578571345635, 2.007048912344004, 8.145388082251191]"
18,1,5,0.03505984478759908,0.022981845269484304,0.01862110252311465,14.584895431641218,9.56044763210547,7.746378649615694,"[0.03052488671558212, 0.01696599378976636, 0.027053782079299697]","[0.0, 0.0, 0.022981845269484304]","[0.006104977343116423, 0.0033931987579532766, 0.017785806407101756]","[12.698352873682161, 7.057853416542805, 11.254373344988673]","[0.0, 0.0, 9.56044763210547]","[2.539670574736432, 1.411570683308563, 7.398895465354331]"
19,1,1,0.02140863170686288,0.02230948571009693,0.017144620591594602,8.90599079005496,9.280746055400323,7.132162166103354,"[0.01759846425420271, 0.010817417966876377, 0.01640374259640847]","[0.0, 0.0, 0.02230948571009693]","[0.0035196928508405352, 0.0021634835933752768, 0.01667794929007056]","[7.320961129748326, 4.5000458742205725, 6.823956920105923]","[0.0, 0.0, 9.280746055400323]","[1.4641922259496627, 0.9000091748441151, 6.938026904669353]"
20,1,4,0.03665274354928405,0.024476515649908395,0.020286769883967607,15.210888572952882,10.157753994711983,8.419009501846556,"[0.00665653456792777, 0.02430355569154292, 0.024949895823580863]","[0.0, 0.0, 0.024476515649908395]","[0.0013313069135855525, 0.004860711138308585, 0.019180109935132347]","[2.7624618456900247, 10.085975611990312, 10.354206766786058]","[0.0, 0.0, 10.157753994711983]","[0.5524923691380043, 2.017195122398063, 7.959745623079924]"
21,5,2,0.020946905401210594,0.025249762842388262,0.020946905401210594,8.713912646903607,10.503901342433517,8.713912646903607,"[0.014883076212034356, 0.01198064872598012, 0.015573301866970708]","[0.0, 0.0, 0.025249762842388262]","[0.014883076212034356, 0.01198064872598012, 0.015573301866970708]","[6.191359704206292, 4.98394987000773, 6.478493576659814]","[0.0, 0.0, 10.503901342433517]","[6.191359704206292, 4.98394987000773, 6.478493576659814]"
22,5,1,0.013373051857359559,0.02230948571009693,0.013373051857359559,5.563189572661576,9.280746055400323,5.563189572661576,"[0.015327287998751058, 0.007271153190317265, 0.009551228272550191]","[0.0, 0.0, 0.02230948571009693]","[0.015327287998751058, 0.007271153190317265, 0.009551228272550191]","[6.37615180748044, 3.0247997271719824, 3.9733109613808795]","[0.0, 0.0, 9.280746055400323]","[6.37615180748044, 3.0247997271719824, 3.9733109613808795]"
23,5,3,0.01365513178829697,0.022774016811153555,0.01365513178829697,5.68053482393154,9.473990993439878,5.68053482393154,"[0.014249326522703939, 0.008950147264113258, 0.008700552456560325]","[0.0, 0.0, 0.022774016811153555]","[0.014249326522703939, 0.008950147264113258, 0.008700552456560325]","[5.927719833444838, 3.723261261871115, 3.6194298219290952]","[0.0, 0.0, 9.473990993439878]","[5.927719833444838, 3.723261261871115, 3.6194298219290952]"
24,5,4,0.012415109129518044,0.024430745429344737,0.012415109129518044,5.164685397879507,10.16319009860741,5.164685397879507,"[0.020772325714831, 0.006231140272283484, 0.009450327218350398]","[0.0, 0.0, 0.024430745429344737]","[0.020772325714831, 0.006231140272283484, 0.009450327218350398]","[8.641287497369696, 2.5921543532699296, 3.9313361228337653]","[0.0, 0.0, 10.16319009860741]","[8.641287497369696, 2.5921543532699296, 3.9313361228337653]"
25,5,5,0.011846448797479082,0.022981845269484304,0.011846448797479082,4.928122699751298,9.56044763210547,4.928122699751298,"[0.016094209211922124, 0.007137673563092916, 0.007911189986411776]","[0.0, 0.0, 0.022981845269484304]","[0.016094209211922124, 0.007137673563092916, 0.007911189986411776]","[6.695191032159604, 2.969272202246653, 3.291055034347299]","[0.0, 0.0, 9.56044763210547]","[6.695191032159604, 2.969272202246653, 3.291055034347299]"
26,4,4,0.025548407672617398,0.024430745429344737,0.019761695437683694,10.628137591808837,10.16319009860741,8.220865302076417,"[0.010103879726818626, 0.015381244949349239, 0.01805069452602835]","[0.0, 0.0, 0.024430745429344737]","[0.008083103781454897, 0.012304995959479387, 0.013419339741824843]","[4.203213966356548, 6.3985978989292835, 7.509088922827793]","[0.0, 0.0, 10.16319009860741]","[3.362571173085237, 5.118878319143425, 5.582445332599135]"
27,4,5,0.015717807237302255,0.022981845269484304,0.01295199910670906,6.538607810717737,9.56044763210547,5.388031628390969,"[0.036202389803913916, 0.0075112322657334635, 0.012568754410009125]","[0.0, 0.0, 0.022981845269484304]","[0.02896191184313116, 0.00600898581258677, 0.010633607499762747]","[15.060194158428189, 3.1246726225451207, 5.228601834563796]","[0.0, 0.0, 9.56044763210547]","[12.048155326742561, 2.4997380980360964, 4.423580719901302]"
28,4,1,0.018151342231316016,0.02230948571009693,0.014610961965126155,7.550958368227463,9.280746055400323,6.078160177492481,"[0.031535739133023696, 0.010392567398662384, 0.013152324028694231]","[0.0, 0.0, 0.02230948571009693]","[0.025228591306418968, 0.008314053918929903, 0.010612250143343759]","[13.118867479337858, 4.323308037843552, 5.4713667959368]","[0.0, 0.0, 9.280746055400323]","[10.49509398347029, 3.458646430274839, 4.414696059631003]"
29,4,3,0.020373531490073656,0.022774016811153555,0.015942730177653873,8.475389099870641,9.473990993439878,6.6321757539040105,"[0.01720249004771172, 0.006784155426933701, 0.017948531857711798]","[0.0, 0.0, 0.022774016811153555]","[0.013761992038169373, 0.005427324341546963, 0.01361470817618632]","[7.156235859848076, 2.8222086576044196, 7.466589252808108]","[0.0, 0.0, 9.473990993439878]","[5.724988687878459, 2.2577669260835367, 5.6637186012935095]"
30,4,2,0.018087458685966867,0.025249762842388262,0.014943609239930109,7.524382813362217,10.503901342433517,6.216541443810925,"[0.018041370456194552, 0.011050258069314003, 0.012732063631055845]","[0.0, 0.0, 0.025249762842388262]","[0.014433096364955635, 0.008840206455451199, 0.010548051741721508]","[7.505210109776933, 4.596907356834625, 5.2965384705192315]","[0.0, 0.0, 10.503901342433517]","[6.004168087821544, 3.677525885467699, 4.387989524556147]"
