trial_number,alpha_id,traj_id,human_ave,overall_ave,human_total,overall_total,human_dim_ave,overall_dim_ave,human_dim_total,overall_dim_total
1,5,1,0.020803976371263022,0.020803976371263022,8.654454170445417,8.654454170445417,"[0.058118914404679985, 0.010703734016346018, 0.01693390368505279]","[0.058118914404679985, 0.010703734016346018, 0.01693390368505279]","[24.177468392346874, 4.452753350799943, 7.04450393298196]","[24.177468392346874, 4.452753350799943, 7.04450393298196]"
2,5,2,0.016985975867957463,0.016985975867957463,7.066165961070304,7.066165961070304,"[0.039641020790955474, 0.008688450018179979, 0.013305495648635422]","[0.039641020790955474, 0.008688450018179979, 0.013305495648635422]","[16.490664649037477, 3.6143952075628714, 5.535086189832335]","[16.490664649037477, 3.6143952075628714, 5.535086189832335]"
3,5,3,0.018837912529133964,0.018837912529133964,7.836571612119728,7.836571612119728,"[0.03676608686420664, 0.009017215403443447, 0.014784233797818859]","[0.03676608686420664, 0.009017215403443447, 0.014784233797818859]","[15.294692135509964, 3.751161607832474, 6.1502412598926455]","[15.294692135509964, 3.751161607832474, 6.1502412598926455]"
4,5,4,0.011252077145330417,0.011252077145330417,4.680864092457454,4.680864092457454,"[0.020726806331717126, 0.006975650031847334, 0.007582571076679937]","[0.020726806331717126, 0.006975650031847334, 0.007582571076679937]","[8.622351433994325, 2.9018704132484907, 3.154349567898854]","[8.622351433994325, 2.9018704132484907, 3.154349567898854]"
5,5,5,0.01477727888698583,0.01477727888698583,6.147348016986105,6.147348016986105,"[0.026112674797869776, 0.006733660704203335, 0.011478340600628707]","[0.026112674797869776, 0.006733660704203335, 0.011478340600628707]","[10.862872715913827, 2.8012028529485873, 4.774989689861542]","[10.862872715913827, 2.8012028529485873, 4.774989689861542]"
6,3,1,0.03733241498038879,0.022399448988233296,15.530284631841738,9.318170779105051,"[0.06688037308648193, 0.019350473282442496, 0.028636561490622006]","[0.04012822385188919, 0.011610283969465503, 0.01718193689437321]","[27.82223520397648, 8.049796885496079, 11.912809580098754]","[16.693341122385903, 4.829878131297649, 7.147685748059255]"
7,3,5,0.020905008877818154,0.012543005326690901,8.696483693172352,5.217890215903415,"[0.010922388349546428, 0.012600690568099012, 0.015129469508869746]","[0.0065534330097278635, 0.007560414340859402, 0.009077681705321859]","[4.543713553411314, 5.241887276329189, 6.293859315689814]","[2.726228132046791, 3.145132365797511, 3.776315589413893]"
8,3,3,0.01945393026430819,0.011672358158584896,8.092834989952207,4.8557009939713165,"[0.017475323322227523, 0.012389977220384653, 0.011991101482937253]","[0.010485193993336521, 0.007433986332230785, 0.007194660889762356]","[7.269734502046649, 5.154230523680016, 4.988298216901898]","[4.361840701227993, 3.0925383142080065, 2.99297893014114]"
9,3,4,0.029799228572095562,0.017879537143257344,12.396479085991754,7.4378874515950555,"[0.048997101419136206, 0.012923937868637308, 0.025173065348935333]","[0.029398260851481707, 0.007754362721182368, 0.0151038392093612]","[20.382794190360663, 5.37635815335312, 10.471995185157098]","[12.22967651421639, 3.225814892011865, 6.283197111094259]"
10,3,2,0.014283045151648622,0.008569827090989161,5.927463737934178,3.5564782427605017,"[0.008145380631693854, 0.008358702012222097, 0.009181915614889269]","[0.004887228379016312, 0.00501522120733326, 0.005509149368933565]","[3.3803329621529494, 3.4688613350721704, 3.810494980179046]","[2.0281997772917695, 2.081316801043303, 2.2862969881074293]"
