trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
1,5,1,0.015860047,0.022336905,0.015860047,6.581919623,9.269815371,6.581919623,"[0.012410391066682055, 0.009228760689078562, 0.011184814074006937]","[0.0, 0.0, 0.02233690450840456]","[0.012410391066682055, 0.009228760689078562, 0.011184814074006937]","[5.150312292673053, 3.829935685967603, 4.641697840712879]","[0.0, 0.0, 9.269815370987892]","[5.150312292673053, 3.829935685967603, 4.641697840712879]"
2,5,2,0.014074103,0.025249763,0.014074103,5.854826716,10.50390134,5.854826716,"[0.01589163125900874, 0.007409476195907978, 0.010263073352872656]","[0.0, 0.0, 0.025249762842388262]","[0.01589163125900874, 0.007409476195907978, 0.010263073352872656]","[6.610918603747636, 3.082342097497719, 4.2694385147950245]","[0.0, 0.0, 10.503901342433517]","[6.610918603747636, 3.082342097497719, 4.2694385147950245]"
3,5,3,0.023345192,0.022774017,0.023345192,9.711599846,9.473990993,9.711599846,"[0.03910801089777771, 0.009451667520332068, 0.02033418795094059]","[0.0, 0.0, 0.022774016811153555]","[0.03910801089777771, 0.009451667520332068, 0.02033418795094059]","[16.268932533475528, 3.9318936884581404, 8.459022187591286]","[0.0, 0.0, 9.473990993439878]","[16.268932533475528, 3.9318936884581404, 8.459022187591286]"
4,5,4,0.032069271,0.024430745,0.032069271,13.34081664,10.1631901,13.34081664,"[0.015326974793727013, 0.0211786017111665, 0.02131518752155788]","[0.0, 0.0, 0.024430745429344737]","[0.015326974793727013, 0.0211786017111665, 0.02131518752155788]","[6.3760215141904375, 8.810298311845264, 8.867118008968077]","[0.0, 0.0, 10.16319009860741]","[6.3760215141904375, 8.810298311845264, 8.867118008968077]"
5,5,5,0.038589244,0.022981845,0.038589244,16.05312555,9.560447632,16.05312555,"[0.03089604686967268, 0.022067760290255953, 0.027872702206331722]","[0.0, 0.0, 0.022981845269484304]","[0.03089604686967268, 0.022067760290255953, 0.027872702206331722]","[12.852755497783836, 9.180188280746476, 11.595044117833996]","[0.0, 0.0, 9.56044763210547]","[12.852755497783836, 9.180188280746476, 11.595044117833996]"
6,3,2,0.027678494,0.025249763,0.016150903,11.51425331,10.50390134,6.718775516,"[0.03290584988021314, 0.017956118432639737, 0.018336613422589416]","[0.0, 0.0, 0.025249762842388262]","[0.019743509928127883, 0.010773671059583842, 0.01080788194413661]","[13.688833550168665, 7.46974526797813, 7.628031183797198]","[0.0, 0.0, 10.503901342433517]","[8.2133001301012, 4.481847160786878, 4.496078888760829]"
7,3,5,0.0292328,0.023030202,0.016965908,12.13161215,9.557533761,7.04085199,"[0.01591214595384701, 0.013385443000498161, 0.021601620932673437]","[0.0, 0.0, 0.023030201832728067]","[0.009547287572308214, 0.008031265800298896, 0.012817591399262404]","[6.603540570846509, 5.554958845206737, 8.964672687059476]","[0.0, 0.0, 9.557533760582148]","[3.9621243425079093, 3.3329753071240416, 5.319300430693898]"
8,3,3,0.026582085,0.022774017,0.017555687,11.05814739,9.473990993,7.303165636,"[0.02597356078764744, 0.015062101511039365, 0.019169915145319603]","[0.0, 0.0, 0.022774016811153555]","[0.015584136472588469, 0.009037260906623627, 0.012982659661373018]","[10.805001287661335, 6.265834228592376, 7.974684700452954]","[0.0, 0.0, 9.473990993439878]","[6.483000772596803, 3.759500537155429, 5.400786419131175]"
9,3,4,0.019892052,0.024430745,0.015146413,8.275093601,10.1631901,6.300907641,"[0.03425530784447203, 0.005715366322283672, 0.017889216023214107]","[0.0, 0.0, 0.024430745429344737]","[0.02055318470668323, 0.0034292197933702023, 0.01387344195530673]","[14.250208063300365, 2.3775923900700078, 7.441913865657068]","[0.0, 0.0, 10.16319009860741]","[8.550124837980224, 1.4265554340420041, 5.7713518534076]"
10,3,1,0.022375826,0.022309486,0.013960683,9.30834377,9.280746055,5.807644322,"[0.022351009529586296, 0.016531531132963698, 0.013277478891795307]","[0.0, 0.0, 0.02230948571009693]","[0.013410605717751769, 0.009918918679778226, 0.008778869196241471]","[9.2980199643079, 6.877116951312899, 5.523431218986848]","[0.0, 0.0, 9.280746055400323]","[5.578811978584736, 4.126270170787742, 3.652009585636452]"
