trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,0,0,2,120,0.044888814,7.034400657,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5]","[0.0, 0.48057126998901367, 2.0175857543945312, 2.433351755142212, 3.9508039951324463, 4.4002861976623535, 5.887784242630005, 6.336005210876465, 7.771796941757202, 8.204934120178223]","[-0.7898309230804443, -0.40532755851745605, -0.30925965309143066, 1.1147387027740479, 1.227754831314087, 1.5444936752319336, 1.6435208320617676, 3.0670135021209717, 3.160973072052002, 3.5310821533203125, 3.610455274581909, 4.963574409484863, 5.0979533195495605, 5.433239459991455, 5.5461742877960205, 6.856460809707642, 6.981966018676758, 7.307220935821533, 7.415103197097778]","[-0.019428730010986328, 0.03701448440551758, -0.08423399925231934, 0.017452239990234375, -0.05051779747009277, -0.012501955032348633, -0.05177903175354004, -0.0642082691192627, -0.06686282157897949]","[-3.8857460021972656, 2.467632293701172, -16.846799850463867, 1.163482666015625, -10.103559494018555, -0.8334636688232422, -10.355806350708008, -4.280551274617514, -13.372564315795898]"
2,3,1,2,120,0.07215,9.09038,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 1.3898134231567383, 1.856447458267212, 3.323653221130371, 3.755321502685547, 5.421947479248047, 5.7903525829315186, 7.151919603347778, 7.679100513458252, 9.201709270477295, 9.673269510269165]","[-0.268399715423584, -0.17236900329589844, 1.1214137077331543, 1.267261266708374, 1.588047742843628, 1.6843485832214355, 3.055253505706787, 3.1713972091674805, 3.486921787261963, 3.587468385696411, 5.153547763824463, 5.249863862991333, 5.521952867507935, 5.619986534118652, 6.883519887924194, 7.036762714385986, 7.410700798034668, 7.537286758422852, 8.933309555053711, 9.053575992584229, 9.404869794845581, 9.486474752426147]","[-0.03336596488952637, -0.03279423713684082, -0.06833171844482422, 0.1666259765625, -0.13159489631652832, -0.13843297958374023, 0.027180910110473633, 0.02260875701904297, -0.028439760208129883]","[-6.673192977905273, -2.1862824757893877, -13.666343688964844, 11.1083984375, -26.318979263305664, -9.228865305582683, 5.436182022094727, 1.5072504679361978, -5.687952041625977]"
3,3,5,2,120,0.068694618,10.48768538,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5]","[0.0, 0.406909704208374, 1.8602547645568848, 2.3235762119293213, 3.8446788787841797, 4.27815580368042, 5.828350067138672, 6.160409688949585, 7.761916399002075, 8.227355718612671]","[0.7543699741363525, 0.8505392074584961, 1.1612796783447266, 1.263002634048462, 2.6146247386932373, 2.728317975997925, 3.077946186065674, 3.175161123275757, 4.599048852920532, 4.711526870727539, 5.0325257778167725, 5.128924608230591, 6.582720041275024, 6.664975166320801, 6.9147796630859375, 7.014420986175537, 8.516286373138428, 8.664739847183228, 8.981725692749023, 9.128053426742554]","[-0.09309029579162598, -0.04665493965148926, -0.03667855262756348, 0.0211026668548584, -0.06652307510375977, 0.05019426345825195, -0.16794037818908691, 0.10150671005249023, -0.0345606803894043]","[-18.618059158325195, -3.110329310099284, -7.335710525512695, 1.40684445699056, -13.304615020751953, 3.3462842305501304, -33.58807563781738, 6.767114003499349, -6.912136077880859]"
4,3,3,2,120,0.064151621,8.542235692,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.45888304710388184, 1.918095588684082, 2.3348264694213867, 3.7916488647460938, 4.238838195800781, 5.607610702514648, 6.073707103729248, 7.535141706466675, 7.926332473754883, 9.358483791351318]","[0.6249165534973145, 0.736809253692627, 1.0837996006011963, 1.1821582317352295, 2.5430121421813965, 2.6486117839813232, 2.959743022918701, 3.065826654434204, 4.416565418243408, 4.529475450515747, 4.863754749298096, 4.982126235961914, 6.232527256011963, 6.367793560028076, 6.6986236572265625, 6.799889802932739, 8.16005825996399, 8.266270637512207, 8.551249027252197, 8.65060567855835, 9.983400344848633, 10.112020492553711]","[-0.041116952896118164, -0.040787458419799805, -0.08326911926269531, -0.04317760467529297, -0.0528106689453125, -0.1312274932861328, -0.03390359878540039, -0.03856539726257324, -0.10880923271179199, -0.06784868240356445]","[-8.223390579223633, -2.7191638946533203, -16.653823852539062, -2.8785069783528643, -10.5621337890625, -8.748499552408855, -6.780719757080078, -2.5710264841715498, -21.7618465423584, -4.523245493570963]"
5,3,4,2,120,0.09083,11.66606,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 1.6379187107086182, 2.0381221771240234, 3.5374443531036377, 3.9552979469299316, 5.4621055126190186, 5.904101133346558, 7.255282402038574, 7.654430866241455, 8.87193751335144, 9.33402943611145]","[0.15725255012512207, 0.2930893898010254, 1.7951712608337402, 1.9414596557617188, 2.1953747272491455, 2.341604709625244, 3.6946969032287598, 3.843980312347412, 4.112550497055054, 4.245496988296509, 5.619358062744141, 5.760923147201538, 6.06135368347168, 6.195183515548706, 7.412534952163696, 7.540889263153076, 7.811683416366577, 7.937008619308472, 9.029190063476562, 9.15748643875122, 9.491281986236572, 9.603974103927612]","[-0.09979653358459473, -0.0006778240203857422, -0.08214640617370605, 0.006807565689086914, -0.05800437927246094, -0.1488187313079834, -0.10085153579711914, -0.28249335289001465, -0.037908077239990234]","[-19.959306716918945, -0.04518826802571614, -16.42928123474121, 0.45383771260579425, -11.600875854492188, -9.921248753865559, -20.170307159423828, -18.83289019266764, -7.581615447998047]"
6,3,2,2,120,0.04541,7.20902,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0]","[0.0, 1.6494083404541016, 2.0959222316741943, 3.5662245750427246, 4.049419403076172, 5.499788284301758, 6.081320762634277, 7.600353479385376, 8.03264856338501]","[0.17450571060180664, 0.27231860160827637, 1.8239140510559082, 1.9371564388275146, 2.270427942276001, 2.368100881576538, 3.7407302856445312, 3.8875105381011963, 4.2239251136779785, 4.320420026779175, 5.6742939949035645, 5.791204929351807, 6.255826473236084, 6.3538267612457275, 7.774859189987183, 7.886800289154053, 8.207154273986816, 8.320220708847046]","[-0.05348610877990723, -0.029697656631469727, -0.016805171966552734, -0.04963111877441406, 0.08153247833251953, 0.019032716751098633, -0.06770491600036621] ","[-10.697221755981445, -1.9798437754313152, -3.361034393310547, -3.308741251627604, 16.306495666503906, 1.2688477834065757, -13.540983200073242]"
7,0,0,3,125,0.100781539,13.05690378,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.740319013595581, 2.4033188819885254, 2.8513877391815186, 4.3856470584869385, 4.8165318965911865, 6.339246511459351, 6.802408695220947, 8.356898307800293, 8.802531003952026]","[-0.7049093246459961, -0.09582805633544922, 0.03540968894958496, 1.5536646842956543, 1.6984095573425293, 2.0043065547943115, 2.1464784145355225, 3.537571668624878, 3.6807377338409424, 3.9845035076141357, 4.11162257194519, 5.503424167633057, 5.6343371868133545, 5.970923185348511, 6.097499370574951, 7.5366127490997314, 7.651988983154297, 7.970963478088379, 8.09762167930603]","[0.2603190135955811, 0.2229998683929444, -0.03193114280700682, 0.09425931930541998, -0.04911516189575238, 0.08271461486816456, -0.016837816238403747, 0.1144896125793462, -0.03436730384826703]","[54.233127832412734, 15.48610197173225, -6.652321418126421, 6.545786062876388, -10.232325394948404, 5.744070476955875, -3.507878383000777, 7.950667540232378, -7.1598549683889585]"
8,5,4,3,125,0.046584591,5.023827671,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.47348880767822266, 1.842188835144043, 2.3431193828582764, 3.7375733852386475, 4.187699794769287, 5.467240333557129, 5.975127220153809, 7.441169738769531, 7.890458583831787]","[1.4136073589324951, 1.5415894985198975, 1.8870961666107178, 2.0060007572174072, 3.255796194076538, 3.388587474822998, 3.7567267417907715, 3.8547487258911133, 5.151180744171143, 5.272885799407959, 5.601307153701782, 5.705381870269775, 6.880847692489624, 7.022393226623535, 7.388734579086304, 7.501142263412476, 8.854777097702026, 8.955459833145142, 9.304065942764282, 9.405044794082642]","[-0.006511192321777326, -0.07129997253417963, 0.020930547714233416, -0.04554599761962885, -0.029873590469360778, -0.1604594612121577, 0.02788688659667926, 0.026042518615723154, -0.030711154937744567]","[-1.3564984003702762, -4.951386981540253, 4.3605307737986285, -3.162916501363115, -6.223664681116823, -11.143018139733178, 5.8097680409748405, 1.8085082372029975, -6.39815727869678]"
9,5,2,3,125,0.031339529,3.739928022,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.46785688400268555, 1.9577693939208984, 2.4167561531066895, 3.845261812210083, 4.291884660720825, 5.615157127380371, 6.081680059432983, 7.524281978607178, 7.982973098754883]","[1.3677735328674316, 1.4802544116973877, 1.8356304168701172, 1.9479947090148926, 3.32554292678833, 3.4328103065490723, 3.784529685974121, 3.9003560543060303, 5.213035345077515, 5.2841386795043945, 5.659658193588257, 5.767751932144165, 6.982930660247803, 7.1161675453186035, 7.449453592300415, 7.516765594482422, 8.89205551147461, 9.01743221282959, 9.350746631622314, 9.450190544128418]","[-0.012143115997314435, 0.049912509918212944, -0.021013240814208967, -0.011494340896606392, -0.03337715148925824, -0.1167275333404536, -0.013477067947388122, 0.0026019191741948333, -0.021308879852295348]","[-2.5298158327738407, 3.4661465220981214, -4.3777585029602015, -0.7982181178198884, -6.953573226928794, -8.106078704198168, -2.807722489039189, 0.18068883154130794, -4.439349969228194]"
10,5,1,3,125,0.047903212,5.735253184,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.4346804618835449, 1.8824162483215332, 2.365314245223999, 3.8996872901916504, 4.348578214645386, 5.818971633911133, 6.252488136291504, 7.8350348472595215, 8.284765005111694]","[1.4789438247680664, 1.6043331623077393, 1.9136242866516113, 2.031503677368164, 3.3613600730895996, 3.4753382205963135, 3.8442580699920654, 3.940538167953491, 5.378631114959717, 5.475538730621338, 5.827522039413452, 5.941180944442749, 7.297915458679199, 7.428481340408325, 7.73143196105957, 7.810651779174805, 9.313978672027588, 9.444525957107544, 9.76370882987976, 9.877026796340942]","[-0.04531953811645506, 0.0077357864379883345, 0.002897996902465838, 0.09437304496765142, -0.031109075546265075, 0.030393419265747568, -0.04648349761962933, 0.14254671096801808, -0.030269842147827575]","[-9.441570440928137, 0.5372073915269676, 0.6037493546803829, 6.5536836783091275, -6.481057405471885, 2.1106541156769154, -9.684062004089435, 9.899077150556815, -6.30621711413074]"
