trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,0,0,3,125,0.097997468,13.23680039,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.36439967155456543, 1.9051218032836914, 2.2736246585845947, 3.8374276161193848, 4.257858753204346, 5.82513427734375, 6.223177433013916, 7.77659797668457, 8.208465099334717]","[-0.634584903717041, -0.5368785858154297, -0.2701852321624756, -0.1417536735534668, 1.2705368995666504, 1.3993415832519531, 1.6390397548675537, 1.7671687602996826, 3.2028427124023438, 3.3123135566711426, 3.6232738494873047, 3.7676479816436768, 5.190549373626709, 5.320230484008789, 5.588592529296875, 5.7329018115997314, 7.142013072967529, 7.272738218307495, 7.573880195617676, 7.724857807159424]","[-0.11560032844543455, 0.10072213172912603, -0.11149714469909666, 0.12380295753479009, -0.05956886291503949, 0.1272755241394048, -0.08195684432983441, 0.1134205436706548, -0.04813287734985394]","[-24.083401759465534, 6.994592481189307, -23.228571812311806, 8.597427606582645, -12.410179773966549, 8.838578065236447, -17.074342568715487, 7.876426643795474, -10.027682781219562]"
2,3,5,3,125,0.113071581,15.37583444,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.32833409309387207, 2.05051851272583, 2.395441770553589, 3.841984748840332, 4.240713834762573, 5.5685083866119385, 5.971448659896851, 7.457010746002197, 7.840381860733032, 9.137863159179688]","[0.2448406219482422, 0.36775660514831543, 0.5731747150421143, 0.7065949440002441, 2.2953591346740723, 2.3822593688964844, 2.640282392501831, 2.7756521701812744, 4.086825370788574, 4.231738567352295, 4.485554456710815, 4.600919723510742, 5.813349008560181, 5.954912900924683, 6.216289281845093, 6.290156841278076, 7.7018513679504395, 7.847704648971558, 8.085222482681274, 8.23130488395691, 9.38270378112793, 9.521625757217407, 9.855820417404175, 9.990748643875122]","[-0.1516659069061279, 0.28218441963195806, -0.1350767421722412, 0.006542978286743217, -0.08127091407775922, -0.11220544815063427, -0.07705972671508832, 0.04556208610534718, -0.09662888526916547, -0.14251870155334423]","[-31.59706393877665, 19.59614025221931, -28.14098795255025, 0.45437349213494566, -16.931440432866488, -7.792045010460716, -16.054109732310053, 3.1640337573157775, -20.131017764409453, -9.897132052315575]"
3,3,2,3,125,0.100151033,13.81493277,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.2926926612854004, 1.738236427307129, 2.1379876136779785, 3.675934076309204, 4.088288068771362, 5.8052074909210205, 6.204885482788086, 7.721011638641357, 8.122615814208984, 9.613670349121094]","[0.33199143409729004, 0.4340546131134033, 0.6246840953826904, 0.7810342311859131, 2.070227861404419, 2.2363674640655518, 2.4699790477752686, 2.6041178703308105, 4.007925510406494, 4.10823130607605, 4.420279502868652, 4.537346601486206, 6.1371989250183105, 6.299619674682617, 6.536876916885376, 6.649887323379517, 8.053003072738647, 8.170133829116821, 8.454607248306274, 8.553379535675049, 9.945661783218384, 10.053591012954712]","[-0.1873073387145996, 0.005543766021728569, -0.08024881362915037, 0.09794646263122564, -0.06764600753784222, 0.2769194221496587, -0.080322008132935, 0.07612615585327198, -0.07839582443237347, 0.05105453491210987]","[-39.02236223220825, 0.38498375150892844, -16.71850283940633, 6.8018376827240035, -14.09291823705045, 19.23051542705964, -16.733751694361445, 5.286538600921667, -16.332463423411127, 3.5454538133409645]"
4,3,1,3,125,0.108865322,15.34880214,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.3386967182159424, 1.7322900295257568, 2.3551266193389893, 3.779097318649292, 4.179776668548584, 5.555488348007202, 5.925275564193726, 7.179996728897095, 7.572882890701294, 8.797019958496094]","[0.2740638256072998, 0.39046168327331543, 0.6127605438232422, 0.7357590198516846, 2.0063538551330566, 2.1340832710266113, 2.629190444946289, 2.736846923828125, 4.053161144256592, 4.212236166000366, 4.453840494155884, 4.566035747528076, 5.829552173614502, 5.969620704650879, 6.199339389801025, 6.287041425704956, 7.4540605545043945, 7.602699041366577, 7.846946716308594, 7.95245885848999, 9.071083784103394, 9.203222513198853, 9.420779466629028, 9.53677749633789]","[-0.1413032817840576, -0.046406688690185494, 0.14283658981323244, -0.016029300689697212, -0.07932065010070843, -0.06428832054138134, -0.11021278381347699, -0.18527883529663036, -0.08711383819580121, -0.2158629322051997]","[-29.438183705012, -3.222686714596215, 29.757622877756763, -1.113145881228973, -16.525135437647577, -4.464466704262595, -22.96099662780769, -12.866585784488224, -18.148716290791903, -14.990481403138872]"
5,3,4,3,125,0.213604464,23.12729438,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.34520769119262695, 1.580956220626831, 1.9764697551727295, 3.069978952407837, 3.436612129211426, 4.814765930175781, 5.134355545043945, 6.2378857135772705, 6.821972608566284, 7.672129154205322]","[0.2515380382537842, 0.36009860038757324, 0.5967457294464111, 0.7068607807159424, 1.8324942588806152, 1.958158254623413, 2.2280077934265137, 2.3048696517944336, 3.321516990661621, 3.4331421852111816, 3.68815016746521, 3.7692267894744873, 5.066303968429565, 5.1405603885650635, 5.3858935832977295, 5.439862251281738, 6.489423751831055, 6.602484941482544, 7.073510646820068, 7.173676013946533, 7.9236671924591064, 8.041287422180176, 8.323834657669067, 8.439852476119995, 9.507383584976196, 9.640315294265747, 9.907092809677124, 10.03898811340332]","[-0.13479230880737303, -0.20425147056579585, -0.08448646545410154, -0.3464908027648925, -0.11336682319641156, -0.061846199035644034, -0.16041038513183636, -0.3364698314666743, 0.10408689498901325, -0.5898434543609614]","[-28.08173100153605, -14.184129900402489, -17.60134696960449, -24.06186130311754, -23.618088165919055, -4.294874933030838, -33.41883023579921, -23.365960518519056, 21.68476978937774, -40.961350997289]"
6,3,3,3,125,0.185675145,21.35139962,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.3057069778442383, 1.4639737606048584, 1.806403398513794, 3.1144156455993652, 3.438689947128296, 5.030310392379761, 5.409331798553467, 6.4936816692352295, 7.014039039611816, 8.127204179763794]","[0.4381120204925537, 0.5394370555877686, 0.743818998336792, 0.8865559101104736, 1.902085781097412, 2.0364651679992676, 2.2445154190063477, 2.353076934814453, 3.552527666091919, 3.6520328521728516, 3.8768019676208496, 3.98622727394104, 5.4684224128723145, 5.569498538970947, 5.8474438190460205, 5.935777425765991, 6.931793689727783, 7.044659852981567, 7.45215106010437, 7.535862684249878, 8.565316200256348, 8.703352928161621, 8.90129566192627, 9.015237092971802]","[-0.1742930221557617, -0.28173321723937983, -0.13757036209106444, -0.13198775291442866, -0.15572569847106976, 0.15162044525146534, -0.10097859382629437, -0.3556501293182368, 0.04035737037658649, -0.32683485984802196]","[-36.311046282450356, -19.56480675273471, -28.660492102305092, -9.165816174613102, -32.4428538481395, 10.529197586907319, -21.037207047144644, -24.697925647099787, 8.407785495122177, -22.696865267223757]"
7,0,0,5,135,0.067786178,11.70303358,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555]","[0.0, 0.31754231452941895, 1.5176303386688232, 1.8761630058288574, 3.2542450428009033, 3.6353914737701416, 4.962493896484375, 5.347600221633911, 6.709640026092529, 7.092390298843384]","[-0.23476815223693848, -0.12276220321655273, 0.08277416229248047, 0.19458293914794922, 1.2828621864318848, 1.372483491897583, 1.641394853591919, 1.708245038986206, 3.019476890563965, 3.128726005554199, 3.400623321533203, 3.488894462585449, 4.7277257442474365, 4.841852903366089, 5.112832069396973, 5.2243897914886475, 6.474871873855591, 6.560556888580322, 6.857622146606445, 6.971118688583374]","[-0.12690212991502547, -0.13324530919392896, -0.08591177728441046, 0.04474870363871286, -0.06329801347520636, -0.006230910619099639, -0.05933811929490851, 0.028706471125285127, -0.06169417169359015]","[-28.55297923088073, -9.993398189544672, -19.330149888992345, 3.3561527729034655, -14.242053031921426, -0.467318296432473, -13.35107684135441, 2.152985334396385, -13.881188631057778]"
8,5,3,5,135,0.128502051,18.74198047,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.23498129844665527, 1.562002420425415, 1.8896312713623047, 2.9592859745025635, 3.3604745864868164, 4.5612475872039795, 4.96085262298584, 6.027796983718872, 6.3360960483551025, 7.5924975872039795, 7.919810771942139]","[0.28537654876708984, 0.3673555850982666, 0.5203578472137451, 0.6393537521362305, 1.8473789691925049, 1.945990800857544, 2.1750078201293945, 2.2626278400421143, 3.2446625232696533, 3.3750078678131104, 3.6458511352539062, 3.7591676712036133, 4.846624135971069, 4.959161758422852, 5.24622917175293, 5.391523122787476, 6.313173532485962, 6.461951971054077, 6.621472597122192, 6.7320332527160645, 7.877874135971069, 8.01305365562439, 8.205187320709229, 8.334519624710083, 9.211637258529663, 9.327174663543701, 9.594600439071655, 9.695351123809814]","[-0.20946314599778915, -0.006312211354573494, -0.116815593507555, -0.26367863019307425, -0.04325583246019171, -0.13256033261616995, -0.04483940866258429, -0.2663889726003008, -0.13614537980821417, -0.07693179448445697, -0.11713125970628546]","[-47.129207849502556, -0.473415851593012, -26.28350853919986, -19.775897264480573, -9.732562303543132, -9.942024946212749, -10.088866949081462, -19.979172945022565, -30.632710456848177, -5.76988458633427, -26.354533433914217]"
9,5,4,5,135,0.163654946,27.59783539,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.23843121528625488, 1.4561946392059326, 1.7821574211120605, 2.8161864280700684, 3.353635787963867, 4.702969551086426, 5.069125652313232, 6.431384563446045, 6.703134536743164, 7.819802761077881, 8.71950364112854]","[0.2498636245727539, 0.34383630752563477, 0.4882948398590088, 0.5899207592010498, 1.7060582637786865, 1.815958023071289, 2.0320210456848145, 2.083005666732788, 3.0660500526428223, 3.235738515853882, 3.603499412536621, 3.736395835876465, 4.95283317565918, 5.0993332862854, 5.318989276885986, 5.416409730911255, 6.681248188018799, 6.785959005355835, 6.952998161315918, 7.082239627838135, 8.069666385650635, 8.199149370193481, 8.969367265701294, 9.048881530761719, 9.800356388092041, 9.846642255783081, 9.907851696014404, 9.94628620147705, 10.133161306381226, 10.216245412826538]","[-0.20601322915818954, -0.11556990941365552, -0.11848166253831671, -0.2993043263753252, 0.09300491544935419, 0.016000429789225556, -0.078288343217638, 0.028925577799479463, -0.1726944711473255, -0.21666510899861713, 0.45525643560621454]","[-46.352976560592644, -8.667743206024165, -26.658374071121248, -22.447824478149396, 20.926105976104683, 1.2000322341919172, -17.61487722396854, 2.16941833496096, -38.85625600814822, -16.249883174896276, 102.43269801139823]"
10,5,2,5,135,0.144066204,24.97191429,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.2684047222137451, 1.7228856086730957, 1.97786545753479, 3.4529130458831787, 3.706003189086914, 5.207351207733154, 5.540578603744507, 6.971845865249634, 7.189380168914795, 8.539721727371216, 8.840242385864258]","[0.2110285758972168, 0.3288230895996094, 0.4794332981109619, 0.5913305282592773, 1.9339141845703125, 2.0472686290740967, 2.188894033432007, 2.3018734455108643, 3.6639416217803955, 3.7591075897216797, 3.917031764984131, 4.0308144092559814, 5.418379783630371, 5.5333075523376465, 5.751607179641724, 5.850477933883667, 7.182874441146851, 7.24772572517395, 7.400408744812012, 7.485976219177246, 8.750750303268433, 8.863813400268555, 9.051270961761475, 9.100400447845459]","[-0.1760397222306993, 0.12114755312601733, -0.1894645955827503, 0.14171425501505563, -0.1913543012407093, 0.1680146853129072, -0.1112170484330921, 0.09793392817179392, -0.2269101407792835, 0.017008225123086973, -0.14392378595140265]","[-39.60893750190734, 9.0860664844513, -42.6295340061188, 10.628569126129175, -43.054717779159574, 12.601101398468042, -25.02383589744571, 7.3450446128845455, -51.054781675338766, 1.2756168842315225, -32.38285183906558]"
