trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,0,0,5,135,0.047488466,7.608595065,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778]","[0.0, 0.4059631824493408, 1.805950403213501, 2.194026470184326, 3.603407144546509, 4.0221662521362305, 5.356359481811523, 5.732480764389038]","[0.6132194995880127, 0.7694175243377686, 1.0191826820373535, 1.0990452766418457, 2.4191699028015137, 2.518235683441162, 2.807245969772339, 2.9187049865722656, 4.2166266441345215, 4.29928183555603, 4.635385751724243, 4.7153472900390625, 5.969578981399536, 6.052052736282349, 6.345700263977051, 6.436241865158081]","[-0.0384812619951036, 0.0666538874308269, -0.056368377473619447, 0.07604734102884958, -0.025685336854722962, 0.0008598963419599315, -0.06832316186693]","[-8.65828394889831, 4.999041557312017, -12.68288493156437, 5.70355057716372, -5.779200792312664, 0.06449222564699487, -15.372711420059243]"
2,3,1,5,135,0.05742,6.87242,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 1.3574838638305664, 1.7828233242034912, 3.1077184677124023, 3.556183099746704, 4.738721132278442, 5.127417802810669, 6.439060688018799, 6.852519750595093, 8.11922812461853, 8.502485036849976, 9.991454839706421]","[-0.7127940654754639, -0.616030216217041, 0.6446897983551025, 0.7758703231811523, 1.0700292587280273, 1.1601929664611816, 2.3949244022369385, 2.5264692306518555, 2.8433890342712402, 2.940037965774536, 4.0259270668029785, 4.156323194503784, 4.414623737335205, 4.526390790939331, 5.726266622543335, 5.83729887008667, 6.139725685119629, 6.239595174789429, 7.406434059143066, 7.535521507263184, 7.789690971374512, 7.903439998626709, 9.278660774230957, 9.389892578125, 9.659809350967407, 9.773541688919067]","[-0.019104984071519615, -0.008438189824422127, 0.004020187589857116, -0.15079530080159476, -0.05574777391221808, -0.021690448125203154, -0.030985381868150697, -0.06662495930989554, -0.06118753221299933, 0.1556364695231114]","[-4.298621416091914, -0.6328642368316595, 0.9045422077178508, -11.30964756011961, -12.543249130249063, -1.626783609390237, -6.971710920333904, -4.996871948242167, -13.767194747924844, 11.672735214233349]"
3,3,3,5,135,0.058759075,8.192293752,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.408322811126709, 1.7201523780822754, 2.106947183609009, 3.404871940612793, 3.770573854446411, 5.113150596618652, 5.505218029022217, 6.604273080825806, 7.004040956497192, 8.269051790237427, 8.705470323562622]","[0.7529668807983398, 0.8709144592285156, 1.1612896919250488, 1.2565388679504395, 2.4731192588806152, 2.571425199508667, 2.8599140644073486, 2.9564449787139893, 4.157838821411133, 4.249172925949097, 4.523540735244751, 4.621474504470825, 5.866117477416992, 5.97366738319397, 6.258184909820557, 6.356070280075073, 7.3572399616241455, 7.483244180679321, 7.757007837295532, 7.851407289505005, 9.022018671035767, 9.106727600097656, 9.458437204360962, 9.540133953094482, 10.44115686416626, 10.524954319000244, 10.80720591545105, 10.875282526016235]","[-0.036121633317735435, -0.021503766377766853, -0.05764963891771124, -0.03540857632954886, -0.07874253061082648, 0.009243408838908174, -0.05237701204088019, -0.23427828152974417, -0.04467656877305792, -0.06832249959309955, -0.00802591111924933]","[-8.127367496490473, -1.612782478332514, -12.971168756485024, -2.655643224716165, -17.71706938743595, 0.6932556629181132, -11.784827709198037, -17.570871114730817, -10.05222797393803, -5.1241874694824645, -1.8058300018310984]"
4,3,2,5,135,0.080408067,10.21146232,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.38362550735473633, 1.7775726318359375, 2.1709163188934326, 3.446056365966797, 3.8441832065582275, 5.093486785888672, 5.5106542110443115, 6.710912704467773, 7.094165802001953, 8.185518264770508, 8.570072174072266]","[0.9416499137878418, 1.0477302074432373, 1.3252754211425781, 1.4331190586090088, 2.7192225456237793, 2.8199031352996826, 3.1125662326812744, 3.2359673976898193, 4.387706279754639, 4.503597974777222, 4.785833120346069, 4.9043004512786865, 6.035136699676514, 6.1677305698394775, 6.452304124832153, 6.567327499389648, 7.652562618255615, 7.797860860824585, 8.035815715789795, 8.13597059249878, 9.12716817855835, 9.218592166900635, 9.511722087860107, 9.61942720413208]","[-0.06081893708970809, 0.06061379114786791, -0.051100757386949525, -0.05819328625996878, -0.04631760385301398, -0.0840297540028887, -0.027277019288804993, -0.13307483990987112, -0.061191346910264954, -0.24198087056477924, -0.05989053514268683]","[-13.68426084518432, 4.546034336090093, -11.497670412063638, -4.364496469497659, -10.421460866928141, -6.302231550216654, -6.137329339981121, -9.980612993240337, -13.76805305480961, -18.148565292358434, -13.475370407104531]"
5,3,4,5,135,0.091542807,13.34530874,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.3479595184326172, 1.6759684085845947, 2.0258803367614746, 3.145376443862915, 3.56833553314209, 5.005679607391357, 5.3086419105529785, 6.719000577926636, 7.103064060211182, 8.304794788360596, 8.688434600830078]","[0.6544559001922607, 0.7948951721191406, 1.002415418624878, 1.1026208400726318, 2.3304243087768555, 2.46036434173584, 2.6803362369537354, 2.8289577960968018, 3.799832344055176, 3.913431406021118, 4.222791433334351, 4.31387734413147, 5.660135507583618, 5.773812532424927, 5.963097810745239, 6.076446294784546, 7.3734564781188965, 7.501322984695435, 7.757519960403442, 7.846538782119751, 8.959250688552856, 9.079800128936768, 9.342890501022339, 9.416699171066284]","[-0.09648492601182723, -0.00532444318135572, -0.09453251626756476, -0.2138372262318926, -0.021485355165269837, 0.10401074091593454, -0.14148214128282355, 0.07702533404032419, -0.06038096215989874, -0.13160260518391986, -0.06080463197496222]","[-21.709108352661126, -0.399333238601679, -21.269816160202062, -16.03779196739195, -4.834204912185712, 7.800805568695092, -31.833481788635282, 5.776900053024316, -13.585716485977212, -9.870195388793986, -13.681042194366494]"
6,3,5,5,135,0.078455104,12.28885922,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.3425300121307373, 1.6159770488739014, 1.9484310150146484, 3.366431713104248, 3.749025583267212, 5.173548460006714, 5.665425062179565, 6.848238229751587, 7.20742130279541, 8.547817468643188, 8.931030988693237]","[0.8199632167816162, 0.9231135845184326, 1.1624932289123535, 1.2684409618377686, 2.4359402656555176, 2.5360515117645264, 2.7683942317962646, 2.8860673904418945, 4.186394929885864, 4.299569368362427, 4.568988800048828, 4.681999921798706, 5.99351167678833, 6.103518009185791, 6.485388278961182, 6.586326360702515, 7.668201446533203, 7.784613609313965, 8.027384519577026, 8.101214408874512, 9.367780685424805, 9.481448650360107, 9.750994205474854, 9.833940029144287]","[-0.10191443231370712, -0.0598862965901692, -0.11199047830369757, 0.08466736475626657, -0.061850574281480775, 0.09118954340616892, 0.04743215772840692, -0.15052016576131155, -0.0852613714006214, 0.007062832514444395, -0.061230924394395814]","[-22.9307472705841, -4.49147224426269, -25.19785761833194, 6.350052356719995, -13.916379213333169, 6.8392157554626705, 10.672235488891554, -11.28901243209837, -19.183808565139806, 0.5297124385833294, -13.776957988739053]"
7,0,0,1,115,0.09596,13.28668,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391]","[0.0, 1.5984981060028076, 2.031342029571533, 3.6949706077575684, 4.126323938369751, 5.7928972244262695, 6.213897228240967]","[0.10934782028198242, 0.20055007934570312, 1.70784592628479, 1.852417230606079, 2.1406898498535156, 2.268282890319824, 3.804318428039551, 3.8853635787963867, 4.235671758651733, 4.349597454071045, 5.902245044708252, 5.971390724182129, 6.323245048522949, 6.439432621002197]","[-0.08889520686605701, 0.09841118688168748, -0.09038579982260009, 0.10135589475217088, -0.100739126620085]","[-17.038247982660927, 6.287381384107812, -17.323944965998347, 6.475515498055362, -19.308332602182972]"
8,2,5,1,115,0.249302801,25.04069106,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.2358415126800537, 0.5401384830474854, 0.9573590755462646, 2.523926019668579, 2.940062999725342, 4.5983195304870605, 5.01301383972168, 6.331688165664673, 6.814617395401001]","[-0.22046399116516113, -0.10827898979187012, 0.015377521514892578, 0.10528874397277832, 0.3196744918823242, 0.45889949798583984, 0.7368950843811035, 0.843146800994873, 2.303462028503418, 2.4270801544189453, 2.7195990085601807, 2.827545166015625, 4.377855539321899, 4.493476390838623, 4.7925498485565186, 4.894312620162964, 6.111224174499512, 6.223693132400513, 6.590004205703735, 6.673277854919434, 8.110595464706421, 8.20632791519165, 8.51025915145874, 8.611007452011108, 9.709920644760132, 9.822826623916626, 10.127331018447876, 10.239789485931396]","[-0.2858976177547289, -1.260920420936916, -0.10451853793600341, 0.0013495528179667815, -0.10560215037801957, 0.09303913945737108, -0.10704482120016312, -0.24654306536135362, -0.038809900698455024]","[-54.79704340298971, -80.55880467096964, -20.032719771067317, 0.0862214300367666, -20.240412155787098, 5.94416724310982, -20.516924063364613, -15.751362509197604, -7.438564300537205]"
9,2,4,1,115,0.08022,8.00822,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.46520519256591797, 0.945343017578125, 2.4160878658294678, 2.847472906112671, 4.242823362350464, 4.767988920211792, 6.414798021316528, 6.863876819610596, 8.397546291351318]","[-0.171616792678833, -0.14055252075195312, 0.29358839988708496, 0.4067962169647217, 0.773726224899292, 0.8850138187408447, 2.2444710731506348, 2.357822895050049, 2.675856113433838, 2.789264440536499, 4.071206569671631, 4.177448749542236, 4.596372127532959, 4.694398403167725, 6.243181228637695, 6.355998516082764, 6.692260026931763, 6.805983781814575, 8.225929498672485, 8.357491970062256, 8.70911192893982, 8.853449821472168, 10.125428199768066, 10.225547313690186, 10.61086368560791, 10.708613872528076]","[-0.04160130542257556, -0.0944725430530049, -0.09035409015157958, -0.1698669350665547, 0.003426427426545864, 0.08159170980038866]","[-7.973583539326983, -6.035745806164202, -17.317867279052752, -10.852609740363219, 0.6567319234212909, 5.212803681691498]"
10,2,3,1,115,0.109027906,15.37745632,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.43938398361206055, 1.9507060050964355, 2.351006031036377, 4.045852899551392, 4.829966306686401, 6.285599708557129, 6.71910285949707, 8.188660144805908, 8.7484769821167]","[0.3606235980987549, 0.501091480255127, 0.8000075817108154, 0.932044506072998, 2.3113296031951904, 2.4171433448791504, 2.711629629135132, 2.817166566848755, 4.4064764976501465, 4.533865928649902, 5.190589904785156, 5.300961494445801, 6.646223306655884, 6.717588424682617, 7.079726457595825, 7.1830058097839355, 8.549283742904663, 8.663710594177246, 9.109100580215454, 9.200281620025635]","[-0.08235514682272205, -0.05389536981997267, -0.1214391044948413, 0.12962947721066698, 0.2623742767002275, -0.10958398943362013, -0.08823597949484085, -0.09566010599550889, 0.038077706876007866]","[-15.78473647435506, -3.44331529405381, -23.275828361511245, 8.281883266237058, 50.288403034210305, -7.001199324925731, -16.91189606984451, -6.111617883046406, 7.298227151234833]"
