trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,0,0,3,125,0.074182014,7.279072426,"[0.0, 0.48, 1.92, 2.4]","[0.0, 0.49410462379455566, 1.7575135231018066, 2.2056632041931152]","[-0.23523330688476562, -0.08795833587646484, 0.25887131690979004, 0.3610212802886963, 1.522280216217041, 1.625673770904541, 1.9704298973083496, 2.0758094787597656]","[0.014104623794555682, -0.17659110069274897, -0.03185031890869139]","[2.9384632905324337, -12.263270881440901, -6.635483105977373]"
2,3,4,3,125,0.124454531,13.41329085,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.4051787853240967, 2.105522394180298, 2.6032583713531494, 4.419531583786011, 4.836682558059692, 6.43579888343811, 6.892055034637451, 8.316833257675171, 8.666847467422485]","[1.2551839351654053, 1.3768939971923828, 1.660362720489502, 1.7587966918945312, 3.360706329345703, 3.4427244663238525, 3.8584423065185547, 3.9726979732513428, 5.674715518951416, 5.7742531299591064, 6.091866493225098, 6.176464319229126, 7.690982818603516, 7.792433023452759, 8.147238969802856, 8.255554437637329, 9.572017192840576, 9.676740646362305, 9.92203140258789, 10.019542455673218]","[-0.0748212146759033, 0.2603436088562012, 0.01773597717285158, 0.3762732124328614, -0.06284902572631879, 0.15911632537841847, -0.023743848800659606, -0.015221776962279776, -0.12998579025268597]","[-15.587753057479855, 18.07941728168064, 3.694995244344079, 26.13008419672649, -13.093547026316402, 11.049744817945731, -4.94663516680408, -1.0570678446027626, -27.08037296930955]"
3,3,5,3,125,0.094136283,11.53334492,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.43052220344543457, 1.9057667255401611, 2.3552236557006836, 3.6797842979431152, 4.113517999649048, 5.441398620605469, 5.809269905090332, 7.171443700790405, 7.530140161514282, 8.729126214981079]","[0.7102811336517334, 0.8433065414428711, 1.140803337097168, 1.2732281684875488, 2.6160478591918945, 2.7232282161712646, 3.065504789352417, 3.1398184299468994, 4.390065431594849, 4.486318349838257, 4.823799133300781, 4.90300726890564, 6.151679754257202, 6.266071319580078, 6.519551038742065, 6.634368181228638, 7.881724834442139, 8.006056070327759, 8.240421295166016, 8.323323488235474, 9.439407348632812, 9.539022207260132, 9.922261476516724, 10.006774425506592]","[-0.04947779655456541, 0.035244522094726616, -0.03054306983947752, -0.1154393577575683, -0.04626629829406781, -0.1121193790435786, -0.11212871551513715, -0.07782620429992626, -0.12130353927612347, -0.24101394653320263]","[-10.307874282201128, 2.4475362565782373, -6.36313954989115, -8.0166220664978, -9.638812144597452, -7.786067989137406, -23.36014906565355, -5.404597520828214, -25.271570682525702, -16.7370796203613]"
4,3,1,3,125,0.114008928,14.22340102,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.37427783012390137, 1.8091833591461182, 2.211097478866577, 3.834505319595337, 4.148070573806763, 5.468701124191284, 5.984309196472168, 7.384369134902954, 7.79617977142334, 8.897942543029785]","[0.23233580589294434, 0.346651554107666, 0.6066136360168457, 0.7305502891540527, 2.0415191650390625, 2.151047706604004, 2.4434332847595215, 2.5504698753356934, 4.066841125488281, 4.151857852935791, 4.380406379699707, 4.451346397399902, 5.7010369300842285, 5.7845377922058105, 6.216645002365112, 6.296783208847046, 7.616704940795898, 7.750106573104858, 8.028515577316284, 8.107272624969482, 9.13027834892273, 9.275391101837158, 9.610791683197021, 9.683129072189331]","[-0.10572216987609862, -0.00509447097778315, -0.078085880279541, 0.18340784072875982, -0.16643474578857465, -0.11936944961547802, 0.03560807228088336, -0.03994006156921337, -0.06818936347961468, -0.3382372283935542]","[-22.025452057520546, -0.35378270679049656, -16.267891724904377, 12.736655606163877, -34.673905372619686, -8.289545112185976, 7.418348391850695, -2.7736153867509294, -14.206117391586378, -23.48869641621905]"
5,3,2,3,125,0.09678261,11.53201209,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.3677809238433838, 1.7389566898345947, 2.185511827468872, 3.514997720718384, 3.921870231628418, 5.371724367141724, 5.769078254699707, 7.1393537521362305, 7.574399471282959, 8.65188217163086]","[0.37338805198669434, 0.5267212390899658, 0.7411689758300781, 0.8639390468597412, 2.112344741821289, 2.2255542278289795, 2.5588998794555664, 2.6570820808410645, 3.888385772705078, 3.979891538619995, 4.295258283615112, 4.396677732467651, 5.745112419128418, 5.857419013977051, 6.142466306686401, 6.24017596244812, 7.512741804122925, 7.611639738082886, 7.947787523269653, 8.031501054763794, 9.025270223617554, 9.145955801010132, 9.489571571350098, 9.595478296279907]","[-0.1122190761566162, -0.06882423400878901, -0.03344486236572264, -0.11051410675048823, -0.07312748908996625, 0.009854135513306161, -0.08264611244201703, -0.06972450256347607, -0.04495428085327191, -0.3625172996520991]","[-23.37897419929504, -4.779460695054792, -6.967679659525549, -7.674590746561682, -15.23489356040962, 0.684314966201817, -17.217940092086863, -4.841979344685839, -9.365475177764973, -25.174812475840223]"
6,3,3,3,125,0.07398158,9.901648694,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16, 9.6]","[0.0, 0.4285469055175781, 1.8414347171783447, 2.291079044342041, 3.84144926071167, 4.211115598678589, 5.757544994354248, 6.209807872772217, 7.645766735076904, 8.002635478973389, 9.29378342628479]","[0.3298819065093994, 0.47498464584350586, 0.7584288120269775, 0.8762929439544678, 2.171316623687744, 2.3074638843536377, 2.6209609508514404, 2.724888563156128, 4.171331167221069, 4.290820598602295, 4.540997505187988, 4.637464284896851, 6.0874269008636475, 6.222281217575073, 6.539689779281616, 6.604573488235474, 7.975648641586304, 8.093076467514038, 8.332517385482788, 8.442131996154785, 9.62366533279419, 9.724960803985596, 10.058063983917236, 10.137234210968018]","[-0.05145309448242186, -0.027112188339233345, -0.030355672836303693, 0.11037021636962896, -0.11033366203308148, 0.10642939567565968, -0.027737121582031676, -0.004041137695312003, -0.12313125610351605, -0.14885205268859814]","[-10.719394683837887, -1.8827908568912046, -6.324098507563269, 7.664598359002012, -22.98617959022529, 7.390930255254147, -5.778566996256594, -0.2806345621744447, -25.65234502156582, -10.336948103374874]"
7,0,0,1,115,0.100150844,8.556829485,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.4837191104888916, 1.7009809017181396, 2.183319091796875, 3.593414068222046, 4.057081937789917, 5.5487284660339355, 6.084357023239136, 7.4768853187561035, 8.001262426376343]","[3.7381837368011475, 3.8895509243011475, 4.221902847290039, 4.355369806289673, 5.439164638519287, 5.571025371551514, 5.9215028285980225, 6.067998886108398, 7.331597805023193, 7.454761981964111, 7.7952656745910645, 7.921416997909546, 9.286912202835083, 9.408802032470703, 9.822540760040283, 9.938991069793701, 11.215069055557251, 11.34282922744751, 11.73944616317749, 11.83915662765503]","[-0.03802001994589099, -0.3479556000750996, -0.039400940356047354, -0.15512241487917677, -0.05807126086691117, -0.07357086306032912, 0.013889426770417934, -0.172689095787379, 0.0026379771854561085]","[-7.287170489629107, -22.2304966714647, -7.5518469015757415, -9.91059872839185, -11.130324999491314, -4.700360695521027, 2.6621401309967725, -11.032914453082556, 0.5056122938790869]"
8,2,3,1,115,0.107521107,11.70239088,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.4307107925415039, 1.8837215900421143, 2.3866629600524902, 3.852954387664795, 4.282843112945557, 5.566231966018677, 6.037205696105957, 7.468104600906372, 7.901875257492065]","[1.444627285003662, 1.592329740524292, 1.875338077545166, 1.980665683746338, 3.3283488750457764, 3.457613229751587, 3.8312902450561523, 3.9481139183044434, 5.297581672668457, 5.4108803272247314, 5.727470397949219, 5.810834169387817, 7.010859251022339, 7.131876468658447, 7.481832981109619, 7.5811192989349365, 8.912731885910034, 9.027565240859985, 9.346502542495728, 9.46073603630066]","[-0.09102833789327869, -0.11220659380373732, -0.01879776042440673, -0.09892596369204298, -0.09185040515402054, -0.28182853823122755, -0.05076540034750199, -0.13431848650393174, -0.08796847384908979]","[-17.44709809621175, -7.168754604127662, -3.6029040813446227, -6.320269902547191, -17.604660987853947, -18.005712164772874, -9.730035066604554, -8.581458859973424, -16.86062415440886]"
9,2,2,1,115,0.083282724,9.339596754,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.5146734714508057, 1.9927177429199219, 2.4465878009796143, 4.07977557182312, 4.502018451690674, 6.055412530899048, 6.647820234298706, 8.512555122375488, 8.996333599090576]","[0.2804408073425293, 0.4114954471588135, 0.795114278793335, 0.9091887474060059, 2.273158550262451, 2.343200206756592, 2.7270286083221436, 2.8595240116119385, 4.360216379165649, 4.476246356964111, 4.782459259033203, 4.877020359039307, 6.335853338241577, 6.45815634727478, 6.928261041641235, 7.022735357284546, 8.792995929718018, 8.909818410873413, 9.276774406433105, 9.392293930053711]","[-0.00706565898397693, -0.08717311983523146, -0.06786907237509032, 0.06797037953915819, -0.09949625056722855, -0.011823312095973648, 0.07066857296487594, 0.29951749677243544, -0.03796065371969526]","[-1.3542513052622451, -5.569393767250899, -13.008238871892308, 4.342552026112885, -19.07011469205215, -0.7553782727983165, 13.544809818267897, 19.13584007157228, -7.275791962941584]"
10,2,5,1,115,0.075342859,8.916975171,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.48647284507751465, 1.9247276782989502, 2.4387974739074707, 3.956122875213623, 4.357853412628174, 5.793034315109253, 6.373190641403198, 8.02258038520813, 8.476658582687378]","[0.6715290546417236, 0.7972292900085449, 1.1580018997192383, 1.2489664554595947, 2.596256732940674, 2.692617654800415, 3.1103265285491943, 3.1807684898376465, 4.627651929855347, 4.725053548812866, 5.0293824672698975, 5.125513315200806, 6.464563369750977, 6.597101211547852, 7.044719696044922, 7.1262407302856445, 8.694109439849854, 8.81485629081726, 9.148187637329102, 9.248152256011963]","[-0.035266285357267946, -0.12696255808291212, -0.007669334826262197, -0.04789198999819533, -0.12000859302023148, -0.13003648882326857, 0.05841719585916305, 0.08417235250058486, -0.0676609329555351]","[-6.759371360143023, -8.111496766408276, -1.469955841700254, -3.0597660276624796, -23.001646995544384, -8.307886785931048, 11.196629206339592, 5.377678076426258, -12.968345483144214]"
