trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,0,0,2,120,0.149647815,15.73160944,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5]","[0.0, 0.422396183013916, 2.0382156372070312, 2.446632146835327, 4.292936563491821, 4.709784984588623, 6.493053674697876, 6.943250417709351]","[-0.5187802314758301, -0.270493745803833, -0.09638404846191406, 1.3205888271331787, 1.5194354057312012, 1.7912850379943848, 1.927851915359497, 3.6080565452575684, 3.774156332015991, 4.0612781047821045, 4.191004753112793, 5.820265531539917, 5.974273443222046, 6.28994607925415, 6.4244701862335205]","[-0.07760381698608398, 0.11581945419311523, -0.0915834903717041, 0.34630441665649414, -0.08315157890319824, 0.28326869010925293, -0.04980325698852539]","[-15.520763397216797, 7.721296946207683, -18.31669807434082, 23.086961110432945, -16.63031578063965, 18.88457934061686, -9.960651397705078]"
2,3,5,2,120,0.202803421,19.55247561,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.4371378421783447, 1.643071174621582, 2.0691752433776855, 3.5087203979492188, 3.8102080821990967, 5.172342538833618, 5.572251558303833, 6.355755090713501, 6.838697910308838, 7.971965789794922]","[0.8825328350067139, 1.0864050388336182, 1.3196706771850586, 1.4922518730163574, 2.525604009628296, 2.679682970046997, 2.9517080783843994, 3.1092350482940674, 4.391253232955933, 4.517137765884399, 4.6927409172058105, 4.823684930801392, 6.054875373840332, 6.208733797073364, 6.454784393310547, 6.557713031768799, 7.238287925720215, 7.375820636749268, 7.721230745315552, 7.824396371841431, 8.854498624801636, 8.982493162155151, 9.140955448150635, 9.271231412887573, 10.262048482894897, 10.391056776046753, 10.538018465042114]","[-0.06286215782165527, -0.2940666675567627, -0.07389593124389648, -0.0604548454284668, -0.19851231575012207, -0.13786554336547852, -0.10009098052978516, -0.716496467590332, -0.017057180404663086, -0.366732120513916]","[-12.572431564331055, -19.60444450378418, -14.779186248779297, -4.030323028564453, -39.702463150024414, -9.191036224365234, -20.01819610595703, -47.7664311726888, -3.411436080932617, -24.44880803426107]"
3,3,3,2,120,0.315705156,35.45467695,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.3923497200012207, 1.1564581394195557, 1.8856470584869385, 2.72245192527771, 3.5731191635131836, 5.09990119934082, 5.368897914886475, 6.58511209487915, 6.923046827316284, 8.056224822998047]","[0.35533905029296875, 0.5604734420776367, 0.7476887702941895, 0.8944098949432373, 1.5117971897125244, 1.6938698291778564, 2.2409861087799072, 2.4111428260803223, 3.0777909755706787, 3.229353427886963, 3.9284582138061523, 4.061505079269409, 5.455240249633789, 5.5450193881988525, 5.724236965179443, 5.828294038772583, 6.940451145172119, 7.087244749069214, 7.278385877609253, 7.427941560745239, 8.411563873291016, 8.557429790496826, 8.76201319694519, 8.877657175064087, 9.340492248535156, 9.462035894393921, 9.927670955657959, 10.107697486877441]","[-0.1076502799987793, -0.735891580581665, 0.2291889190673828, -0.6631951332092285, 0.35066723823547363, 0.02678203582763672, -0.2310032844543457, -0.2837858200073242, -0.1620652675628662, -0.3668220043182373]","[-21.53005599975586, -49.059438705444336, 45.83778381347656, -44.213008880615234, 70.13344764709473, 1.7854690551757812, -46.20065689086914, -18.919054667154946, -32.41305351257324, -24.454800287882485]"
4,3,4,2,120,0.155659962,15.49555143,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.49982595443725586, 2.0345308780670166, 2.399637460708618, 3.2664401531219482, 3.7625374794006348, 5.396440267562866, 5.7162439823150635, 7.548940658569336, 7.984240531921387, 9.446009159088135]","[0.5820424556732178, 0.718358039855957, 1.0818684101104736, 1.2281267642974854, 2.6165733337402344, 2.7622313499450684, 2.981679916381836, 3.1151089668273926, 3.848482608795166, 3.9951071739196777, 4.3445799350738525, 4.476286888122559, 5.978482723236084, 6.107311725616455, 6.298286437988281, 6.427847623825073, 8.130983114242554, 8.361077547073364, 8.566282987594604, 8.697816371917725, 10.028051614761353, 10.14942193031311, 10.33179759979248, 10.444503784179688]","[-0.00017404556274414062, 0.03470492362976074, -0.13489341735839844, -0.6331973075866699, -0.0039026737213134766, 0.13390278816223145, -0.18019628524780273, 0.33269667625427246, -0.06470012664794922, -0.03823137283325195]","[-0.034809112548828125, 2.313661575317383, -26.978683471679688, -42.21315383911133, -0.7805347442626953, 8.926852544148762, -36.03925704956055, 22.1797784169515, -12.940025329589844, -2.548758188883464]"
5,3,1,2,120,0.295905262,25.815775,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0]","[0.0, 0.5445828437805176, 2.814178705215454, 3.1849069595336914, 5.067699670791626, 5.40586519241333, 7.280596971511841, 7.7509605884552, 9.725756883621216]","[0.6836507320404053, 0.8765904903411865, 1.2282335758209229, 1.4180755615234375, 3.4978294372558594, 3.629216432571411, 3.8685576915740967, 3.9943041801452637, 5.751350402832031, 5.931260347366333, 6.089515924453735, 6.236079931259155, 7.964247703552246, 8.08515214920044, 8.434611320495605, 8.569315671920776, 10.409407615661621]","[0.04458284378051758, 0.7695958614349365, -0.1292717456817627, 0.38279271125793457, -0.1618344783782959, 0.37473177909851074, -0.029636383056640625, 0.4747962951660156]","[8.916568756103516, 51.3063907623291, -25.85434913635254, 25.519514083862305, -32.36689567565918, 24.982118606567383, -5.927276611328125, 31.653086344401043]"
6,3,2,2,120,0.420963314,36.88903208,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5]","[0.0, 0.466564416885376, 2.9322879314422607, 3.2826573848724365, 6.118533372879028, 6.531259298324585, 8.757421493530273, 9.06450366973877, 10.399270296096802, 10.76685357093811]","[-0.15537333488464355, 0.044973134994506836, 0.3111910820007324, 0.5024402141571045, 2.776914596557617, 2.8909666538238525, 3.127284049987793, 3.274049758911133, 5.963160037994385, 6.090556621551514, 6.375885963439941, 6.506954669952393, 8.60204815864563, 8.726484537124634, 8.909130334854126, 9.037139654159546, 10.243896961212158, 10.393691301345825, 10.611480236053467, 10.727559089660645]","[-0.03343558311462402, 0.9657235145568848, -0.14963054656982422, 1.3358759880065918, -0.08727407455444336, 0.7261621952056885, -0.1929178237915039, -0.16523337364196777, -0.1324167251586914]","[-6.687116622924805, 64.38156763712564, -29.926109313964844, 89.05839920043945, -17.454814910888672, 48.41081301371257, -38.58356475830078, -11.015558242797852, -26.48334503173828]"
7,0,0,4,130,0.099142344,12.99236899,"[0.0, 0.46153846153846156, 1.8461538461538463, 2.307692307692308, 3.6923076923076925, 4.153846153846154, 5.538461538461538, 6.0]","[0.0, 0.3640749454498291, 1.855398416519165, 2.205366849899292, 3.663490056991577, 4.095889091491699, 5.711652994155884, 6.128732442855835]","[0.34689784049987793, 0.5384202003479004, 0.710972785949707, 0.8783931732177734, 2.202296257019043, 2.362441062927246, 2.55226469039917, 2.776373863220215, 4.010387897491455, 4.138751983642578, 4.442786931991577, 4.591907978057861, 6.058550834655762, 6.233394145965576, 6.475630283355713, 6.617541790008545]","[-0.09746351608863246, 0.10670808645395136, -0.11157002815833472, 0.07350782247690058, -0.029139427038339605, 0.23114851804880043, -0.0444590128385105]","[-21.117095152537033, 7.706695132785375, -24.173506100972517, 5.308898289998375, -6.313542524973579, 16.694059636857812, -9.632786115010607]"
8,5,2,4,130,0.320072694,34.82189516,"[0.0, 0.46153846153846156, 1.8461538461538463, 2.307692307692308, 3.6923076923076925, 4.153846153846154, 5.538461538461538, 6.0, 7.384615384615385, 7.846153846153847, 9.230769230769232, 9.692307692307693]","[0.0, 0.35590457916259766, 1.7123737335205078, 2.0321710109710693, 2.945554494857788, 3.2956528663635254, 4.2080066204071045, 4.977037191390991, 5.949869871139526, 6.334312200546265, 8.96488332748413, 9.278403759002686]","[0.6933989524841309, 0.9078187942504883, 1.0493035316467285, 1.2950201034545898, 2.4057726860046387, 2.5430734157562256, 2.7255699634552, 2.9348936080932617, 3.638953447341919, 3.7927091121673584, 3.9890518188476562, 4.159991502761841, 4.901405572891235, 5.058806419372559, 5.670436143875122, 5.84321665763855, 6.643268823623657, 6.821839332580566, 7.0277111530303955, 7.188602685928345, 9.658282279968262, 9.841584920883179, 9.971802711486816, 10.143345832824707]","[-0.10563388237586391, -0.028146230257474425, -0.14174118408790015, -0.47123190072866583, -0.11144009003272437, -0.47226163057180504, 0.30749210944542504, -0.41178270486684987, -0.0770961321317234, 1.2459557423224812, -0.148018030019907]","[-22.88734118143718, -2.032783296373153, -30.71058988571169, -34.03341505262586, -24.145352840423605, -34.10778443018593, 66.62329037984208, -29.73986201816137, -16.7041619618734, 89.98569250106806, -32.07057317097984]"
9,5,1,4,130,0.208194869,18.89292679,"[0.0, 0.46153846153846156, 1.8461538461538463, 2.307692307692308, 3.6923076923076925, 4.153846153846154, 5.538461538461538, 6.0, 7.384615384615385, 7.846153846153847]","[0.0, 0.45005321502685547, 1.7372746467590332, 2.253159523010254, 4.056244850158691, 4.433472394943237, 6.187234163284302, 6.58580207824707, 8.718863248825073, 9.153217077255249]","[0.8184757232666016, 0.958763599395752, 1.268528938293457, 1.4045233726501465, 2.5557503700256348, 2.7070813179016113, 3.0716352462768555, 3.202298402786255, 4.874720573425293, 5.03774356842041, 5.251948118209839, 5.406889915466309, 7.005709886550903, 7.1723997592926025, 7.404277801513672, 7.556406021118164, 9.537338972091675, 9.705770492553711, 9.97169280052185, 10.113268375396729]","[-0.011485246511606095, -0.09739395288320685, 0.05434641471275903, 0.4184699425330529, -0.08431091675391578, 0.3691463837256803, -0.06297054657569312, 0.7484457859626179, -0.027184633108285894]","[-2.4884700775146538, -7.034007708231606, 11.775056521097786, 30.22282918294271, -18.267365296681746, 26.660572157965813, -13.643618424733505, 54.054417875077945, -5.890003840128609]"
10,5,5,4,130,0.170935994,18.1271264,"[0.0, 0.46153846153846156, 1.8461538461538463, 2.307692307692308, 3.6923076923076925, 4.153846153846154, 5.538461538461538, 6.0, 7.384615384615385, 7.846153846153847, 9.230769230769232, 9.692307692307693]","[0.0, 0.4378182888031006, 1.7013053894042969, 2.0060744285583496, 3.304063320159912, 3.7013416290283203, 4.704286813735962, 5.18926215171814, 5.8552467823028564, 6.339218854904175, 7.855772018432617, 8.167628288269043]","[0.620086669921875, 0.7610056400299072, 1.0579049587249756, 1.221372127532959, 2.321392059326172, 2.424440860748291, 2.6261610984802246, 2.754493236541748, 3.924149990081787, 4.0931336879730225, 4.321428298950195, 4.459219694137573, 5.324373483657837, 5.492115259170532, 5.809348821640015, 5.954565763473511, 6.4753334522247314, 6.659180164337158, 6.95930552482605, 7.090802907943726, 8.475858688354492, 8.623106479644775, 8.787714958190918, 8.940732955932617, 9.707173824310303, 9.87319040298462, 9.98422384262085, 10.14034628868103]","[-0.023720172735360978, -0.12112828401418829, -0.15676942238440894, -0.08662649301382208, -0.06426015267005347, -0.38167019990774254, 0.02343687644371606, -0.7186307540306682, 0.022433611062856684, 0.13193777891305736, -0.1496821917020359]","[-5.139370759328211, -8.748153845469155, -33.966708183288596, -6.256357828776039, -13.923033078511581, -27.565069993336973, 5.077989896138478, -51.901110013326026, 4.8606157302856134, 9.528839588165251, -32.4311415354411]"
