trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,0,0,1,115,0.042012257,5.83840925,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.4846811294555664, 2.0289125442504883, 2.487165689468384, 4.076524972915649, 4.557977914810181, 6.04379677772522, 6.552855014801025, 8.149484395980835, 8.602562665939331]","[-0.2633788585662842, -0.1944408416748047, 0.22130227088928223, 0.3390531539916992, 1.765533685684204, 1.8698959350585938, 2.2237868309020996, 2.356318235397339, 3.8131461143493652, 3.9198038578033447, 4.2945990562438965, 4.403359413146973, 5.7804179191589355, 5.872328519821167, 6.289476156234741, 6.418212890625, 7.886105537414551, 8.007062196731567, 8.339183807373047, 8.470051765441895]","[-0.03705800097921619, -0.020985976509425797, -0.0634859852168872, 0.024141892142917953, -0.04028618854025101, -0.07939852838930861, -0.012680893358976597, 0.03141198987546279, -0.06866086047628706]","[-7.102783521016436, -1.340770721435537, -12.168147166570044, 1.542398664686425, -7.7215194702147825, -5.072683758205828, -2.430504560470516, 2.006877130932346, -13.159998257955005]"
2,3,4,1,115,0.10752,12.46508,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.43552064895629883, 1.8721401691436768, 2.3247361183166504, 2.834613800048828, 3.846040964126587, 4.261286735534668, 5.718628644943237, 6.1518874168396, 7.487651586532593]","[0.6200592517852783, 0.7392418384552002, 1.0555799007415771, 1.138916254043579, 2.492199420928955, 2.5784361362457275, 2.9447953701019287, 3.0262463092803955, 3.4546730518341064, 3.507420301437378, 4.466100215911865, 4.557725429534912, 4.881345987319946, 4.977266550064087, 6.338687896728516, 6.447801351547241, 6.771528720855713, 6.851677894592285, 8.107710838317871, 8.179601430892944, 8.547973155975342, 8.643157482147217]","[-0.08621848147848377, -0.12859787111696974, -0.06914318126180907, -0.04391254549441115, -0.1064933590267012, -0.10787548189577834, -0.08848035853841996, -0.22945322161135362]","[-16.52520895004272, -8.215975099139735, -13.25244307518007, -2.8055237399207127, -20.411227146784412, -6.892044676674727, -16.958735386530503, -14.659511380725379]"
3,3,3,1,115,0.069128801,9.680602874,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.44582414627075195, 1.9138786792755127, 2.3968889713287354, 3.866513967514038, 4.297455310821533, 5.852052211761475, 6.280827283859253, 7.798032760620117, 8.247406005859375]","[-0.23879146575927734, -0.13605475425720215, 0.2070326805114746, 0.2805013656616211, 1.6750872135162354, 1.7733078002929688, 2.158097505569458, 2.2377829551696777, 3.6277225017547607, 3.708925247192383, 4.058663845062256, 4.158355236053467, 5.613260746002197, 5.67511510848999, 6.042035818099976, 6.123227834701538, 7.55924129486084, 7.675769329071045, 8.008614540100098, 8.093618869781494, 9.462367534637451, 9.592645645141602, 9.894363403320312, 9.99182415008545]","[-0.07591498416403064, -0.09716285829958693, -0.03872883838156005, -0.09559239511904494, -0.09079778712728714, -0.010620490364406265, -0.09296405833700394, -0.048011914543482526, -0.07236588519552534]","[-14.550371964772541, -6.207627058029166, -7.423027356465675, -6.107291910383427, -17.402909199396717, -0.678531328837067, -17.8181111812591, -3.067427873611386, -13.870127995809009]"
4,3,5,1,115,0.111239297,11.54027692,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.46679115295410156, 1.9675757884979248, 2.4337234497070312, 3.731494903564453, 4.196287155151367, 5.618206262588501, 6.083851099014282, 7.435351848602295, 7.868411540985107]","[-0.20093441009521484, -0.11747193336486816, 0.2658567428588867, 0.3365366458892822, 1.76664137840271, 1.8767623901367188, 2.2327890396118164, 2.3472557067871094, 3.5305604934692383, 3.6380889415740967, 3.9953527450561523, 4.084078788757324, 5.417271852493286, 5.515416622161865, 5.882916688919067, 5.985129356384277, 7.23441743850708, 7.334729194641113, 7.667477130889893, 7.785806655883789, 9.000827074050903, 9.141916513442993, 9.435584545135498, 9.547165870666504]","[-0.05494797748068103, -0.06443275576052443, -0.05559146922567626, -0.2674459374469258, -0.0569468788478682, -0.14329828386721388, -0.05609429400900101, -0.2137166417163341, -0.08867943805197065]","[-10.5316956837972, -4.1165371735890615, -10.655031601587948, -17.086823781331372, -10.914818445841412, -9.155168135960889, -10.751406351725201, -13.654118776321353, -16.99689229329436]"
5,3,2,1,115,0.073853032,11.27206617,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.46442246437072754, 2.0388922691345215, 2.449315309524536, 3.998227596282959, 4.398186445236206, 5.992007493972778, 6.431689500808716, 7.847997665405273, 8.28060007095337]","[0.44306468963623047, 0.5441491603851318, 0.907487154006958, 1.0099701881408691, 2.481956958770752, 2.584848165512085, 2.8923799991607666, 3.025886297225952, 4.4412922859191895, 4.559119939804077, 4.8412511348724365, 4.941339015960693, 6.435072183609009, 6.541273832321167, 6.874754190444946, 6.9638471603393555, 8.291062355041504, 8.403916358947754, 8.7236647605896, 8.835129022598267]","[-0.057316666064055055, 0.009252413459446274, -0.11131609004476806, -0.01630510454592482, -0.12178028148153519, 0.028603657432224594, -0.08205712359884476, -0.14890922670778917, -0.08913672488668745]","[-10.985694328943886, 0.5911264154646231, -21.335583925247207, -1.0417150126563082, -23.341220617294262, 1.8274558915032384, -15.727615356445257, -9.513645039664315, -17.084538936615075]"
6,3,1,1,115,0.09957373,12.04086153,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652]","[0.0, 0.49812912940979004, 2.027113676071167, 2.394439458847046, 4.088761806488037, 4.552830219268799, 6.180598974227905, 6.5824644565582275, 8.360814809799194]","[1.6282401084899902, 1.7443304061889648, 2.1263692378997803, 2.209113597869873, 3.6553537845611572, 3.7458724975585938, 4.022679567337036, 4.1328723430633545, 5.717001914978027, 5.825586557388306, 6.181070327758789, 6.290829181671143, 7.8088390827178955, 7.9409708976745605, 8.210704565048218, 8.339677572250366, 9.989054918289185, 10.085399627685547]","[-0.023610001024992555, -0.03623284464297072, -0.1544133476589038, 0.12910495633664354, -0.05767071765402054, 0.06255136365475877, -0.11987364810446, 0.21313296193662]","[-4.5252501964569065, -2.3148761855231297, -29.59589163462322, 8.248372210396672, -11.053554217020611, 3.9963371223873665, -22.975782553354847, 13.616828123728512]"
7,0,0,3,125,0.027821583,4.68934171,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.45493221282958984, 1.850597858428955, 2.2889206409454346, 3.7363200187683105, 4.169779539108276, 5.620692253112793, 6.071269750595093, 7.502194166183472, 7.946229934692383]","[-0.7154488563537598, -0.5922164916992188, -0.2605166435241699, -0.14538979530334473, 1.1351490020751953, 1.237966775894165, 1.5734717845916748, 1.6812958717346191, 3.020871162414551, 3.150635004043579, 3.4543306827545166, 3.556464672088623, 4.905243396759033, 5.022359848022461, 5.355820894241333, 5.454941034317017, 6.786745309829712, 6.888383626937866, 7.230781078338623, 7.320762395858765]","[-0.02506778717041014, -0.04433435440063471, -0.04167721748352049, 0.00739937782287603, -0.046540479660034606, 0.010912714004517099, -0.02942250251770062, -0.009075584411620596, -0.035964231491089294]","[-5.222455660502112, -3.0787746111551884, -8.682753642400103, 0.5138456821441688, -9.6959332625072, 0.7578273614247988, -6.1296880245209575, -0.6302489174736527, -7.492548227310262]"
8,5,1,3,125,0.124224426,12.21875033,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.47937488555908203, 1.8769049644470215, 2.3046281337738037, 3.9061784744262695, 4.276341438293457, 5.892665386199951, 6.330952167510986, 8.275862693786621, 8.72754979133606]","[0.41286778450012207, 0.5289366245269775, 0.8922426700592041, 0.9424257278442383, 2.2897727489471436, 2.374767541885376, 2.717495918273926, 2.8174378871917725, 4.319046258926392, 4.394421577453613, 4.689209222793579, 4.734873533248901, 6.305533170700073, 6.357260227203369, 6.743819952011108, 6.821881055831909, 8.688730478286743, 8.83369493484497, 9.140417575836182, 9.24332594871521]","[-0.000625114440917951, -0.042469921112060494, -0.052276830673217756, 0.16155034065246587, -0.10983703613281293, 0.17632394790649464, -0.04171321868896527, 0.5049105262756353, -0.02831290245056195]","[-0.1302321751912398, -2.9493000772264235, -10.891006390253699, 11.218773656421241, -22.882715861002673, 12.244718604617686, -8.690253893534424, 35.06323099136357, -5.898521343867068]"
9,5,2,3,125,0.066378516,8.960764128,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.43266725540161133, 1.8561131954193115, 2.3174736499786377, 3.8244590759277344, 4.208585739135742, 5.680344581604004, 6.0938403606414795, 7.733994483947754, 8.160390138626099]","[0.7233405113220215, 0.8136031627655029, 1.1560077667236328, 1.2354240417480469, 2.579453706741333, 2.6752960681915283, 3.040814161300659, 3.123271942138672, 4.547799587249756, 4.6388795375823975, 4.931926250457764, 5.006570816040039, 6.403685092926025, 6.509020090103149, 6.817180871963501, 6.907388210296631, 8.457334995269775, 8.574758291244507, 8.88373064994812, 8.957579851150513]","[-0.047332744598388654, -0.01655405998229975, -0.01863954544067381, 0.06698542594909673, -0.09587333679199261, 0.031758842468262216, -0.06650422096252484, 0.2001541233062749, -0.0536043453216557]","[-9.860988457997637, -1.1495874987708161, -3.883238633473711, 4.651765690909496, -19.97361183166511, 2.205475171407099, -13.855046033859331, 13.899591896269095, -11.167571942011595]"
10,5,4,3,125,0.03520048,5.747570741,"[0.0, 0.48, 1.92, 2.4, 3.84, 4.32, 5.76, 6.24, 7.68, 8.16]","[0.0, 0.43222880363464355, 1.8103013038635254, 2.2585296630859375, 3.6934714317321777, 4.124029874801636, 5.559787034988403, 6.017986536026001, 7.426451206207275, 7.843195676803589]","[1.247962474822998, 1.3253631591796875, 1.6801912784576416, 1.7594845294952393, 3.0582637786865234, 3.1557741165161133, 3.5064921379089355, 3.5871405601501465, 4.941433906555176, 5.074683427810669, 5.371992349624634, 5.475699424743652, 6.807749509811401, 6.9085211753845215, 7.265949010848999, 7.341737985610962, 8.674413681030273, 8.767858028411865, 9.091158151626587, 9.171570062637329]","[-0.04777119636535643, -0.06192749977111811, -0.03177164077758787, -0.005058231353759712, -0.04944155693054242, -0.0042428398132319245, -0.02180049896240277, -0.03153532981872509, -0.06325552940368695]","[-9.952332576115923, -4.300520817438757, -6.619091828664141, -0.35126606623331336, -10.300324360529661, -0.2946416536966615, -4.54177061716724, -2.1899534596336876, -13.17823529243477]"
