pid,autonomy,auto_grouped,tapping_err_short,tapping_err_long,tapping_err_ave
1,0.0,low,-3.115845421950007,-3.1439630107747267,-3.18027827175
1,0.2,low,4.6449032425880326,10.739345724384018,7.369105978999999
1,0.6,high,-1.3648155331611556,1.995972472208504,0.2861981662499993
1,0.8,high,4.734839664565191,10.37364582220715,7.354606907749999
2,0.6,high,-3.7855513890584103,5.660797641785079,0.1931992202499994
2,0.8,high,3.0307549238204863,8.904729866319233,5.641410454249999
2,0.0,low,4.565791587034877,4.967360446850457,4.684993782500001
2,0.2,low,-2.715158462524414,7.788607478141784,1.9531819545
3,0.0,low,-10.99500030279161,-4.228759557008758,-7.9560615735
3,0.2,low,3.969998682538654,3.346555293710141,3.735367743750001
3,0.6,high,3.3172200785742763,3.6337860204555392,3.5297078575
3,0.8,high,0.925223827362024,2.6937278360128527,1.69588298775
4,0.6,high,4.738672475020128,-5.543715217047227,0.1687223892500018
4,0.8,high,19.771200418472304,1.613499323527035,11.495707134
4,0.0,low,11.806508849064514,6.099508515110747,9.200440219
4,0.2,low,-1.94382905960083,7.182854413986207,1.978831025
5,0.0,low,6.327387690544116,24.45519197318288,14.3184173025
5,0.2,low,27.270145316918672,8.639971514542891,18.732587126
5,0.6,high,19.64897215366368,-0.2688844695135577,10.3742501025
5,0.8,high,7.212571402390827,-2.6648883880288627,2.69762132
6,0.6,high,-2.62524591551885,0.030087334690255,-1.974403495000001
6,0.8,high,6.671697696050005,5.89090912430374,6.143746271
6,0.0,low,2.802700996398926,-2.092769013510809,0.5001494980000007
6,0.2,low,3.8737266924646168,0.9708658191892898,2.556733391
7,0.0,low,5.932961934142623,6.578031910790339,6.15090959
7,0.2,low,5.868044098218253,4.696763455867737,5.1618522125
7,0.6,high,2.949652224779113,5.353044942021389,3.98260474075
7,0.8,high,7.985696792602561,0.4713375949196889,4.645981592499999
8,0.6,high,15.578169872363402,12.327969074249276,14.2855492225
8,0.8,high,15.69792603453006,12.159908355938072,14.0907620125
8,0.0,low,35.92038691043852,5.193087839417985,22.058699017500004
8,0.2,low,7.158948183059636,13.998216349217609,10.3731887885
9,0.0,low,22.34667542907924,-13.432168072020575,6.6436635200000005
9,0.2,low,13.210238615671791,-3.1842136383056667,6.548152487500001
9,0.6,high,4.60577636957168,10.656913452678282,7.2951706295
9,0.8,high,-1.43898655970892,7.198726054694925,2.056702736249999
10,0.6,high,-3.55027437210083,2.867773175239563,-1.0986603002499988
10,0.8,high,5.476580262184134,-3.1674510240554508,1.5093040774999995
10,0.0,low,2.9600262310769936,9.060071690214992,5.6441534565
10,0.2,low,8.367370764414446,3.473105720347825,6.048739165749999
11,0.0,low,10.310739080111183,20.141304946608003,14.811223887499995
11,0.2,low,9.646537899971008,26.08118705727439,16.871694044999998
11,0.6,high,4.938659171263403,25.91532882716922,14.235682562499996
11,0.8,high,4.802729189395935,17.70564772188664,10.8783964675
12,0.6,high,5.005096197128297,2.086282162754608,3.753833742750001
12,0.8,high,2.991874151759683,3.877837624814776,3.36320607875
12,0.0,low,8.727324952681869,0.5576628446579148,4.97815675475
12,0.2,low,3.9658164978027344,-6.718291309144762,-0.6923110079999999
13,0.0,low,7.729265888532012,3.343887196646788,5.72787259575
13,0.2,low,9.93423561255143,2.745184898376471,6.65542645975
13,0.6,high,10.198843479156494,7.91123628616333,8.991144542499999
13,0.8,high,4.514674743016553,4.401770275500079,4.4644949795
14,0.6,high,17.028440336386396,7.478848386693893,12.271529997500002
14,0.8,high,2.4991234640280524,6.9810897111892665,4.516248243500001
14,0.0,low,1.669531895054707,0.0287270104443682,0.8254951550000005
14,0.2,low,7.645597855250037,0.0273988478713724,4.259731631499999
15,0.0,low,29.01263535022736,26.552438139915463,27.5787406365
15,0.2,low,14.329830408096322,16.384755864187547,15.0814195075
15,0.6,high,11.543803314367914,6.961554032233021,9.126123532999998
15,0.8,high,2.153048018614455,0.1961305737495475,1.2833069300000002
16,0.6,high,12.178132931391396,-9.966367483139042,2.5428519805
16,0.8,high,-5.522928237915039,-7.01209286848704,-6.115271380500001
16,0.0,low,0.4819148778916027,2.6267515205674856,1.5485247422500006
16,0.2,low,8.377673029899588,8.008672650213612,7.9889273125
17,0.0,low,20.78931689262388,5.789099931716917,13.830844275
17,0.2,low,14.09881591796875,6.905861695607504,10.0643424725
17,0.6,high,14.70985531806949,9.067520250876774,12.225289609999995
17,0.8,high,15.280558400683931,14.682106447440596,14.779348464999998
18,0.6,high,6.471132834752398,20.82127862506443,12.848975406
18,0.8,high,7.051334381103516,18.49886410766177,12.038811426
18,0.0,low,25.16913674771784,50.049676373600974,35.91931642
18,0.2,low,9.502140904466284,23.893090668651823,15.797101184499995
19,0.0,low,15.768548647562636,10.402127918269905,12.97434011725
19,0.2,low,1.9272335370381584,0.8646022942330998,1.4549529842500002
19,0.6,high,-1.62666037678719,-0.887943506240852,-1.3367187962499996
19,0.8,high,2.6506435871124268,3.936363259951275,3.18612494975
20,0.6,high,12.930188179016112,30.031449000040688,21.645964784
20,0.8,high,-12.383876343568083,22.485126058260583,4.103439797500002
20,0.0,low,-2.2345883647600697,15.58359488844872,5.684604195000002
20,0.2,low,10.870552294784108,22.857423226038637,16.245487389
21,0.0,low,5.89533805847168,7.02904999256134,6.351924693999999
21,0.2,low,-2.1149321893850823,2.248862923847321,-0.1538201907499985
21,0.6,high,1.1276429560449364,13.21214775244394,6.369751090999999
21,0.8,high,7.174146672089897,4.958628570591959,5.63580971725
22,0.6,high,3.1897359093030166,7.468043102158436,5.412572429999999
22,0.8,high,-6.148944795131696,5.35402140683598,-1.0365153750000005
22,0.0,low,-10.224037170410156,10.842039585113524,-0.3887364974999983
22,0.2,low,0.2908263603846164,7.187086608674794,3.38029098
23,0.0,low,13.527764181296014,8.637388723867927,10.9451910575
23,0.2,low,3.085759878158578,12.563052773475643,7.155218357499999
23,0.6,high,7.268682271242143,11.496094763278972,9.0892463
23,0.8,high,9.869060516357422,9.517133037249248,9.258514910000002
24,0.6,high,9.991781214873027,5.719297627607975,8.09289961925
24,0.8,high,5.153391639391561,5.6506163279215365,5.3367655975
24,0.0,low,-10.0044766068459,7.307992585831202,-2.096043588749998
24,0.2,low,1.5459078550338743,7.153260707855223,3.974551823499999
