trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,0,0,5,135,0.10121,9.95802,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333]","[0.0, 1.4357175827026367, 1.8468818664550781, 3.2915050983428955, 3.737168073654175, 5.386341094970703, 5.786371469497681]","[-0.7426390647888184, -0.6676867008209229, 0.6930785179138184, 0.809929370880127, 1.1042428016662598, 1.200200080871582, 2.548866033554077, 2.6458606719970703, 2.9945290088653564, 3.093965530395508, 4.643702030181885, 4.761048316955566, 5.043732404708862, 5.161101818084717]","[-0.033280160692003014, 0.11128989855448412, 0.001218530866834655, 0.3158396879831953, -0.0444140699174671]","[-7.488036155700678, 8.346742391586309, 0.2741694450377973, 23.687976598739652, -9.993165731430095]"
2,3,3,5,135,0.165371736,24.04463183,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.2725512981414795, 1.570509672164917, 1.9042584896087646, 3.471090316772461, 3.8261334896087646, 5.191640138626099, 5.5041399002075195, 7.473975419998169, 7.807620048522949, 9.1687650680542, 9.374215602874756]","[0.39520955085754395, 0.47052812576293945, 0.6677608489990234, 0.7468655109405518, 1.965719223022461, 2.0411934852600098, 2.2994680404663086, 2.387373924255371, 3.866299867630005, 3.996711015701294, 4.221343040466309, 4.316280126571655, 5.586849689483643, 5.671044826507568, 5.8993494510650635, 5.9799628257751465, 7.869184970855713, 7.970586538314819, 8.202829599380493, 8.283669233322144, 9.563974618911743, 9.643880128860474, 9.7694251537323, 9.852081775665283]","[-0.17189314630296493, -0.03537495930989576, -0.11069562700059699, 0.23349849383036325, -0.08940127160814093, 0.03217331568400095, -0.13194468286302374, 0.6365021864573164, -0.11079981591966437, 0.027811686197916075, -0.238993909623888]","[-38.67595791816711, -2.653121948242182, -24.90651607513431, 17.512387037277247, -20.1152861118317, 2.412998676300072, -29.68755364418033, 47.73766398429874, -24.92995858192447, 2.0858764648437047, -53.77362966537478]"
3,3,4,5,135,0.204711151,19.87309217,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889]","[0.0, 0.3771679401397705, 1.5840044021606445, 2.025930881500244, 3.0886073112487793, 3.6260366439819336, 5.504999876022339, 5.871535778045654, 7.691713094711304, 8.075528383255005, 9.72502851486206]","[0.48715949058532715, 0.5929245948791504, 0.8643274307250977, 0.963127851486206, 2.0711638927459717, 2.161982536315918, 2.5130903720855713, 2.596229314804077, 3.5757668018341064, 3.680063486099243, 4.113196134567261, 4.195052623748779, 5.992159366607666, 6.063047647476196, 6.3586952686309814, 6.428739309310913, 8.17887258529663, 8.262084722518921, 8.562687873840332, 8.646306037902832, 10.212188005447388, 10.278702735900879]","[-0.06727650430467391, -0.12649687131245924, -0.0025179651048450324, -0.2706569035847979, 0.09298488828870966, 0.5456298987070722, -0.07790854242112921, 0.4868439833323164, -0.06062915590074347, 0.31616679827372174]","[-15.13721346855163, -9.487265348434443, -0.5665421485901321, -20.299267768859846, 20.921599864959664, 40.92224240303043, -17.529422044754064, 36.513298749923734, -13.641560077667275, 23.712509870529118]"
4,3,2,5,135,0.188868793,19.03423548,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889]","[0.0, 0.44231319427490234, 1.5049488544464111, 2.0100767612457275, 3.504943609237671, 3.9211654663085938, 5.871109485626221, 6.221408128738403, 7.9330363273620605, 8.238058805465698, 9.708338260650635]","[0.47231602668762207, 0.5826320648193359, 0.9146292209625244, 0.9804890155792236, 1.9772648811340332, 2.0473310947418213, 2.4823927879333496, 2.5180916786193848, 3.977259635925293, 4.0721118450164795, 4.393481492996216, 4.456217050552368, 6.343425512313843, 6.4401326179504395, 6.693724155426025, 6.793417692184448, 8.405352354049683, 8.481520891189575, 8.71037483215332, 8.760318756103516, 10.180654287338257, 10.280020713806152]","[-0.002131250169542076, -0.27069767316182447, 0.060683462354871764, 0.16153351465861032, -0.02822258737352179, 0.6166106859842939, -0.09414580133226202, 0.3782948652903242, -0.13942196634080695, 0.1369461218516026]","[-0.4795312881469671, -20.302325487136834, 13.653779029846142, 12.115013599395777, -6.3500821590424, 46.24580144882206, -21.182805299758947, 28.37211489677432, -31.369942426681547, 10.270959138870191]"
5,3,1,5,135,0.158793377,16.09966647,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.34992456436157227, 1.4517474174499512, 1.9851996898651123, 3.309696674346924, 3.754934310913086, 5.185103893280029, 5.66527795791626, 7.019005298614502, 7.419922351837158, 9.835127115249634, 10.235870838165283]","[0.007122516632080078, 0.11951327323913574, 0.35704708099365234, 0.4557335376739502, 1.4588699340820312, 1.575530767440796, 1.9923222064971924, 2.019463062286377, 3.316819190979004, 3.378756284713745, 3.762056827545166, 3.8422882556915283, 5.192226409912109, 5.2723236083984375, 5.67240047454834, 5.7009570598602295, 7.026127815246582, 7.126535415649414, 7.427044868469238, 7.4919915199279785, 9.842249631881714, 10.007770299911499, 10.242993354797363, 10.327160835266113]","[-0.09451988008287215, -0.23151048024495435, 0.08900782797071649, -0.008836348851521514, 0.0007931921217174676, 0.09683624903361032, 0.03572962019178583, 0.02039400736490915, -0.04352739122178839, 1.0818714300791417, -0.04370072152879523]","[-21.266973018646233, -17.363286018371575, 20.0267612934112, -0.6627261638641138, 0.17846822738643012, 7.262718677520776, 8.039164543151808, 1.5295505523681867, -9.793663024902385, 81.1403572559356, -9.832662343978923]"
6,3,5,5,135,0.167070386,24.7853317,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.2736530303955078, 1.5985238552093506, 2.1549925804138184, 3.387134552001953, 4.054064989089966, 5.43731689453125, 5.7111122608184814, 7.237548589706421, 7.597025156021118, 9.516753435134888, 9.823412656784058]","[0.25272393226623535, 0.3070836067199707, 0.5263769626617432, 0.6362128257751465, 1.851247787475586, 1.9748446941375732, 2.4077165126800537, 2.473963499069214, 3.6398584842681885, 3.7857306003570557, 4.306788921356201, 4.3746562004089355, 5.690040826797485, 5.769381761550903, 5.963836193084717, 6.0397398471832275, 7.490272521972656, 7.606637954711914, 7.8497490882873535, 7.939856767654419, 9.769477367401123, 9.868535041809082, 10.076136589050293, 10.17057204246521]","[-0.1707914140489366, -0.008462508519490486, 0.11202428076002313, -0.10119136174519827, 0.22248599264356805, 0.04991857210795114, -0.1706490781572132, 0.19310299555460642, -0.08496787812974738, 0.5863949457804356, -0.13778522279527472]","[-38.428068161010735, -0.6346881389617864, 25.205463171005192, -7.589352130889872, 50.05934834480279, 3.7438929080963366, -38.39604258537295, 14.482724666595484, -19.11777257919315, 43.97962093353265, -31.0016751289368]"
7,0,0,2,120,0.042900112,5.626295231,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5]","[0.0, 0.44809961318969727, 1.9979479312896729, 2.4316771030426025, 3.9641952514648438, 4.446211576461792, 6.013084888458252, 6.479361057281494, 8.029497861862183, 8.512652158737183]","[-0.5478348731994629, -0.4516580104827881, -0.09973526000976562, -0.003711223602294922, 1.45011305809021, 1.5499486923217773, 1.8838422298431396, 1.9961302280426025, 3.416360378265381, 3.5336086750030518, 3.898376703262329, 4.0127952098846436, 5.465250015258789, 5.581501245498657, 5.931526184082031, 6.04606294631958, 7.48166298866272, 7.581161260604858, 7.96481728553772, 8.079076290130615]","[-0.051900386810302734, 0.049848318099975586, -0.06627082824707031, 0.03251814842224121, -0.017983675003051758, 0.06687331199645996, -0.03372383117675781, 0.05013680458068848, -0.016845703125]","[-10.380077362060547, 3.323221206665039, -13.254165649414062, 2.167876561482747, -3.5967350006103516, 4.458220799763998, -6.7447662353515625, 3.342453638712565, -3.369140625]"
8,5,5,2,120,0.526291251,67.59620825,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.38695263862609863, 1.988598346710205, 2.5039875507354736, 4.420638561248779, 4.869067192077637, 6.420081853866577, 8.002785205841064, 8.377508878707886, 10.053056955337524, 10.422991514205933]","[-0.2504723072052002, -0.14557623863220215, 0.13648033142089844, 0.25362300872802734, 1.7381260395050049, 1.8526368141174316, 2.2535152435302734, 2.349140167236328, 4.170166254043579, 4.285608291625977, 4.6185948848724365, 4.686362266540527, 6.169609546661377, 6.319044589996338, 7.752312898635864, 7.867893695831299, 8.127036571502686, 8.218854904174805, 9.802584648132324, 9.917855739593506, 10.172519207000732, 10.252364158630371]","[-0.11304736137390137, 0.10164570808410645, 0.015389204025268555, 0.41665101051330566, -0.05157136917114258, 0.05101466178894043, 1.0827033519744873, -1.1252763271331787, 1.1755480766296387, -1.1300654411315918]","[-22.609472274780273, 6.77638053894043, 3.077840805053711, 27.77673403422038, -10.314273834228516, 3.400977452596029, 216.54067039489746, -75.01842180887857, 235.10961532592773, -75.33769607543945]"
9,5,1,2,120,0.312256646,30.5522267,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.36725401878356934, 1.9418728351593018, 2.6443746089935303, 3.991661310195923, 4.428059339523315, 5.661466360092163, 6.054845809936523, 8.912365913391113, 9.187702417373657, 10.146714925765991]","[0.17543482780456543, 0.27414464950561523, 0.5426888465881348, 0.6395809650421143, 2.117307662963867, 2.217275857925415, 2.8198094367980957, 2.9339067935943604, 4.167096138000488, 4.245807647705078, 4.603494167327881, 4.720674753189087, 5.8369011878967285, 5.937903165817261, 6.230280637741089, 6.304360628128052, 9.087800741195679, 9.18795394897461, 9.363137245178223, 9.457738161087036, 10.322149753570557, 10.501198768615723, 10.703099727630615, 10.80592679977417]","[-0.13274598121643066, 0.07461881637573242, 0.20250177383422852, -0.15271329879760742, -0.06360197067260742, -0.26659297943115234, -0.10662055015563965, 1.3575201034545898, -0.22466349601745605, -0.540987491607666]","[-26.549196243286133, 4.974587758382162, 40.5003547668457, -10.18088658650716, -12.720394134521484, -17.772865295410156, -21.32411003112793, 90.501340230306, -44.93269920349121, -36.065832773844406]"
10,5,4,2,120,0.213953471,16.74987634,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.4799666404724121, 1.8266618251800537, 2.2567713260650635, 4.16356348991394, 4.673036098480225, 5.443573474884033, 5.962677001953125, 7.106704950332642, 7.538731575012207, 9.346261262893677]","[-0.5519440174102783, -0.4222383499145508, -0.07197737693786621, 0.04171562194824219, 1.2747178077697754, 1.3445403575897217, 1.7048273086547852, 1.7625958919525146, 3.611619472503662, 3.691373109817505, 4.121092081069946, 4.21117901802063, 4.891629457473755, 5.019739866256714, 5.410732984542847, 5.492731094360352, 6.554760932922363, 6.695516586303711, 6.986787557601929, 7.09522557258606, 8.794317245483398, 8.936393737792969, 9.224505424499512, 9.320096969604492]","[-0.02003335952758789, -0.1533048152923584, -0.06989049911499023, 0.40679216384887695, 0.00947260856628418, -0.7294626235961914, 0.019103527069091797, -0.3559720516204834, -0.06797337532043457, 0.3075296878814697]","[-4.006671905517578, -10.220321019490559, -13.978099822998047, 27.11947758992513, 1.894521713256836, -48.63084157307942, 3.8207054138183594, -23.731470108032227, -13.594675064086914, 20.501979192097984]"
