trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,0,0,5,135,0.153045163,18.52836145,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555]","[0.0, 0.7039775848388672, 1.7383792400360107, 2.1290194988250732, 3.2717628479003906, 3.6496076583862305, 4.763136625289917, 5.167941570281982, 6.256192922592163, 6.704059362411499]","[-1.0264053344726562, -0.48778676986694336, -0.32242774963378906, 0.5967705249786377, 0.7119739055633545, 1.0128798484802246, 1.102614164352417, 2.0970799922943115, 2.2453575134277344, 2.5589964389801025, 2.623202323913574, 3.612417459487915, 3.7367312908172607, 4.042819023132324, 4.141536235809326, 5.112814426422119, 5.229787588119507, 5.566067934036255, 5.677654027938843]","[0.25953314039442277, -0.2989316781361897, -0.05380418565538214, -0.19058998425801565, -0.0665996339586048, -0.2198043664296465, -0.03963949945237921, -0.24508198102315237, 0.0034219953748912957]","[58.39495658874513, -22.419875860214226, -12.105941772460977, -14.294248819351177, -14.984917640686074, -16.485327482223493, -8.91888737678532, -18.381148576736432, 0.7699489593505412]"
2,3,2,5,135,0.157460427,19.36630715,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.7028040885925293, 1.440049409866333, 1.7908923625946045, 3.006195068359375, 3.4098148345947266, 4.559918642044067, 4.98961329460144, 6.1429688930511475, 6.623112916946411, 7.855870962142944, 8.189387083053589]","[-0.9546961784362793, -0.7944307327270508, -0.25189208984375, -0.12719345092773438, 0.4853532314300537, 0.6227383613586426, 0.8361961841583252, 1.0904698371887207, 2.0514988899230957, 2.2097973823547363, 2.4551186561584473, 2.6224703788757324, 3.605222463607788, 3.764148235321045, 4.034917116165161, 4.189547061920166, 5.188272714614868, 5.3562281131744385, 5.668416738510132, 5.780296325683594, 6.901174783706665, 7.037889719009399, 7.23469090461731, 7.342380523681641, 8.613487720489502, 8.753472566604614, 9.021488428115845, 9.139679670333862]","[0.2583596441480849, -0.5960880120595295, -0.09360149171617316, -0.11803062756856253, -0.04082467820909308, -0.18322952588399222, -0.014749791887071595, -0.179977734883626, 0.03569957945081903, -0.10057528813680072, -0.11092832353380011]","[58.130919933319106, -44.706600904464715, -21.06033563613895, -8.85229706764219, -9.18555259704594, -13.742214441299419, -3.3187031745911075, -13.498330116271953, 8.032405376434278, -7.5431466102600515, -24.958872795105012]"
3,3,1,5,135,0.127427934,13.97439892,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.41909289360046387, 1.5353224277496338, 1.869182825088501, 3.18721342086792, 3.570006847381592, 4.285346269607544, 4.802168130874634, 5.9859161376953125, 6.401763439178467, 7.812882661819458, 8.231952667236328]","[-0.9558467864990234, -0.6572132110595703, -0.5367538928985596, 0.44108033180236816, 0.5794756412506104, 0.7430317401885986, 0.9133360385894775, 1.993196964263916, 2.2313666343688965, 2.4806509017944336, 2.6141600608825684, 3.1599111557006836, 3.3294994831085205, 3.7379209995269775, 3.8463213443756104, 4.872570276260376, 5.030069351196289, 5.312507390975952, 5.445916652679443, 6.69657564163208, 6.857035875320435, 7.127305746078491, 7.276105880737305, 8.629872560501099, 8.759470224380493, 9.009916067123413, 9.145101547241211]","[-0.025351550843980553, -0.21710379918416334, -0.11058404710557745, -0.015302737553914092, -0.06165101793077277, -0.6179939111073809, 0.0723774168226452, -0.14958532651265433, -0.028597142961290345, 0.07778588930765729, -0.025374439027574525]","[-5.7040989398956246, -16.28278493881225, -24.881410598754915, -1.1477053165435571, -13.871479034423867, -46.349543333053575, 16.28491878509516, -11.218899488449077, -6.434357166290325, 5.833941698074294, -5.709248781204265]"
4,3,3,5,135,0.098751555,12.66953945,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.4108107089996338, 1.6764602661132812, 2.1146774291992188, 3.316939115524292, 3.7637040615081787, 4.980983257293701, 5.5311572551727295, 6.59626579284668, 7.196602821350098, 8.41266942024231, 8.939276218414307]","[0.5060925483703613, 0.7109439373016357, 0.9169032573699951, 1.0856287479400635, 2.1825528144836426, 2.3371775150299072, 2.62076997756958, 2.7686009407043457, 3.8230316638946533, 3.969585657119751, 4.26979660987854, 4.403275012969971, 5.4870758056640625, 5.635864973068237, 6.037249803543091, 6.165701866149902, 7.102358341217041, 7.269904851913452, 7.702695369720459, 7.828319311141968, 8.918761968612671, 9.061360120773315, 9.445368766784668, 9.603675842285156]","[-0.03363373544481063, -0.0676837762196858, -0.006227281358507142, -0.1310716470082598, 0.002320501539442077, -0.11605413754781058, 0.10572955343458368, -0.26822479565938284, 0.15589258405897333, -0.11726673444112201, 0.08216235372755243]","[-7.567590475082392, -5.076283216476435, -1.4011383056641062, -9.830373525619487, 0.5221128463744671, -8.704060316085794, 23.789149522781315, -20.116859674453718, 35.07583141326898, -8.795005083084147, 18.486529588699288]"
5,3,4,5,135,0.048298082,7.3395767,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.4225914478302002, 1.719160556793213, 2.0689284801483154, 3.3736648559570312, 3.8398869037628174, 5.172775983810425, 5.5880186557769775, 7.038580417633057, 7.398899078369141, 8.656583547592163, 9.121989488601685]","[0.5022199153900146, 0.6426413059234619, 0.9248113632202148, 1.0921804904937744, 2.2213804721832275, 2.39249587059021, 2.57114839553833, 2.7244160175323486, 3.875884771347046, 4.041850805282593, 4.342106819152832, 4.4741294384002686, 5.6749958992004395, 5.857998371124268, 6.090238571166992, 6.237919092178345, 7.540800333023071, 7.707258462905884, 7.901118993759155, 8.076338529586792, 9.158803462982178, 9.2911856174469, 9.6242094039917, 9.740983247756958]","[-0.021852996614244224, -0.036764224370320564, -0.0946765210893421, -0.028596957524617217, 0.02177760336134149, -0.0004442532857256154, -0.029201772477891907, 0.11722842852274606, -0.08412578370836066, -0.07564886411031146, 0.020961496565076843]","[-4.916924238204951, -2.7573168277740425, -21.302217245101964, -2.1447718143462917, 4.899960756301834, -0.03331899642942116, -6.5703988075256765, 8.792132139205956, -18.92830133438114, -5.673664808273357, 4.716336727142288]"
6,3,5,5,135,0.104731695,10.29030085,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555]","[0.0, 0.48204970359802246, 1.9995923042297363, 2.483459949493408, 3.9287195205688477, 4.431633949279785, 6.148183822631836, 6.598955154418945, 8.049396276473999, 8.498140811920166]","[0.5876374244689941, 0.749849796295166, 1.0696871280670166, 1.23649001121521, 2.5872297286987305, 2.7873284816741943, 3.0710973739624023, 3.233210563659668, 4.516356945037842, 4.687002897262573, 5.019271373748779, 5.185867547988892, 6.73582124710083, 6.846362829208374, 7.1865925788879395, 7.353861331939697, 8.637033700942993, 8.81965970993042, 9.08577823638916, 9.23555850982666]","[0.03760525915357804, 0.1842092672983806, 0.03942320081922723, 0.11192623774210642, 0.05846998426649286, 0.38321654001871774, 0.006326887342664733, 0.11710778872172067, 0.00430009100172235]","[8.461183309555059, 13.815695047378545, 8.870220184326124, 8.394467830657982, 13.155746459960888, 28.741240501403837, 1.4235496520995643, 8.783084154129051, 0.9675204753875285]"
7,0,0,1,115,0.12686,9.65762,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652]","[0.0, 1.350611925125122, 1.8354744911193848, 3.121717691421509, 3.621685266494751, 4.887419939041138, 5.430010080337524, 6.770747900009155, 7.286918640136719]","[-0.031157493591308594, 0.06978654861450195, 1.3194544315338135, 1.4424703121185303, 1.8043169975280762, 1.9104588031768799, 3.0905601978302, 3.206740140914917, 3.5905277729034424, 3.6860032081604004, 4.856262445449829, 4.965679168701172, 5.398852586746216, 5.572256565093994, 6.739590406417847, 6.886187791824341, 7.25576114654541, 7.352389097213745]","[-0.0368765644405199, -0.27897419100222365, -0.021771555361540518, -0.29948271875796095, 0.020851010861604458, -0.2244795716327168, -0.005568390307218785]","[-7.068008184432981, -17.823351091808735, -4.172881444295265, -19.13361814286973, 3.9964437484741904, -14.34175040986802, -1.067274808883601]"
8,2,4,1,115,0.058919948,4.895086347,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.51865553855896, 2.013383626937866, 2.5181198120117188, 4.140732049942017, 4.666160345077515, 6.076080083847046, 6.566644668579102, 8.299315214157104, 8.79636001586914]","[0.5929265022277832, 0.8074443340301514, 1.1115820407867432, 1.2880480289459229, 2.6063101291656494, 2.7760705947875977, 3.111046314239502, 3.2767653465270996, 4.7336585521698, 4.925935506820679, 5.259086847305298, 5.406530141830444, 6.669006586074829, 6.7930943965911865, 7.159571170806885, 7.309881925582886, 8.892241716384888, 9.034329652786255, 9.389286518096924, 9.492810487747192]","[-0.0030835918758226333, -0.07048930292544142, -0.017002945360930166, 0.05739484662595018, 0.0036891647007157857, -0.15529765253481642, -0.031174545702726597, 0.16745315427365615, -0.024694328722747017]","[-0.591021776199338, -4.503483242458758, -3.2588978608449475, 3.6668929788801505, 0.707089900970526, -9.921794467502162, -5.975121259689269, 10.698395967483593, -4.73307967185984]"
9,2,5,1,115,0.167139811,23.57224123,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.5443441867828369, 2.1308281421661377, 2.610581636428833, 4.145665168762207, 5.429498910903931, 6.532347202301025, 7.013904094696045, 8.496809244155884, 9.059857368469238]","[0.40892481803894043, 0.6512641906738281, 0.9532690048217773, 1.0775649547576904, 2.539752960205078, 2.702676296234131, 3.0195064544677734, 3.119267463684082, 4.5545899868011475, 4.729628562927246, 5.838423728942871, 5.983132362365723, 6.941272020339966, 7.085658073425293, 7.422828912734985, 7.576537370681763, 8.905734062194824, 9.08571743965149, 9.468782186508179, 9.607051134109497]","[0.02260505634805432, 0.02126656407895311, -0.04198563617208739, -0.030133858970973648, 0.7620946117069414, -0.46236909990725295, -0.04018223803976273, -0.08231224184450792, 0.04130899387857134]","[4.332635800043745, 1.358697149488671, -8.047246932983414, -1.9252187675899832, 146.0681339104972, -29.54024804963005, -7.701595624287862, -5.25883767339912, 7.917557160059499]"
10,2,2,1,115,0.09309956,9.198476503,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.4810214042663574, 1.975860357284546, 2.480703830718994, 3.943802833557129, 4.412886619567871, 5.559947490692139, 6.162745475769043, 7.74626088142395, 8.230382919311523]","[0.39396023750305176, 0.5613360404968262, 0.8749816417694092, 1.0375206470489502, 2.3698205947875977, 2.5402939319610596, 2.874664068222046, 3.0080957412719727, 4.337763071060181, 4.491443872451782, 4.806846857070923, 4.957629919052124, 5.95390772819519, 6.107101202011108, 6.556705713272095, 6.721019744873047, 8.140221118927002, 8.303903818130493, 8.624343156814575, 8.782010316848755, 10.073705673217773, 10.206624269485474]","[-0.04071772616842517, -0.0703784382861592, -0.016895657000334463, -0.1021183884662129, -0.052655344424040074, -0.4181565201800801, 0.08105885464212204, 0.018298014350560443, -0.03761709254720991]","[-7.804230848948158, -4.4964002238379495, -3.2383342583974377, -6.524230374230269, -10.092274347941022, -26.715555455949563, 15.536280473073399, 1.1690398057302513, -7.209942738215225]"
