pid,trial_id,error
1,1,2.550387382507324
2,1,57.40545632992183
3,1,6.516133943756346
4,1,7.855789119895275
5,1,21.009691291279054
6,1,4.771731826994108
7,1,2.5418358378940438
8,1,2.4075078964233407
9,1,16.99645982738511
10,1,-0.10241005173589812
11,1,-1.3856045413867193
12,1,1.9688934631784791
13,1,35.091648885650585
14,1,0.7604452094646303
15,1,-0.6804027460425588
16,1,-5.343645414061523
17,1,14.241648250372121
18,1,5.652856585693814
19,1,26.867233412434345
20,1,-6.263628050133043
21,1,-9.959502556333533
22,1,9.683745305030921
23,1,56.59505685145638
24,1,-30.41189180480109
1,2,-0.1451730728149423
2,2,-0.48056484042937164
3,2,13.166263897776531
4,2,59.96118372171716
5,2,18.685173193507502
6,2,4.158734712335791
7,2,2.5291701157887623
8,2,4.22436237335205
9,2,16.551425058538804
10,2,-3.0177525681052035
11,2,12.798371314122718
12,2,8.241282159849003
13,2,9.713100780092851
14,2,4.613802842419546
15,2,5.8866510488182735
16,2,-2.8455114368072913
17,2,22.65395800294239
18,2,-2.6574290885073166
19,2,8.284310066338733
20,2,-4.059934395330922
21,2,-3.5195428183439095
22,2,13.175159428142223
23,2,50.19080320969206
24,2,-29.673279391394743
1,3,0.4025737444559727
2,3,-0.6899089360833379
3,3,10.240550040761555
4,3,1.1169142076333056
5,3,25.853512287033723
6,3,11.64980292320251
7,3,2.754927476247178
8,3,3.7361033757527684
9,3,12.782762446895326
10,3,1.441532505704938
11,3,6.191658972814128
12,3,15.971927101178963
13,3,1.870551263997756
14,3,2.346966676037722
15,3,0.8626952798092242
16,3,-2.109030088133789
17,3,10.666301648038205
18,3,-5.238157354481571
19,3,9.049994776947319
20,3,-3.6902432088498376
21,3,3.6840978545517196
22,3,13.837189807119678
23,3,15.734826723486
24,3,-14.114353524314058
1,4,4.773898919423422
2,4,12.033209792978223
3,4,-3.8882382715146484
4,4,-1.7835193327109309
5,4,25.1729300285973
6,4,18.950775861740105
7,4,6.512968805101211
8,4,3.800377845764161
9,4,18.805248868692345
10,4,2.686410347442485
11,4,10.858400661860351
12,4,4.965837652250117
13,4,0.5936391377215564
14,4,7.011207354189167
15,4,2.92080816602613
16,4,-0.6231768929433583
17,4,2.2502382598495387
18,4,9.469476763386659
19,4,12.602586246500096
20,4,-7.648766647886315
21,4,-2.0656175796286185
22,4,6.973166598501515
23,4,12.52651452993335
24,4,-15.43641673194039
1,5,-0.4332105318705244
2,5,10.498502445426244
3,5,56.65334780967227
4,5,-0.8647709539572519
5,5,25.425145361052408
6,5,3.091561264461906
7,5,0.025178723865112662
8,5,5.330096880594891
9,5,17.41825540750731
10,5,3.880824512727373
11,5,0.8381096513216129
12,5,68.79954403118688
13,5,7.866489777011843
14,5,-1.4290635995190515
15,5,-0.07988409556377984
16,5,-2.77490456933496
17,5,-3.0866356688563172
18,5,-0.027923825072786457
19,5,4.973371655049935
20,5,-6.078566555623668
21,5,-6.264366909937344
22,5,3.6789906027807584
23,5,11.407988336102646
24,5,-20.71201430426705
