pid,trial_id,error
1,1,-2.6562531789143886
2,1,219.2755638813377
3,1,-0.66765149478125
4,1,2.7082902738411825
5,1,27.53476169363634
6,1,4.4791244135962796
7,1,3.9425550566779064
8,1,9.242491722106934
9,1,-15.243737301334622
10,1,11.846545007315633
11,1,-9.43973700293457
12,1,7.353686744733673
13,1,58.3214756737581
14,1,14.531566578932498
15,1,3.9058920109527477
16,1,5.307399431519531
17,1,6.613826619470418
18,1,-0.08882374500650947
19,1,10.63418397999773
20,1,-9.324867901978685
21,1,-7.810023696961919
22,1,-0.4148423668847796
23,1,190.47878742193163
24,1,3.000150455368889
1,2,3.1129519144694004
2,2,3.2992926493684234
3,2,1.5159098302919922
4,2,208.24421113222428
5,2,0.8215897612039722
6,2,11.462941037284024
7,2,4.597709443834151
8,2,32.86755084991455
9,2,-10.547697545195472
10,2,7.860951291012133
11,2,-12.90592352637207
12,2,18.923055583997588
13,2,13.795108088893837
14,2,10.592296930274596
15,2,0.918034086385414
16,2,3.044912020020508
17,2,18.06176291593343
18,2,5.954477943293738
19,2,11.223608616626631
20,2,-7.7267183639385095
21,2,-1.4255357501337151
22,2,2.7811491492285016
23,2,131.38956546758592
24,2,5.4086132182015305
1,3,9.905039469401041
2,3,0.7597608621318841
3,3,3.1310812627871094
4,3,-0.2508566231569409
5,3,6.005862023989142
6,3,3.513856993781217
7,3,0.5364047156440446
8,3,8.850722312927246
9,3,-16.55418356369428
10,3,5.185845162955284
11,3,-9.117318790043946
12,3,15.428396517797331
13,3,15.669603833599037
14,3,7.729248085407314
15,3,5.212043692428938
16,3,8.26257864599707
17,3,4.028445350015463
18,3,-0.008076670455467116
19,3,15.65766821003924
20,3,-9.116196808991617
21,3,3.8868706043465977
22,3,-1.070477564842137
23,3,16.63302898382129
24,3,11.955304278267754
1,4,4.0329138437906895
2,4,-0.5605529491703116
3,4,5.4316584264833985
4,4,7.875326727724011
5,4,6.10110759724488
6,4,8.639410999086149
7,4,3.109810219870621
8,4,14.249939918518066
9,4,-7.956425350015213
10,4,7.840119467663134
11,4,-9.365092914189454
12,4,11.914112622304778
13,4,11.204660424632998
14,4,7.832302529402459
15,4,1.8891046144158263
16,4,5.011035600953125
17,4,9.402380254749756
18,4,4.527137303331631
19,4,8.904935615231302
20,4,-4.534789897777406
21,4,13.473660477257841
22,4,-2.045952081392834
23,4,8.723568916072265
24,4,15.049098266495598
1,5,5.584541956583658
2,5,-2.9474636658628963
3,5,198.55344215985133
4,5,2.623228683964351
5,5,0.2678745321695404
6,5,4.86486580636768
7,5,7.703667746649865
8,5,3.3895635604858407
9,5,-2.46809919784949
10,5,9.864283270127931
11,5,-8.45148245581543
12,5,146.75675179040817
13,5,8.966819931112873
14,5,10.513872450048293
15,5,5.8277907998287715
16,5,11.369649568848633
17,5,15.28293477185994
18,5,-1.333552972496407
19,5,18.73897946242131
20,5,-8.228862859584662
21,5,13.576346697003057
22,5,2.993861437131323
23,5,16.911568641414064
24,5,21.66117264164817
