trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,3,0,5,135,0.052574882603654866,5.2786691622300586,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.4160025119781494, 1.5202622413635254, 1.9519460201263428, 3.2002413272857666, 3.632432699203491, 4.880240201950073, 5.328185558319092, 6.623999834060669, 7.055934429168701, 8.432494401931763, 8.848464727401733]","[1.9346561431884766, 2.078608989715576, 2.3506598472595215, 2.4788107872009277, 3.4549190998077393, 3.598933219909668, 3.886603593826294, 4.014841794967651, 5.134897708892822, 5.262957572937012, 5.567090272903442, 5.678866386413574, 6.814897775650024, 6.974804878234863, 7.262842893600464, 7.374860048294067, 8.558657169342041, 8.702809810638428, 8.990591764450073, 9.118882179260254, 10.367151975631714, 10.511215209960938, 10.783122301101685, 10.911331415176392, 12.063585042953491]","[-0.028441932466295006, -0.22907360394795728, -0.012760665681627259, -0.08503802617390921, -0.012253072526720032, -0.085525830586751, 0.003500911924573913, -0.03751905759175589, -0.012509849336412415, 0.0432266394297276, -0.02847411897447394]","[-6.3994348049163765, -17.180520296096795, -2.871149778366132, -6.3778519630431925, -2.756941318512006, -6.414437294006327, 0.7877051830291301, -2.8139293193816926, -2.814716100692792, 3.2419979572295685, -6.4066767692566335]"
2,3,3,5,135,0.08589033647017046,9.951665184714573,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.3999018669128418, 1.6644554138183594, 2.128371238708496, 3.5210540294647217, 3.920060157775879, 5.0722198486328125, 5.552216291427612, 6.544351577758789, 7.0724265575408936, 8.368859052658081, 8.784546375274658]","[0.6332051753997803, 0.7768077850341797, 1.033111572265625, 1.1290533542633057, 2.2976629734039307, 2.4731342792510986, 2.761579990386963, 2.9062483310699463, 4.154262065887451, 4.281276702880859, 4.553269624710083, 4.682023525238037, 5.705429792404175, 5.817926406860352, 6.185426235198975, 6.297918319702148, 7.177561044692993, 7.289766073226929, 7.7056357860565186, 7.817705869674683, 9.002068758010864, 9.1305570602417, 9.417755603790283, 9.519842624664307, 10.42598009109497, 10.570696592330933]","[-0.04454257753160262, -0.06877978642781568, 0.019471380445692077, 0.05934945742289255, -0.045438316133287415, -0.18117364247639944, 0.03555199835035516, -0.3411980470021563, 0.08363053533765985, -0.036900838216146425, -0.028757121827867493]","[-10.02207994461059, -5.158483982086176, 4.3810606002807155, 4.451209306716942, -10.223621129989665, -13.588023185729961, 7.999199628829907, -25.589853525161725, 18.816870450973457, -2.7675628662109806, -6.470352411270183]"
3,3,4,5,135,0.1463978868542295,16.859890656037752,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555, 8.88888888888889, 9.333333333333334]","[0.0, 0.4000096321105957, 1.5040154457092285, 2.0000357627868652, 2.94412899017334, 3.4880597591400146, 4.656224250793457, 5.073715925216675, 6.2410688400268555, 6.640382528305054, 7.744259595870972, 8.352327108383179]","[-0.2666172981262207, -0.13862276077270508, 0.133392333984375, 0.27736449241638184, 1.2373988628387451, 1.3653995990753174, 1.7334206104278564, 1.8454346656799316, 2.6775131225585938, 2.821521043777466, 3.2214441299438477, 3.333540201187134, 4.389607906341553, 4.517597436904907, 4.807100057601929, 4.933587074279785, 5.974452972412109, 6.1016058921813965, 6.3737664222717285, 6.533656120300293, 7.477643966674805, 7.605651140213013, 8.085710048675537, 8.230020761489868, 9.189726114273071, 9.301721572875977, 9.509811401367188, 9.621903896331787]","[-0.04443481233384872, -0.22932751973470045, 0.05157587263319208, -0.38924010594685843, 0.09948632452223016, -0.16516884167989065, -0.02695277002122687, -0.16598041852315237, -0.0451307561662464, -0.22945626576741596, 0.1636230680677624]","[-9.997832775115961, -17.199563980102532, 11.604571342468212, -29.193007946014387, 22.384423017501774, -12.387663125991802, -6.064373254776043, -12.44853138923643, -10.154420137405436, -17.209219932556188, 36.81519031524652]"
4,3,1,5,135,0.08185278044806586,10.865343279308727,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555]","[0.0, 0.36791324615478516, 1.5197336673736572, 2.0800483226776123, 3.423964262008667, 3.9040091037750244, 5.3439857959747314, 5.792050838470459, 7.279737234115601, 7.776142358779907]","[0.22382092475891113, 0.36749958992004395, 0.591733455657959, 0.7035818099975586, 1.7435553073883057, 1.90376615524292, 2.30387020111084, 2.399714946746826, 3.6477856636047363, 3.7918097972869873, 4.127831697463989, 4.25568699836731, 5.567807674407959, 5.71207594871521, 6.015872001647949, 6.143902540206909, 7.503559112548828, 7.6479246616363525, 7.999964237213135, 8.128076553344727]","[-0.07653119828965926, -0.1815129121144612, 0.11587021085951044, 0.01058260599772165, 0.03560039732191278, 0.106643358866374, 0.0036205980512828972, 0.15435306231180856, 0.051960680219862]","[-17.219519615173333, -13.61346840858459, 26.070797443389836, 0.793695449829124, 8.010089397430372, 7.998251914978051, 0.8146345615386515, 11.576479673385645, 11.691153049468944]"
5,3,2,5,135,0.11033895280626085,14.602385626898856,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555]","[0.0, 0.4148416519165039, 1.678687572479248, 2.2073721885681152, 3.694533109664917, 4.190579891204834, 5.79136061668396, 6.270612955093384, 7.726616621017456, 8.350425720214844]","[0.12156200408935547, 0.2641274929046631, 0.5364079475402832, 0.6645920276641846, 1.800255298614502, 1.9447178840637207, 2.328934669494629, 2.4581756591796875, 3.816100835800171, 3.9608116149902344, 4.312148094177246, 4.424099683761597, 5.912922143936157, 6.0400474071502686, 6.392180681228638, 6.520883083343506, 7.84818434715271, 8.024207592010498, 8.47199273109436, 8.600163698196411]","[-0.029602792527940514, -0.06948741277058912, 0.08424017164442255, 0.15382758776346872, 0.05160233709547235, 0.26744739214579294, 0.034807893964979186, 0.12267033259073923, 0.17936465475294305]","[-6.660628318786616, -5.211555957794184, 18.954038619995064, 11.537069082260157, 11.610525846481274, 20.058554410934477, 7.8317761421203125, 9.200274944305443, 40.35704731941217]"
6,3,5,5,135,0.07849226763219007,9.136088026894456,"[0.0, 0.4444444444444444, 1.7777777777777777, 2.2222222222222223, 3.5555555555555554, 4.0, 5.333333333333333, 5.777777777777778, 7.111111111111111, 7.555555555555555]","[0.0, 0.41611385345458984, 1.7126288414001465, 2.192490816116333, 3.4574005603790283, 3.968841314315796, 5.489359617233276, 5.905175447463989, 7.457562208175659, 7.937583684921265]","[-0.10021018981933594, 0.059876441955566406, 0.3159046173095703, 0.44385623931884766, 1.6124167442321777, 1.756155252456665, 2.092280864715576, 2.220508575439453, 3.3571903705596924, 3.51656436920166, 3.868631601333618, 3.9839138984680176, 5.389149904251099, 5.533118724822998, 5.804965257644653, 5.949387788772583, 7.357352256774902, 7.5348899364471436, 7.837373495101929, 7.965368270874023]","[-0.028330590989854576, -0.03681834538777662, 0.03541753027174188, -0.06842358907063772, 0.06699630949232294, 0.18718496958414743, -0.02862861421373175, 0.21905342737833688, 0.03557703230116083]","[-6.37438297271728, -2.7613759040832466, 7.968944311141919, -5.131769180297831, 15.074169635772655, 14.03887271881106, -6.441438198089641, 16.42900705337527, 8.004832267761183]"
7,2,0,1,115,0.13216670008673168,11.410232017069678,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.4957010746002197, 1.7120556831359863, 2.191845417022705, 3.5198071002960205, 3.9999217987060547, 5.344095468521118, 5.808101415634155, 7.1999077796936035, 7.680064916610718]","[0.9825990200042725, 1.142488956451416, 1.4783003330230713, 1.590268850326538, 2.694654703140259, 2.8225371837615967, 3.174445152282715, 3.270742893218994, 4.502406358718872, 4.662448406219482, 4.982521295547485, 5.110595941543579, 6.326694488525391, 6.4547669887542725, 6.790700912475586, 6.934709310531616, 8.182507038116455, 8.310706377029419, 8.66266417503357, 8.790603876113892, 10.0226149559021, 10.166769027709961, 10.50293517112732, 10.630692958831787, 11.87893009185791]","[-0.026038055834562868, -0.34886278276858107, -0.041949396548063955, -0.23725570803103224, -0.04162443202474808, -0.2210437214892842, -0.05773318332174515, -0.17341102724489854, -0.04158199351766889]","[-4.990627368291216, -22.28845556577046, -8.04030100504559, -15.158003568649283, -7.978016138076721, -14.12223776181538, -11.065526803334496, -11.079037851757414, -7.9698820908865295]"
8,2,5,1,115,0.15955357373871415,14.062952522247544,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173]","[0.0, 0.44879651069641113, 2.2720818519592285, 2.8002429008483887, 4.544891119003296, 5.008218765258789, 7.040844678878784, 7.488392114639282]","[0.4544522762298584, 0.6143527030944824, 0.9032459259033203, 1.0147967338562012, 2.7265372276306152, 2.8708229064941406, 3.2546987533569336, 3.369211435317993, 4.999337911605835, 5.206616163253784, 5.462673187255859, 5.638606309890747, 7.495299339294434, 7.654586553573608, 7.942847490310669, 8.08725905418396]","[-0.07294261973837146, 0.2580679499584697, 0.006421918454377451, 0.17943082685055955, -0.0584114841792891, 0.46740852231564745, -0.07419169467428421]","[-13.980668783187863, 16.48767458068001, 1.2308677037556779, 11.463636159896861, -11.195534467697083, 29.862211147944144, -14.220074812571152]"
9,2,2,1,115,0.08198593549682323,7.4559197749620445,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.4642000198364258, 1.9679784774780273, 2.4805803298950195, 4.1601104736328125, 4.672091722488403, 6.528266668319702, 6.992299556732178, 8.672461748123169, 9.216279745101929]","[-0.05150032043457031, 0.07714271545410156, 0.4127018451690674, 0.5404741764068604, 1.916480302810669, 2.0765695571899414, 2.429081678390503, 2.572640895843506, 4.108611583709717, 4.284579038619995, 4.620593547821045, 4.780884742736816, 6.476768493652344, 6.6365814208984375, 6.94080114364624, 7.068647861480713, 8.620962619781494, 8.78309178352356, 9.16478157043457, 9.30882215499878]","[-0.05753911059835681, -0.06143893366274611, -0.009137278017790518, 0.1143127524334453, -0.00975788157919144, 0.29095755452695116, -0.057706242022306675, 0.11494480008664443, 0.022078866543976616]","[-11.028329531351723, -3.9252652062310016, -1.7513116200765158, 7.30331473880345, -1.870260636011694, 18.588954872555213, -11.060363054275452, 7.3436955610911765, 4.231782754262181]"
10,2,4,1,115,0.1570558467348991,14.828954581861133,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.4480736255645752, 1.856123924255371, 2.4000983238220215, 3.5361368656158447, 4.192845106124878, 5.6498377323150635, 6.176171779632568, 7.360180139541626, 7.984177350997925]","[0.026589632034301758, 0.18657636642456055, 0.47466421127319336, 0.6026496887207031, 1.8827135562896729, 2.074650764465332, 2.4266881942749023, 2.5551979541778564, 3.562727212905884, 3.7707314491271973, 4.2194318771362305, 4.330783128738403, 5.676424741744995, 5.850755214691162, 6.202762126922607, 6.346789836883545, 7.386770486831665, 7.562836647033691, 8.010767698287964, 8.138790845870972, 9.40298080444336, 9.562783002853394, 9.978857517242432, 10.140116691589355]","[-0.0736655048702074, -0.15716709261355177, 0.022235269131867685, -0.42917884951052443, 0.13496911007425094, -0.10822476511416212, 0.004594916882722622, -0.38120903139528917, 0.10225808102151568]","[-14.119221766789753, -10.04123091697692, 4.261759916941306, -27.419759829839062, 25.86907943089811, -6.914359993404803, 0.8806924025218364, -24.3550214502546, 19.59946552912382]"
