trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,3,0,2,120,0.07192573547363282,9.541088740030926,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.4158482551574707, 1.8241360187530518, 2.2398221492767334, 3.7438695430755615, 4.160078048706055, 5.711837530136108, 6.176129579544067, 7.695877552032471, 8.127889633178711, 9.82392692565918]","[1.103271722793579, 1.1991701126098633, 1.519120693206787, 1.6150023937225342, 2.92740797996521, 3.0234038829803467, 3.3430938720703125, 3.439204216003418, 4.847141265869141, 4.943065404891968, 5.263350963592529, 5.375087261199951, 6.815110206604004, 6.879387855529785, 7.279402017593384, 7.359392166137695, 8.799149751663208, 8.895215272903442, 9.231162071228027, 9.327397584915161, 10.927200078964233, 10.991493940353394, 11.391539573669434]","[-0.0841517448425293, -0.09171223640441895, -0.08431386947631836, 0.004047393798828125, -0.08379149436950684, 0.05175948143005371, -0.035707950592041016, 0.01974797248840332, -0.06798791885375977, 0.19603729248046875]","[-16.83034896850586, -6.11414909362793, -16.862773895263672, 0.26982625325520837, -16.758298873901367, 3.450632095336914, -7.141590118408203, 1.3165314992268882, -13.597583770751953, 13.06915283203125]"
2,3,5,2,120,0.09016240967644586,9.383644881071866,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5]","[0.0, 0.43185997009277344, 1.4879543781280518, 1.9521617889404297, 3.4720702171325684, 3.920091152191162, 5.440254211425781, 5.888578414916992, 7.488397836685181, 7.96832013130188]","[3.390861749649048, 3.630758285522461, 3.8227224349975586, 3.935230016708374, 4.878816604614258, 5.0388054847717285, 5.343021869659424, 5.423225164413452, 6.862930059432983, 7.02284049987793, 7.310952663421631, 7.374992370605469, 8.83111572265625, 8.958949327468872, 9.279439687728882, 9.358901262283325, 10.879257917404175, 10.975067853927612, 11.35918140411377, 11.471156358718872]","[-0.06814002990722656, -0.4439055919647217, -0.03579258918762207, 0.019908428192138672, -0.05197906494140625, 0.02016305923461914, -0.05167579650878906, 0.09981942176818848, -0.02007770538330078]","[-13.628005981445312, -29.593706130981445, -7.158517837524414, 1.3272285461425781, -10.39581298828125, 1.3442039489746094, -10.335159301757812, 6.6546281178792315, -4.015541076660156]"
3,3,3,2,120,0.6060380458831787,68.84157498677573,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.3838992118835449, 1.4241924285888672, 1.856175422668457, 3.25007963180542, 3.631985664367676, 4.001353979110718, 5.344120025634766, 5.7121241092681885, 7.200074195861816, 7.6010518074035645]","[0.12384319305419922, 0.2037980556488037, 0.5077440738677979, 0.5560894012451172, 1.5480363368988037, 1.6599760055541992, 1.9800198078155518, 2.0599658489227295, 3.3739237785339355, 3.4680747985839844, 3.7558295726776123, 3.8358678817749023, 4.125198125839233, 4.188098192214966, 5.46796441078186, 5.5327441692352295, 5.835967779159546, 5.899883031845093, 7.323918342590332, 7.4363861083984375, 7.724896669387817, 7.820916414260864, 9.131992816925049, 9.212023258209229, 9.531993389129639, 9.59734296798706]","[-0.11610078811645508, -0.45970678329467773, -0.06801700592041016, -0.10609579086303711, -0.11809396743774414, -1.130631685256958, 0.8427660465240479, -1.1319959163665771, 0.9879500865936279, -1.099022388458252]","[-23.220157623291016, -30.647118886311848, -13.603401184082031, -7.073052724202474, -23.618793487548828, -75.37544568379721, 168.55320930480957, -75.46639442443848, 197.5900173187256, -73.26815923055014]"
4,3,4,2,120,0.1280054807662964,14.985620180765789,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.41596198081970215, 2.1440234184265137, 2.5439412593841553, 4.239962816238403, 4.624037265777588, 6.063775300979614, 6.463682413101196, 7.90389609336853, 8.320140600204468, 9.568111181259155]","[-0.047361135482788086, 0.06454062461853027, 0.36860179901123047, 0.416553258895874, 2.096662759780884, 2.2248802185058594, 2.496582269668579, 2.560647964477539, 4.192602157592773, 4.2883899211883545, 4.576675891876221, 4.640689373016357, 6.016415596008301, 6.0965189933776855, 6.416323184967041, 6.528350591659546, 7.856534004211426, 7.952365875244141, 8.272779941558838, 8.416250944137573, 9.520751476287842, 9.552719593048096]","[-0.08403801918029785, 0.22806143760681152, -0.1000821590423584, 0.19602155685424805, -0.11592555046081543, -0.06026196479797363, -0.10009288787841797, -0.059786319732666016, -0.0837554931640625, -0.2520294189453125]","[-16.80760383605957, 15.204095840454102, -20.01643180847168, 13.068103790283203, -23.185110092163086, -4.017464319864908, -20.018577575683594, -3.985754648844401, -16.7510986328125, -16.801961263020836]"
5,3,1,2,120,0.13062286376953125,13.634443283081055,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.4160192012786865, 1.6960070133209229, 2.1279242038726807, 3.4241113662719727, 3.9066216945648193, 5.407867431640625, 5.791953802108765, 7.727777719497681, 8.143775701522827, 9.56791067123413]","[-0.018915653228759766, 0.09311056137084961, 0.39710569381713867, 0.49304914474487305, 1.677093744277954, 1.7730607986450195, 2.109011173248291, 2.2050487995147705, 3.4051971435546875, 3.5813307762145996, 3.887705087661743, 3.981113910675049, 5.3889546394348145, 5.468926906585693, 5.773037672042847, 5.868902921676636, 7.70886492729187, 7.805554389953613, 8.124862670898438, 8.23697543144226, 9.548997640609741, 9.66085171699524, 9.901218891143799, 9.997044086456299]","[-0.08398079872131348, -0.22001218795776367, -0.06808280944824219, -0.203812837600708, -0.01748967170715332, 0.001245737075805664, -0.11591362953186035, 0.435823917388916, -0.08400201797485352, -0.07586503028869629]","[-16.796159744262695, -14.667479197184244, -13.616561889648438, -13.587522506713867, -3.497934341430664, 0.08304913838704428, -23.18272590637207, 29.054927825927734, -16.800403594970703, -5.057668685913086]"
6,3,2,2,120,0.1533758905198839,14.780945248074001,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5]","[0.0, 0.4318697452545166, 2.3520116806030273, 2.800015449523926, 4.41606330871582, 4.816601514816284, 6.079800128936768, 6.49583101272583, 7.6959614753723145, 8.191996574401855]","[-0.0565035343170166, 0.05551552772521973, 0.3753681182861328, 0.4875161647796631, 2.295508861541748, 2.4076755046844482, 2.743513345718384, 2.8394317626953125, 4.359558343887329, 4.455399036407471, 4.760099649429321, 4.8553736209869385, 6.023298501968384, 6.103300333023071, 6.439329624176025, 6.535563230514526, 7.639459133148193, 7.81532096862793, 8.135494709014893, 8.231317520141602]","[-0.0681302547454834, 0.42014193534851074, -0.05199623107910156, 0.11604785919189453, -0.09946179389953613, -0.2368013858795166, -0.0839691162109375, -0.2998695373535156, -0.003964900970458984]","[-13.62605094909668, 28.009462356567383, -10.399246215820312, 7.736523946126302, -19.892358779907227, -15.78675905863444, -16.7938232421875, -19.991302490234375, -0.7929801940917969]"
7,5,0,4,130,0.08550535382090757,10.191560634458922,"[0.0, 0.46153846153846156, 1.8461538461538463, 2.307692307692308, 3.6923076923076925, 4.153846153846154, 5.538461538461538, 6.0, 7.384615384615385, 7.846153846153847, 9.230769230769232, 9.692307692307693]","[0.0, 0.41574764251708984, 1.6479568481445312, 2.0640454292297363, 3.264101982116699, 3.6960983276367188, 4.975939989089966, 5.391754627227783, 6.736013889312744, 7.135967254638672, 8.367965698242188, 8.75174880027771]","[-0.009813547134399414, 0.07019829750061035, 0.40593504905700684, 0.5499792098999023, 1.6381444931030273, 1.71793794631958, 2.054232597351074, 2.1661605834960938, 3.254289388656616, 3.3341658115386963, 3.6862857341766357, 3.766021966934204, 4.966126918792725, 5.030226230621338, 5.3819420337677, 5.461932182312012, 6.726201057434082, 6.7902281284332275, 7.126154899597168, 7.2219812870025635, 8.358152866363525, 8.421927452087402, 8.741936445236206, 8.805973052978516, 9.990311861038208]","[-0.04579081902137172, -0.15240617898794317, -0.0454498804532566, -0.1845588317284217, -0.029542116018442144, -0.10477372316213707, -0.04572382340064429, -0.04035612253042409, -0.06158509621253394, -0.1526169410118694, -0.07775535950293921]","[-9.921344121297206, -11.007112926907007, -9.847474098205593, -13.32924895816379, -6.400791803995796, -7.566991117265458, -9.906828403472927, -2.9146088494195164, -13.343437512715683, -11.02233462863501, -16.846994558970156]"
8,5,2,4,130,0.24606520294124243,24.285663645944485,"[0.0, 0.46153846153846156, 1.8461538461538463, 2.307692307692308, 3.6923076923076925, 4.153846153846154, 5.538461538461538, 6.0, 7.384615384615385, 7.846153846153847]","[0.0, 0.36789584159851074, 2.8158113956451416, 3.183913469314575, 4.5773844718933105, 4.975738525390625, 6.191816329956055, 6.607848405838013, 8.560467004776001, 8.911885023117065]","[0.28455495834350586, 0.44434118270874023, 0.6524522304534912, 0.7646605968475342, 3.1003663539886475, 3.196448802947998, 3.4684700965881348, 3.5484871864318848, 4.861939191818237, 4.92439341545105, 5.260293960571289, 5.340880632400513, 6.476372480392456, 6.589892625808716, 6.892404079437256, 6.940523862838745, 8.845022201538086, 8.924482583999634, 9.196441173553467, 9.260520696640015]","[-0.09364261993995082, 1.0633001694312463, -0.09343638786902808, 0.00885561796335077, -0.06318440804114722, -0.16853758004995445, -0.04550638565650367, 0.5680032143226033, -0.11012044319739722]","[-20.289234320322677, 76.79390112559001, -20.24455070495608, 0.6395724084642224, -13.689955075581894, -12.17215855916338, -9.859716892242458, 41.022454367743556, -23.859429359436056]"
9,5,1,4,130,0.3931400792582053,56.27067642982559,"[0.0, 0.46153846153846156, 1.8461538461538463, 2.307692307692308, 3.6923076923076925, 4.153846153846154, 5.538461538461538, 6.0, 7.384615384615385, 7.846153846153847, 9.230769230769232, 9.692307692307693]","[0.0, 0.3518946170806885, 1.6957721710205078, 2.0957813262939453, 3.535921335220337, 3.935757875442505, 5.407985687255859, 5.792457580566406, 6.111871719360352, 7.4718756675720215, 7.903984308242798, 9.280073642730713]","[-0.1436605453491211, -0.04697871208190918, 0.20825791358947754, 0.25620365142822266, 1.5521354675292969, 1.6483807563781738, 1.9521455764770508, 2.000558614730835, 3.392285108566284, 3.4242894649505615, 3.7921221256256104, 3.8401925563812256, 5.264349699020386, 5.344207525253296, 5.6488196849823, 5.696441888809204, 5.968234539031982, 6.01699161529541, 7.328239917755127, 7.408354043960571, 7.760347366333008, 7.808433771133423, 9.136434555053711, 9.232365608215332, 9.568410634994507, 9.664608478546143]","[-0.10964384445777309, -0.040737830675565245, -0.061529306265024175, 0.05552462431100702, -0.061701921316293706, 0.08761242719797036, -0.0770665682279148, -1.0652012458214397, 0.8984654866732082, -0.9525067439446087, 0.9145508729494534]","[-23.756166299184166, -2.9421766599019343, -13.331349690755234, 4.010111755794952, -13.368749618530298, 6.327564186520084, -16.697756449381533, -76.93120108710396, 194.6675221125284, -68.79215372933282, 198.15268913904816]"
10,5,3,4,130,0.24398789039024943,31.484705029111918,"[0.0, 0.46153846153846156, 1.8461538461538463, 2.307692307692308, 3.6923076923076925, 4.153846153846154, 5.538461538461538, 6.0, 7.384615384615385, 7.846153846153847, 9.230769230769232, 9.692307692307693]","[0.0, 0.4480326175689697, 1.5519540309906006, 2.336531639099121, 3.1041834354400635, 3.5207622051239014, 4.688940763473511, 5.4087934494018555, 6.448200702667236, 6.832277059555054, 8.048076152801514, 8.848081588745117]","[0.05812478065490723, 0.15427803993225098, 0.5061578750610352, 0.5545449256896973, 1.6100800037384033, 1.6581358909606934, 2.3946564197540283, 2.4420976638793945, 3.1623077392578125, 3.2741410732269287, 3.5788869857788086, 3.626132011413574, 4.747066497802734, 4.842192649841309, 5.466917514801025, 5.594974756240845, 6.506326913833618, 6.570237874984741, 6.8904032707214355, 6.9383063316345215, 8.106201887130737, 8.154802560806274, 8.906207799911499, 8.98621916770935]","[-0.013505843969491838, -0.2806939711937537, 0.32303914657005883, -0.6169635882744422, -0.044959691854623784, -0.21643682626577476, 0.25831422438988305, -0.34520813135000417, -0.07746210465064429, -0.16881629136892506, 0.33846697440514184]","[-2.926266193389898, -20.272342363993324, 69.99181509017939, -44.55848137537638, -9.741266568501818, -15.631548563639294, 55.968081951141315, -24.93169837527807, -16.78345600763959, -12.192287709977919, 73.33451112111405]"
