trial_number,alpha_id,traj_id,rhythm_id,tempo,ave. error,ave. error (%),ref_times,recorded_times,times_from_start,error_list,errp_list
1,3,0,1,115,0.150021073,12.55483767,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.49571967124938965, 1.6955687999725342, 2.159876823425293, 3.455742359161377, 3.935791254043579, 5.247764825820923, 5.695461273193359, 7.007655382156372, 7.519375562667847]","[-0.013355731964111328, 0.13058233261108398, 0.48236513137817383, 0.6266822814941406, 1.682213544845581, 1.7945752143859863, 2.146521806716919, 2.2905309200286865, 3.442387580871582, 3.554409980773926, 3.9224367141723633, 4.050167560577393, 5.234410285949707, 5.362394332885742, 5.682106971740723, 5.810038328170776, 6.994300127029419, 7.122124671936035, 7.506020784378052, 7.666279554367065, 8.834321975708008, 8.994013547897339, 9.31404447555542, 9.474272727966309, 10.56210708618164]","[-0.026019459185392946, -0.36536826258120314, -0.057431106982023916, -0.2693518555682637, -0.04169023555258011, -0.2532438195270039, -0.07404268306234574, -0.2530232823413341, -0.01001894992330854]","[-4.987063010533648, -23.34297233157687, -11.00762883822125, -17.208590772416848, -7.990628480911194, -16.179466247558587, -14.191514253616274, -16.165376371807465, -1.9202987353008016]"
2,3,2,1,115,0.217215958,16.414614,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.49571752548217773, 1.6480929851531982, 2.1283745765686035, 3.202073574066162, 3.7130935192108154, 4.898053169250488, 5.36186408996582, 6.435443878173828, 6.914621591567993]","[-0.5041680335998535, -0.3287320137023926, -0.008443355560302734, 0.15147018432617188, 1.1439318656921387, 1.2879738807678223, 1.6242139339447021, 1.752126932144165, 2.697908878326416, 2.8579132556915283, 3.208932399749756, 3.384937286376953, 4.393887996673584, 4.569493293762207, 4.857703447341919, 4.985751152038574, 5.93127965927124, 6.074195623397827, 6.4104602336883545, 6.586456060409546, 7.563312292098999, 7.6748669147491455, 8.027042150497437, 8.155882596969604, 9.13210129737854, 9.260479211807251, 9.628019571304321]","[-0.02602160495260486, -0.41284193163332716, -0.04145753901937743, -0.4915183938067891, -0.01071918529012894, -0.3802577412646748, -0.05792820971945023, -0.49163760309633897, -0.04256141704061811]","[-4.987474282582598, -26.376012298795903, -7.94602831204734, -31.402564048767083, -2.054510513941382, -24.294244580798672, -11.102906862894635, -31.41018019782168, -8.15760493278513]"
3,3,5,1,115,0.314613126,24.58863729,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.40029096603393555, 1.472609519958496, 2.032763719558716, 2.9771461486816406, 3.4254519939422607, 4.305639028549194, 4.785654067993164, 5.634253740310669, 6.114877223968506]","[-0.42322373390197754, -0.24710345268249512, -0.022932052612304688, 0.12099051475524902, 1.0493857860565186, 1.1933963298797607, 1.6095409393310547, 1.7216391563415527, 2.5539228916168213, 2.681873083114624, 3.002209424972534, 3.1140666007995605, 3.8824164867401123, 4.04237174987793, 4.362431764602661, 4.458428859710693, 5.211029529571533, 5.33879828453064, 5.691654205322266, 5.850944757461548, 6.571265459060669, 6.699513673782349, 7.067505598068237, 7.227496385574341, 7.963682651519775, 8.107670545578003, 8.491805076599121, 8.621916055679321, 9.404470443725586, 9.532970190048218, 9.805525064468384]","[-0.12144816440084705, -0.4928988373797871, 0.03841506916543702, -0.6208349621814229, -0.07343328517416214, -0.6850303566974141, -0.041724090990812535, -0.7166177189868419, -0.041115646776946235]","[-23.277564843495686, -31.490759054819733, 7.362888256708761, -39.66445591714646, -14.074712991714419, -43.765828344557015, -7.997117439905741, -45.78390982415937, -7.880498965581354]"
4,3,3,1,115,0.282632982,23.02595245,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.4321584701538086, 1.5852930545806885, 2.017875909805298, 3.233964443206787, 3.648947238922119, 4.70617413520813, 5.1855199337005615, 5.82622218132019, 6.370054244995117]","[-0.10804224014282227, 0.052987098693847656, 0.32411742210388184, 0.45214176177978516, 1.4772515296936035, 1.6206765174865723, 1.9098317623138428, 2.0524680614471436, 3.1259145736694336, 3.2688393592834473, 3.5409061908721924, 3.6848642826080322, 4.598130941390991, 4.74116849899292, 5.077478885650635, 5.237314224243164, 5.718180418014526, 5.877466917037964, 6.262010812759399, 6.357607126235962, 7.173833608627319, 7.31877589225769, 7.574829816818237, 7.685958623886108, 8.51810336112976, 8.646117687225342, 8.902234315872192, 9.030206203460693, 9.670477628707886, 9.798506498336792, 10.086527109146118]","[-0.089580660280974, -0.4120828068774678, -0.08915627521017333, -0.3491288579028584, -0.10675633471945023, -0.5079904950183369, -0.04239333194235062, -0.9245151436847179, 0.02209293324014361]","[-17.16962655385335, -26.327512661615998, -17.088286081949885, -22.3054548104604, -20.461630821227974, -32.454948292838196, -8.125388622283875, -59.06624529096812, 4.2344788710275205]"
5,3,4,1,115,0.295569231,23.65024163,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.41616272926330566, 1.4726743698120117, 1.920386552810669, 2.8966379165649414, 3.3612287044525146, 4.272958755493164, 4.785120964050293, 5.7771124839782715, 6.209442138671875]","[-0.26251673698425293, -0.11853718757629395, 0.15364909172058105, 0.3462555408477783, 1.2101600170135498, 1.3380651473999023, 1.6578724384307861, 1.7858672142028809, 2.6341235637664795, 2.7783474922180176, 3.098712921142578, 3.226595163345337, 4.01044487953186, 4.154853343963623, 4.5226075649261475, 4.68246054649353, 5.5145978927612305, 5.642609596252441, 5.946927785873413, 6.074845790863037, 6.907163858413696, 7.018897294998169, 7.291018724441528, 7.386969089508057, 8.171069622039795, 8.299275636672974, 8.571282148361206, 8.683343887329102, 9.387408256530762, 9.483383417129517, 9.771621227264404]","[-0.10557640117147693, -0.5087057507556416, -0.07402694743612548, -0.5889660275500752, -0.05714834254720902, -0.6534873402636983, -0.009576921877653355, -0.5732258713763683, -0.08940947574117963]","[-20.235476891199745, -32.50064518716599, -14.188498258590714, -37.62838509347703, -10.953432321548402, -41.75058007240295, -1.8355766932168942, -36.62276400460133, -17.13681618372608]"
6,3,1,1,115,0.29702912,22.53549614,"[0.0, 0.5217391304347826, 2.0869565217391304, 2.608695652173913, 4.173913043478261, 4.695652173913043, 6.260869565217391, 6.782608695652173, 8.34782608695652, 8.869565217391303]","[0.0, 0.5280745029449463, 1.6009244918823242, 2.06428861618042, 3.0084686279296875, 3.4435672760009766, 4.384796619415283, 4.816830158233643, 5.6968300342559814, 6.2089738845825195]","[-0.23772811889648438, -0.0297091007232666, 0.2903475761413574, 0.4666440486907959, 1.3630876541137695, 1.5066747665405273, 1.8265612125396729, 1.986962080001831, 2.7707407474517822, 2.9306983947753906, 3.205838203430176, 3.39499568939209, 4.147068977355957, 4.29240345954895, 4.5791027545928955, 4.774226903915405, 5.459101438522339, 5.6359171867370605, 5.971246719360352, 6.132295608520508, 6.8674070835113525, 6.995619058609009, 7.267494201660156, 7.379560232162476, 8.212276220321655, 8.355585813522339, 8.677406311035156, 8.803914070129395, 9.459697961807251, 9.603909730911255, 9.89270806312561]","[0.006335372510163695, -0.49236740236696974, -0.058375006136687, -0.6210373795550801, -0.0866404823634932, -0.623988047890041, -0.08970559161642289, -0.6852175152820079, -0.009595280108245063]","[1.2142797311147082, -31.45680626233418, -11.188542842865006, -39.677388138241234, -16.606092453002873, -39.86590305964152, -17.193571726481064, -43.77778569857276, -1.839095354080302]"
7,2,0,2,120,0.311961699,24.69190915,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.44769787788391113, 1.5040361881256104, 1.9360697269439697, 2.8638722896575928, 3.296246290206909, 4.192250967025757, 4.624220848083496, 5.5202343463897705, 5.984074354171753, 6.880383014678955]","[-0.6861827373504639, -0.5262806415557861, -0.23848295211791992, -0.09419989585876465, 0.8178548812866211, 0.9618265628814697, 1.2498888969421387, 1.4099035263061523, 2.1776912212371826, 2.321617603302002, 2.610065460205078, 2.7858660221099854, 3.506070375442505, 3.61796498298645, 3.938039779663086, 4.081800222396851, 4.834053039550781, 4.961974143981934, 5.297893285751343, 5.442009449005127, 6.194201946258545, 6.3379199504852295, 6.610124111175537, 6.770143270492554, 7.538020849227905, 7.682143688201904, 7.938488483428955, 8.098128080368042, 8.946396827697754, 9.074287176132202, 9.394379377365112]","[-0.05230212211608887, -0.4436616897583008, -0.06796646118164062, -0.572197437286377, -0.0676259994506836, -0.6039953231811523, -0.06803011894226074, -0.6039865016937256, -0.03615999221801758, -0.6036913394927979]","[-10.460424423217773, -29.57744598388672, -13.593292236328125, -38.1464958190918, -13.525199890136719, -40.266354878743485, -13.606023788452148, -40.26576677958171, -7.231998443603516, -40.24608929951985]"
8,2,4,2,120,0.382184458,35.34189224,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.3679685592651367, 1.2640209197998047, 1.600088119506836, 2.4963035583496094, 2.880465269088745, 3.8241474628448486, 4.176224946975708, 5.008236646652222, 5.328242063522339, 6.178155422210693]","[-0.18786311149597168, -0.011917591094970703, 0.18010616302490234, 0.3721046447753906, 1.0761585235595703, 1.2202346324920654, 1.4122257232666016, 1.5722534656524658, 2.308440685272217, 2.4202401638031006, 2.6926023960113525, 2.8233609199523926, 3.6362855434417725, 3.7643752098083496, 3.988363027572632, 4.10029149055481, 4.820374250411987, 4.94879150390625, 5.1403796672821045, 5.284397602081299, 5.990292072296143, 6.132442951202393, 6.420480728149414, 6.59655499458313, 7.300529718399048, 7.46065092086792, 8.164746761322021, 8.292824745178223, 8.516654014587402, 8.612744331359863, 9.396651983261108, 9.50869631767273, 9.734294414520264, 9.812692642211914]","[-0.13203144073486328, -0.603947639465332, -0.16393280029296875, -0.6037845611572266, -0.11583828926086426, -0.5563178062438965, -0.14792251586914062, -0.6679883003234863, -0.1799945831298828, -0.6500866413116455]","[-26.406288146972656, -40.26317596435547, -32.78656005859375, -40.25230407714844, -23.16765785217285, -37.087853749593094, -29.584503173828125, -44.53255335489909, -35.99891662597656, -43.33910942077637]"
9,2,1,2,120,0.334367466,27.43843714,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.3849306106567383, 1.472233533859253, 1.952007532119751, 2.8001015186309814, 3.264301061630249, 4.240169048309326, 4.64092755317688, 5.376177549362183, 5.760469436645508, 6.656325340270996]","[-0.5886168479919434, -0.4287102222442627, -0.20368504524230957, -0.04465365409851074, 0.883617639541626, 0.995459794998169, 1.3633930683135986, 1.4914846420288086, 2.2114861011505127, 2.3555245399475098, 2.6756856441497803, 2.835583448410034, 3.6515538692474365, 3.7796897888183594, 4.052312612533569, 4.163485050201416, 4.787561893463135, 4.915527820587158, 5.171854019165039, 5.283734321594238, 6.0677101612091064, 6.196077346801758, 6.499928712844849, 6.599183797836304, 7.240058422088623, 7.347891330718994, 7.638396263122559, 7.7477641105651855, 8.388025760650635, 8.579804182052612, 8.931721210479736, 9.124153852462769, 9.55626630783081]","[-0.11506938934326172, -0.41269707679748535, -0.020226001739501953, -0.6519060134887695, -0.03580045700073242, -0.5241320133209229, -0.09924149513244629, -0.7647500038146973, -0.1157081127166748, -0.6041440963745117]","[-23.013877868652344, -27.51313845316569, -4.045200347900391, -43.4604008992513, -7.160091400146484, -34.94213422139485, -19.848299026489258, -50.983333587646484, -23.14162254333496, -40.27627309163411]"
10,2,5,2,120,0.432745433,40.96388022,"[0.0, 0.5, 2.0, 2.5, 4.0, 4.5, 6.0, 6.5, 8.0, 8.5, 10.0]","[0.0, 0.3039100170135498, 1.231637954711914, 1.551711082458496, 2.367979049682617, 2.6557302474975586, 3.5204110145568848, 3.807863235473633, 4.640341281890869, 5.248091697692871, 5.888046503067017]","[-0.6408340930938721, -0.48082947731018066, -0.33692169189453125, -0.17685604095458984, 0.5908050537109375, 0.7032172679901123, 0.9108800888061523, 1.0250244140625, 1.7271463871002197, 1.8235561847686768, 2.0148980617523193, 2.0950074195861816, 2.8795766830444336, 2.974989891052246, 3.1670308113098145, 3.2789924144744873, 3.9995033740997314, 4.127623558044434, 4.607259511947632, 4.70352029800415, 5.247212648391724, 5.359004497528076, 5.60016942024231, 5.714040040969849, 6.671069145202637, 6.767134666442871, 7.007461071014404, 7.18311619758606, 8.079782485961914, 8.20762038230896, 8.927294731140137, 9.039263010025024, 9.16715145111084, 9.263503789901733]","[-0.1960899829864502, -0.5722720623016357, -0.17992687225341797, -0.6837320327758789, -0.2122488021850586, -0.6353192329406738, -0.21254777908325195, -0.6675219535827637, 0.10775041580200195, -0.8600451946258545]","[-39.21799659729004, -38.151470820109054, -35.985374450683594, -45.58213551839192, -42.44976043701172, -42.35461552937825, -42.50955581665039, -44.50146357218425, 21.55008316040039, -57.3363463083903]"
