trial_number,alpha_id,traj_id,human_ave,overall_ave,human_total,overall_total,human_dim_ave,overall_dim_ave,human_dim_total,overall_dim_total
1,5,1,0.015099825991224919,0.015099825991224919,6.281527612349566,6.281527612349566,"[0.018517358233954267, 0.00768405387238638, 0.010516129289459577]","[0.018517358233954267, 0.00768405387238638, 0.010516129289459577]","[7.703221025324975, 3.196566410912734, 4.374709784415184]","[7.703221025324975, 3.196566410912734, 4.374709784415184]"
2,5,2,0.013119599077153783,0.013119599077153783,5.44463361701882,5.44463361701882,"[0.01677259909890081, 0.00568642827507475, 0.01054530964710395]","[0.01677259909890081, 0.00568642827507475, 0.01054530964710395]","[6.960628626043836, 2.3598677341560212, 4.376303503548139]","[6.960628626043836, 2.3598677341560212, 4.376303503548139]"
3,5,3,0.013990787824288328,0.013990787824288328,5.8201677349039445,5.8201677349039445,"[0.03081323630472107, 0.007133276132245685, 0.010672663998810127]","[0.03081323630472107, 0.007133276132245685, 0.010672663998810127]","[12.818306302763965, 2.967442871014205, 4.439828223505013]","[12.818306302763965, 2.967442871014205, 4.439828223505013]"
4,5,4,0.01890700646196606,0.01890700646196606,7.8653146881778815,7.8653146881778815,"[0.01614265282726812, 0.009939001662743753, 0.014073050970831114]","[0.01614265282726812, 0.009939001662743753, 0.014073050970831114]","[6.715343576143538, 4.134624691701402, 5.854389203865743]","[6.715343576143538, 4.134624691701402, 5.854389203865743]"
5,5,5,0.016469321579690863,0.016469321579690863,6.8512377771513995,6.8512377771513995,"[0.019494104500672786, 0.007847140095395062, 0.012805602953428778]","[0.019494104500672786, 0.007847140095395062, 0.012805602953428778]","[8.109547472279878, 3.2644102796843457, 5.327130828626371]","[8.109547472279878, 3.2644102796843457, 5.327130828626371]"
6,3,5,0.027414133423969946,0.016448480054381973,11.376865370947527,6.8261192225685186,"[0.015543714079844968, 0.013054119637812936, 0.020483336422392567]","[0.009326228447906986, 0.007832471782687759, 0.012290001853435541]","[6.450641343135661, 5.417459649692368, 8.500584615292915]","[3.8703848058813994, 3.25047578981542, 5.1003507691757495]"
7,3,1,0.02526776178454438,0.015160657070726639,10.511388902370463,6.306833341422282,"[0.017773623572913864, 0.017348977560993996, 0.014475437784599032]","[0.010664174143748333, 0.010409386536596399, 0.00868526267075943]","[7.393827406332168, 7.217174665373503, 6.021782118393197]","[4.436296443799306, 4.330304799224102, 3.6130692710359225]"
8,3,3,0.020635917718220424,0.01238155063093224,8.584541770779696,5.150725062467812,"[0.042229907164444865, 0.010008833801503027, 0.016876081240935252]","[0.02533794429866693, 0.006005300280901811, 0.01012564874456115]","[17.567641380409064, 4.163674861425259, 7.020449796229065]","[10.540584828245443, 2.4982049168551534, 4.212269877737438]"
9,3,4,0.016987932378090074,0.010192759426854046,7.06697986928547,4.240187921571283,"[0.022385200053075947, 0.01017355457506172, 0.010911466187089717]","[0.013431120031845562, 0.006104132745037036, 0.0065468797122538325]","[9.312243222079594, 4.232198703225675, 4.5391699338293225]","[5.587345933247754, 2.5393192219354073, 2.7235019602975945]"
10,3,2,0.017840957251960183,0.010704574351176104,7.421838216815436,4.453102930089259,"[0.02342560123778458, 0.00845817893549592, 0.013873291416609701]","[0.01405536074267075, 0.005074907361297546, 0.008323974849965825]","[9.745050114918385, 3.518602437166303, 5.771289229309636]","[5.847030068951033, 2.111161462299779, 3.4627735375857833]"
