trial_number,alpha_id,traj_id,human_ave,overall_ave,human_total,overall_total,human_dim_ave,overall_dim_ave,human_dim_total,overall_dim_total
1,5,1,0.056994075917534213,0.056994075917534213,23.6525415057767,23.6525415057767,"[0.029954568885612782, 0.03471909550351459, 0.03886643359549729]","[0.029954568885612782, 0.03471909550351459, 0.03886643359549729]","[12.431146087529305, 14.408424633958553, 16.129569942131376]","[12.431146087529305, 14.408424633958553, 16.129569942131376]"
2,5,2,0.05290857460782134,0.05290857460782134,22.009967036853677,22.009967036853677,"[0.02505066571911394, 0.03325846179214154, 0.03704819309729576]","[0.02505066571911394, 0.03325846179214154, 0.03704819309729576]","[10.421076939151398, 13.83552010553088, 15.412048328475036]","[10.421076939151398, 13.83552010553088, 15.412048328475036]"
3,5,3,0.05450051949472435,0.05450051949472435,22.67221610980533,22.67221610980533,"[0.026545065596676, 0.034116773762674905, 0.03819309973439204]","[0.026545065596676, 0.034116773762674905, 0.03819309973439204]","[11.042747288217216, 14.19257788527276, 15.888329489507088]","[11.042747288217216, 14.19257788527276, 15.888329489507088]"
4,5,4,0.04614045257949723,0.04614045257949723,19.14828782049135,19.14828782049135,"[0.01313289624574785, 0.02967213928721755, 0.031121047612333447]","[0.01313289624574785, 0.02967213928721755, 0.031121047612333447]","[5.450151941985358, 12.313937804195282, 12.91523475911838]","[5.450151941985358, 12.313937804195282, 12.91523475911838]"
5,5,5,0.04650346780725733,0.04650346780725733,19.34544260781905,19.34544260781905,"[0.01396834101351018, 0.03207791010440581, 0.029389600646209955]","[0.01396834101351018, 0.03207791010440581, 0.029389600646209955]","[5.810829861620235, 13.344410603432818, 12.226073868823342]","[5.810829861620235, 13.344410603432818, 12.226073868823342]"
6,3,2,0.09763431024466748,0.05858058614680046,40.61587306178167,24.36952383706899,"[0.057207865319657394, 0.079925575598412, 0.04181282604969288]","[0.03432471919179443, 0.04795534535904721, 0.02508769562981574]","[23.798471972977477, 33.24903944893939, 17.39413563667224]","[14.279083183786483, 19.94942366936364, 10.436481382003349]"
7,3,4,0.13237673030931335,0.07942603818558797,55.06871980867435,33.041231885204596,"[0.012315391808355539, 0.11698750311769161, 0.04816477178720106]","[0.007389235085013322, 0.07019250187061496, 0.02889886307232065]","[5.123202992275904, 48.66680129695971, 20.036545063475643]","[3.0739217953655418, 29.20008077817582, 12.02192703808539]"
8,3,5,0.08709321027306793,0.05225592616384077,36.23077547359626,21.73846528415776,"[0.032272867479455056, 0.07642458277485703, 0.03659891405054562]","[0.019363720487673035, 0.04585474966491417, 0.02195934843032736]","[13.425512871453302, 31.792626434340526, 15.225148245026979]","[8.055307722871982, 19.075575860604296, 9.135088947016182]"
9,3,3,0.08948669346629716,0.05369201607977822,37.13697778851332,22.28218667310796,"[0.012155353856764419, 0.0705628589428243, 0.048840759565494114]","[0.007293212314058646, 0.0423377153656946, 0.02930445573929642]","[5.044471850557234, 29.283586461272083, 20.268915219680057]","[3.026683110334338, 17.57015187676326, 12.161349131808015]"
10,3,1,0.07050669255363827,0.042304015532183,29.330784102313523,17.59847046138813,"[0.051300986030807745, 0.0450901816845689, 0.04776563591713179]","[0.030780591618484638, 0.02705410901074135, 0.028659381550279032]","[21.34121018881602, 18.757515580780662, 19.870504541526824]","[12.80472611328961, 11.254509348468401, 11.922302724916078]"
