trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
19,4,5,0.016325698617870473,0.022981845269484304,0.012753122027182264,6.791490625034117,9.56044763210547,5.305298763307822,"[0.01615494585169452, 0.010388048150722601, 0.0100426865729592]","[0.0, 0.0, 0.022981845269484304]","[0.01292395668135561, 0.008310438520578086, 0.007691725508437142]","[6.72045747430492, 4.321428030700602, 4.177757614351027]","[0.0, 0.0, 9.56044763210547]","[5.376365979443934, 3.4571424245604834, 3.1997578115098513]"
20,4,2,0.015606080118916055,0.025249762842388262,0.01176801576146151,6.492129329469079,10.503901342433517,4.895494556767988,"[0.021805011096979833, 0.00908977205561057, 0.010967090384467103]","[0.0, 0.0, 0.025249762842388262]","[0.01744400887758389, 0.007271817644488461, 0.007606027957362869]","[9.07088461634361, 3.781345175133997, 4.562309599938315]","[0.0, 0.0, 10.503901342433517]","[7.256707693074898, 3.0250761401071995, 3.1641076302629534]"
21,2,2,0.03583965230830393,0.025246027218509284,0.01898430599704809,14.87345570794613,10.477101295681353,7.878486988774958,"[0.0400704139326858, 0.014676498645121312, 0.030209389301415587]","[0.0, 0.0, 0.025246027218509284]","[0.016028165573074293, 0.005870599458048529, 0.016238897709619213]","[16.629221782064608, 6.090746937725345, 12.536896560087468]","[0.0, 0.0, 10.477101295681353]","[6.651688712825831, 2.4362987750901395, 6.739142549491974]"
22,2,5,0.02870216325128294,0.022981845269484304,0.018013877152838982,11.940099912533704,9.56044763210547,7.493772895581017,"[0.06601490516982701, 0.0118707536762942, 0.021970686450720773]","[0.0, 0.0, 0.022981845269484304]","[0.0264059620679308, 0.004748301470517683, 0.016360587486399798]","[27.46220055064804, 4.938233529338388, 9.139805563499841]","[0.0, 0.0, 9.56044763210547]","[10.984880220259214, 1.9752934117353562, 6.806004394342316]"
23,2,4,0.03239235430468203,0.024430745429344737,0.01817827501757563,13.475219390747725,10.16319009860741,7.562162407311462,"[0.03863807031920725, 0.01635014478767849, 0.024293070136672527]","[0.0, 0.0, 0.024430745429344737]","[0.01545522812768288, 0.006540057915071395, 0.015430956162617127]","[16.073437252790214, 6.801660231674251, 10.10591717685577]","[0.0, 0.0, 10.16319009860741]","[6.429374901116078, 2.7206640926697, 6.419277763648725]"
24,2,3,0.03062266726234544,0.022774016811153555,0.015029348175464533,12.739029581135703,9.473990993439878,6.252208840993246,"[0.03860515241303609, 0.01153169411342175, 0.027267523106447526]","[0.0, 0.0, 0.022774016811153555]","[0.015442060965214431, 0.0046126776453687, 0.01363718257222396]","[16.059743403823013, 4.797184751183448, 11.34328961228217]","[0.0, 0.0, 9.473990993439878]","[6.423897361529203, 1.9188739004733792, 5.6730679500451675]"
25,2,1,0.024747438862858025,0.02230948571009693,0.01421083503165983,10.294934566948939,9.280746055400323,5.91170737317049,"[0.02550624493334095, 0.016941121604896463, 0.015370556605601013]","[0.0, 0.0, 0.02230948571009693]","[0.010202497973336389, 0.006776448641958588, 0.010514291287621639]","[10.610597892269835, 7.047506587636928, 6.394151547930021]","[0.0, 0.0, 9.280746055400323]","[4.244239156907938, 2.8190026350547726, 4.373945175650602]"
26,1,1,0.03804068200746318,0.02230948571009693,0.017385266756001633,15.824923715104685,9.280746055400323,7.232270970496679,"[0.01470961546608949, 0.025266020634547217, 0.024103889389026648]","[0.0, 0.0, 0.02230948571009693]","[0.0029419230932179008, 0.005053204126909447, 0.016055652492356513]","[6.119200033893228, 10.510664583971643, 10.027217985835085]","[0.0, 0.0, 9.280746055400323]","[1.2238400067786468, 2.10213291679433, 6.67915143682031]"
27,1,3,0.03589974821100987,0.022774016811153555,0.01799046781480596,14.934295255780107,9.473990993439878,7.484034610959279,"[0.031967615012831734, 0.010970429369068009, 0.03267902995901705]","[0.0, 0.0, 0.022774016811153555]","[0.006393523002566354, 0.0021940858738136036, 0.01758386940602826]","[13.298527845338, 4.563698617532292, 13.594476462951093]","[0.0, 0.0, 9.473990993439878]","[2.6597055690676035, 0.9127397235064592, 7.314889672907756]"
28,1,5,0.04923173509553786,0.022981845269484304,0.018503725134902383,20.48040179974375,9.56044763210547,7.697549656119391,"[0.01235850358615003, 0.01483910374145825, 0.04422769105326842]","[0.0, 0.0, 0.022981845269484304]","[0.0024717007172300027, 0.0029678207482916534, 0.017865381848994513]","[5.141137491838412, 6.173067156446632, 18.398719478159663]","[0.0, 0.0, 9.56044763210547]","[1.0282274983676811, 1.2346134312893278, 7.431998849181717]"
29,1,2,0.05783186740345022,0.025249762842388262,0.0220034055838304,24.05805683983529,10.503901342433517,9.153416722873446,"[0.053053663396967043, 0.036814819801234216, 0.0383528140208303]","[0.0, 0.0, 0.025249762842388262]","[0.010610732679393407, 0.00736296396024685, 0.01961332215213017]","[22.07032397313829, 15.314965037313435, 15.954770632665406]","[0.0, 0.0, 10.503901342433517]","[4.414064794627658, 3.0629930074626897, 8.15914201528615]"
30,1,4,0.05215546690792426,0.024430745429344737,0.02121546526186639,21.69667423369649,10.16319009860741,8.825633548936418,"[0.019488677512071666, 0.033999042186425854, 0.03316472264675279]","[0.0, 0.0, 0.024430745429344737]","[0.0038977355024143404, 0.006799808437285165, 0.018634744935002858]","[8.107289845021812, 14.143601549553155, 13.796524621049162]","[0.0, 0.0, 10.16319009860741]","[1.6214579690043656, 2.8287203099106284, 7.7520538929611895]"
