trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
19,1,2,0.032709878,0.025249763,0.020612005,13.60730939,10.50390134,8.574594011,"[0.03096082839044604, 0.012737273198264452, 0.02759549186492877]","[0.0, 0.0, 0.025249762842388262]","[0.00619216567808921, 0.0025474546396528955, 0.02022637629676113]","[12.879704610425552, 5.298705650478012, 11.479724615810369]","[0.0, 0.0, 10.503901342433517]","[2.5759409220851115, 1.0597411300956046, 8.41417253945263]"
20,1,5,0.027945379,0.022981845,0.01735359,11.62527749,9.560447632,7.219093329,"[0.056400448769690754, 0.013639572655249309, 0.021713972343943812]","[0.0, 0.0, 0.022981845269484304]","[0.011280089753938155, 0.002727914531049862, 0.01677112459418861]","[23.462586688191355, 5.674062224583713, 9.033012495080627]","[0.0, 0.0, 9.56044763210547]","[4.6925173376382725, 1.1348124449167427, 6.976787831182461]"
21,5,3,0.019040628,0.022828587,0.019040628,7.901860483,9.473863619,7.901860483,"[0.056444107459706044, 0.00984564018771861, 0.014986288372084164]","[0.0, 0.0, 0.0228285870338594]","[0.056444107459706044, 0.00984564018771861, 0.014986288372084164]","[23.424304595778008, 4.085940677903223, 6.219309674414928]","[0.0, 0.0, 9.47386361905165]","[23.424304595778008, 4.085940677903223, 6.219309674414928]"
22,5,2,0.015813884,0.025249763,0.015813884,6.578575576,10.50390134,6.578575576,"[0.01706678102794029, 0.008266507221881884, 0.011690025532365702]","[0.0, 0.0, 0.025249762842388262]","[0.01706678102794029, 0.008266507221881884, 0.011690025532365702]","[7.09978090762316, 3.4388670043028635, 4.863050621464132]","[0.0, 0.0, 10.503901342433517]","[7.09978090762316, 3.4388670043028635, 4.863050621464132]"
23,5,1,0.017009439,0.022309486,0.017009439,7.075926741,9.280746055,7.075926741,"[0.0325237181032498, 0.005706582509075674, 0.01455356111906604]","[0.0, 0.0, 0.02230948571009693]","[0.0325237181032498, 0.005706582509075674, 0.01455356111906604]","[13.529866730951916, 2.3739383237754805, 6.054281425531473]","[0.0, 0.0, 9.280746055400323]","[13.529866730951916, 2.3739383237754805, 6.054281425531473]"
24,5,5,0.016164423,0.022981845,0.016164423,6.724400033,9.560447632,6.724400033,"[0.023721059230605083, 0.007474602580644932, 0.013084040196726016]","[0.0, 0.0, 0.022981845269484304]","[0.023721059230605083, 0.007474602580644932, 0.013084040196726016]","[9.867960639931715, 3.1094346735482916, 5.4429607218380225]","[0.0, 0.0, 9.56044763210547]","[9.867960639931715, 3.1094346735482916, 5.4429607218380225]"
25,5,4,0.01313662,0.024430745,0.01313662,5.464834004,10.1631901,5.464834004,"[0.02522794721573296, 0.006320468617392863, 0.010136355285617552]","[0.0, 0.0, 0.024430745429344737]","[0.02522794721573296, 0.006320468617392863, 0.010136355285617552]","[10.494826041744911, 2.6293149448354307, 4.2167237988169015]","[0.0, 0.0, 10.16319009860741]","[10.494826041744911, 2.6293149448354307, 4.2167237988169015]"
26,4,4,0.022166283,0.024430745,0.01739516,9.221173841,10.1631901,7.236386386,"[0.05599148157421884, 0.014354536406055236, 0.013698089138442594]","[0.0, 0.0, 0.024430745429344737]","[0.04479318525937511, 0.01148362912484419, 0.010747072588827495]","[23.292456334875038, 5.971487144918978, 5.698405081592119]","[0.0, 0.0, 10.16319009860741]","[18.633965067900046, 4.777189715935183, 4.470782196952238]"
27,4,5,0.020753641,0.022981845,0.017539757,8.633514455,9.560447632,7.296539048,"[0.05594073092312095, 0.009811233932778291, 0.016771374802028734]","[0.0, 0.0, 0.022981845269484304]","[0.04475258473849676, 0.007848987146222643, 0.014351606552189351]","[23.271344064018315, 4.081473316035769, 6.976891917643953]","[0.0, 0.0, 9.56044763210547]","[18.617075251214654, 3.2651786528286197, 5.97026832571077]"
28,4,2,0.016173306,0.025249763,0.012199856,6.72809521,10.50390134,5.075139958,"[0.029662324965216296, 0.007440990979861141, 0.013118448600472989]","[0.0, 0.0, 0.025249762842388262]","[0.023729859972173025, 0.005952792783888921, 0.009793581349609596]","[12.33952718552998, 3.0954522476222346, 5.457274617796763]","[0.0, 0.0, 10.503901342433517]","[9.871621748423978, 2.4763617980977912, 4.074129841437592]"
29,4,3,0.01695066,0.022818065,0.014076554,7.034523809,9.469496821,5.841770006,"[0.03553732854064905, 0.008058654134356032, 0.013005978635028682]","[0.0, 0.0, 0.022818064630025035]","[0.02842986283251923, 0.006446923307484821, 0.011407310042923061]","[14.747991344369357, 3.3443414657577533, 5.397481133536903]","[0.0, 0.0, 9.469496821460389]","[11.79839307549548, 2.6754731726062007, 4.734033667813071]"
30,4,1,0.01962005,0.022309486,0.0155357,8.161940769,9.280746055,6.46285113,"[0.04563529663934042, 0.008926045847383476, 0.015410080898319151]","[0.0, 0.0, 0.02230948571009693]","[0.03650823731147232, 0.007140836677906775, 0.012375220663546523]","[18.984283401965616, 3.713235072511526, 6.410593653700767]","[0.0, 0.0, 9.280746055400323]","[15.187426721572486, 2.9705880580092185, 5.148091796035353]"
