trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
15,5,4,0.01847149575772762,0.024476515649908395,0.01847149575772762,7.665670739456963,10.157753994711983,7.665670739456963,"[0.04819047367359071, 0.006285464778078366, 0.015632293431104678]","[0.0, 0.0, 0.024476515649908395]","[0.04819047367359071, 0.006285464778078366, 0.015632293431104678]","[19.999046574540145, 2.608467882902522, 6.4874017739084415]","[0.0, 0.0, 10.157753994711983]","[19.999046574540145, 2.608467882902522, 6.4874017739084415]"
16,4,4,0.014498588202352648,0.024430745429344737,0.012416651185494221,6.0314126921787015,10.16319009860741,5.165326893165596,"[0.04107705030075285, 0.00804568651961942, 0.009692871474736365]","[0.0, 0.0, 0.024430745429344737]","[0.03286164024060227, 0.0064365492156955315, 0.008941644324260496]","[17.088052925113185, 3.3470055921616786, 4.032234533490328]","[0.0, 0.0, 10.16319009860741]","[13.670442340090545, 2.677604473729341, 3.719724038892366]"
17,4,2,0.01998386402333613,0.025249762842388262,0.016866727593140857,8.31328743370783,10.503901342433517,7.0165586787465966,"[0.04736523680337594, 0.013003988971939785, 0.012633065933114453]","[0.0, 0.0, 0.025249762842388262]","[0.03789218944270076, 0.010403191177551816, 0.010802989667377109]","[19.70393851020439, 5.409659412326951, 5.255355428175612]","[0.0, 0.0, 10.503901342433517]","[15.763150808163516, 4.327727529861556, 4.494043701628877]"
18,4,1,0.023903524778215397,0.02230948571009693,0.017505906199329953,9.943866307737606,9.280746055400323,7.282456978921261,"[0.03375361516728859, 0.012387046376689933, 0.01828913813164285]","[0.0, 0.0, 0.02230948571009693]","[0.02700289213383089, 0.009909637101351952, 0.012698047949483442]","[14.041503909592054, 5.153011292703012, 7.608281462763425]","[0.0, 0.0, 9.280746055400323]","[11.23320312767365, 4.122409034162412, 5.282387946985112]"
19,4,3,0.022584292660479448,0.022774016811153555,0.017235827883902922,9.39506574675945,9.473990993439878,7.170104399703615,"[0.07222035704279262, 0.011745548475933235, 0.017620880472567133]","[0.0, 0.0, 0.022774016811153555]","[0.05777628563423413, 0.009396438780746587, 0.012837500759803448]","[30.043668529801728, 4.886148165988226, 7.330286276587928]","[0.0, 0.0, 9.473990993439878]","[24.034934823841397, 3.9089185327905804, 5.3404003160782345]"
20,4,5,0.02983216187860322,0.022981845269484304,0.023518060220145957,12.41017934149894,9.56044763210547,9.783513051580718,"[0.01936391421603121, 0.011934841269106154, 0.025318769017148652]","[0.0, 0.0, 0.022981845269484304]","[0.015491131372824945, 0.009547873015284921, 0.019849623239340256]","[8.055388313868983, 4.96489396794816, 10.532607911133839]","[0.0, 0.0, 9.56044763210547]","[6.444310651095177, 3.9719151743585273, 8.257443267565547]"
21,2,1,0.032004934907858086,0.02233690450840456,0.01534062786393461,13.282047986761107,9.269815370987892,6.366360563532863,"[0.0153785183838797, 0.022185324391151916, 0.0187522647321686]","[0.0, 0.0, 0.02233690450840456]","[0.006151407353551883, 0.008874129756460757, 0.011260104457903342]","[6.3820851293100755, 9.206909622328045, 7.78218986384997]","[0.0, 0.0, 9.269815370987892]","[2.5528340517240315, 3.6827638489312142, 4.672943350029887]"
22,2,3,0.022620038991727938,0.0228285870338594,0.014599391813323512,9.387316181567094,9.47386361905165,6.058747602529258,"[0.0251828902628836, 0.01007019920752849, 0.01882524483231641]","[0.0, 0.0, 0.0228285870338594]","[0.010073156105153446, 0.004028079683011398, 0.013515043220528803]","[10.450899459096695, 4.179132671124323, 7.812476605411311]","[0.0, 0.0, 9.47386361905165]","[4.18035978363868, 1.6716530684497302, 5.608742936519453]"
23,2,4,0.0313926851077144,0.024430745429344737,0.01605737501550271,13.059357004809192,10.16319009860741,6.679868006449127,"[0.0071834064684864135, 0.012580670006468517, 0.02614128838395854]","[0.0, 0.0, 0.024430745429344737]","[0.002873362587394563, 0.0050322680025874054, 0.014175202476868261]","[2.988297090890348, 5.233558722690903, 10.874775967726753]","[0.0, 0.0, 10.16319009860741]","[1.1953188363561382, 2.0934234890763608, 5.8968842303771964]"
24,2,5,0.02731585317892604,0.022981845269484304,0.015463342329034659,11.363394922433233,9.56044763210547,6.432750408878418,"[0.011625936653275326, 0.011225685417384083, 0.021727082325066923]","[0.0, 0.0, 0.022981845269484304]","[0.004650374661310124, 0.004490274166953632, 0.013887119106690337]","[4.836389647762536, 4.669885133631778, 9.03846624722784]","[0.0, 0.0, 9.56044763210547]","[1.9345558591050116, 1.8679540534527108, 5.77704154838318]"
25,2,2,0.036478558162285214,0.025249762842388262,0.02097967773101883,15.175080195510649,10.503901342433517,8.727545936103834,"[0.017001526303979025, 0.018365684625655805, 0.027117273787406446]","[0.0, 0.0, 0.025249762842388262]","[0.006800610521591611, 0.007346273850262324, 0.0179732593983722]","[7.072634942455275, 7.640124804272815, 11.280785895561081]","[0.0, 0.0, 10.503901342433517]","[2.8290539769821104, 3.0560499217091266, 7.476875909722836]"
26,1,2,0.04809929913518039,0.025249762842388262,0.022509953062940995,20.009308440235042,10.503901342433517,9.364140474183454,"[0.01839955343113131, 0.027739306115204452, 0.03464410984742479]","[0.0, 0.0, 0.025249762842388262]","[0.0036799106862262596, 0.0055478612230408925, 0.021333628438842487]","[7.654214227350625, 11.539551343925051, 14.411949696528714]","[0.0, 0.0, 10.503901342433517]","[1.530842845470124, 2.3079102687850113, 8.874789430558474]"
27,1,5,0.031138922090368726,0.022981845269484304,0.018900275907308556,12.95379158959339,9.56044763210547,7.862514777440359,"[0.008943422630518918, 0.015128820137802422, 0.024706101426810217]","[0.0, 0.0, 0.022981845269484304]","[0.0017886845261037827, 0.003025764027560486, 0.01835874896613092]","[3.7204638142958695, 6.293589177325807, 10.27773819355305]","[0.0, 0.0, 9.56044763210547]","[0.7440927628591736, 1.258717835465162, 7.637239569910462]"
28,1,3,0.033889310358038584,0.022774016811153555,0.018315072085075802,14.09795310894405,9.473990993439878,7.6190699873915335,"[0.00838711075760501, 0.017471804336091204, 0.025135994090005605]","[0.0, 0.0, 0.022774016811153555]","[0.0016774221515209976, 0.003494360867218239, 0.017562830856212852]","[3.489038075163684, 7.268270603813941, 10.456573541442332]","[0.0, 0.0, 9.473990993439878]","[0.697807615032735, 1.4536541207627873, 7.3061376361845465]"
29,1,4,0.037754910416582396,0.024430745429344737,0.019950546286589203,15.706042733298275,10.16319009860741,8.299427255221108,"[0.007909716270994424, 0.018866192492927793, 0.030783237995110388]","[0.0, 0.0, 0.024430745429344737]","[0.0015819432541988852, 0.003773238498585561, 0.019237408810865393]","[3.2904419687336803, 7.848336077057962, 12.805827005965922]","[0.0, 0.0, 10.16319009860741]","[0.6580883937467362, 1.5696672154115934, 8.002762065320004]"
30,1,1,0.045564994898797534,0.02230948571009693,0.018715665163918024,18.955037877899773,9.280746055400323,7.785716708189898,"[0.021661185692923766, 0.036890236713813196, 0.02006748009144473]","[0.0, 0.0, 0.02230948571009693]","[0.00433223713858475, 0.007378047342762647, 0.01610612744451242]","[9.011053248256287, 15.34633847294629, 8.348071718041007]","[0.0, 0.0, 9.280746055400323]","[1.802210649651256, 3.069267694589261, 6.700149016917168]"
