trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
18,4,3,0.019003559672641605,0.022774016811153555,0.015534123725890176,7.905480823818907,9.473990993439878,6.462195469970314,"[0.029640791226926852, 0.013988543278619009, 0.010088789983751909]","[0.0, 0.0, 0.022774016811153555]","[0.023712632981541477, 0.011190834622895217, 0.008242937729187157]","[12.33056915040157, 5.819234003905508, 4.196936633240794]","[0.0, 0.0, 9.473990993439878]","[9.864455320321255, 4.65538720312441, 3.4290620953418576]"
19,4,5,0.01802445636892129,0.022981845269484304,0.016288958870780194,7.498173849471257,9.56044763210547,6.77620689024456,"[0.010435877218983695, 0.012016650045115913, 0.011604387639098065]","[0.0, 0.0, 0.022981845269484304]","[0.008348701775186944, 0.009613320036092731, 0.01158949173923179]","[4.3413249230972175, 4.99892641876822, 4.827425257864795]","[0.0, 0.0, 9.56044763210547]","[3.4730599384777685, 3.999141135014576, 4.821228563520425]"
20,4,4,0.024168437654444527,0.024430745429344737,0.020261573163084377,10.054070064248924,10.16319009860741,8.428814435843101,"[0.011972947936086146, 0.01741174335108953, 0.01472218095292365]","[0.0, 0.0, 0.024430745429344737]","[0.009578358348868922, 0.013929394680871593, 0.013228401532882877]","[4.9807463414118365, 7.243285234053244, 6.124427276416238]","[0.0, 0.0, 10.16319009860741]","[3.9845970731294718, 5.794628187242583, 5.503015037679277]"
21,2,2,0.02218287695296413,0.025249762842388262,0.016908299955696995,9.228076812433077,10.503901342433517,7.03385278156995,"[0.045391680073407964, 0.009718965412760001, 0.018200806054321284]","[0.0, 0.0, 0.025249762842388262]","[0.018156672029363174, 0.003887586165103996, 0.015932518983630364]","[18.882938910537714, 4.043089611708161, 7.571535318597654]","[0.0, 0.0, 10.503901342433517]","[7.55317556421508, 1.6172358446832624, 6.627927897190232]"
22,2,5,0.03535292960541802,0.022981845269484304,0.016085172648958077,14.706818715853897,9.56044763210547,6.691431821966559,"[0.04910386534531133, 0.007191511421935198, 0.033916795914028755]","[0.0, 0.0, 0.022981845269484304]","[0.01964154613812452, 0.002876604568774079, 0.015199709891799758]","[20.427207983649513, 2.9916687515250424, 14.109387100235963]","[0.0, 0.0, 9.56044763210547]","[8.170883193459801, 1.196667500610017, 6.323079314988699]"
23,2,1,0.030087707420945034,0.02230948571009693,0.01593758266243763,12.516486287113134,9.280746055400323,6.630034387574055,"[0.04779872667402371, 0.019452636574622525, 0.018772172807564783]","[0.0, 0.0, 0.02230948571009693]","[0.019119490669609475, 0.007781054629849011, 0.011450391663925337]","[19.884270296393865, 8.092296815042971, 7.809223887946949]","[0.0, 0.0, 9.280746055400323]","[7.953708118557541, 3.2369187260171888, 4.7633629321929405]"
24,2,4,0.038910156407005445,0.024430745429344737,0.020260837357318092,16.186625065314264,10.16319009860741,8.428508340644326,"[0.03550340220565417, 0.024839029295446752, 0.026362462097379594]","[0.0, 0.0, 0.024430745429344737]","[0.014201360882261652, 0.009935611718178706, 0.016081085226861358]","[14.769415317552134, 10.333036186905849, 10.96678423250991]","[0.0, 0.0, 10.16319009860741]","[5.907766127020848, 4.133214474762342, 6.689731454374325]"
25,2,3,0.03508319467142458,0.022774016811153555,0.018715219792857292,14.594608983312625,9.473990993439878,7.785531433828634,"[0.03360243156522255, 0.02946278268192402, 0.014346173393943694]","[0.0, 0.0, 0.022774016811153555]","[0.013440972626089006, 0.011785113072769608, 0.012169388423415889]","[13.97861153113258, 12.256517595680393, 5.968008131880577]","[0.0, 0.0, 9.473990993439878]","[5.591444612453026, 4.902607038272157, 5.06246558414101]"
26,1,4,0.041826915424827256,0.024430745429344737,0.02069640076340603,17.399996816728137,10.16319009860741,8.609702717576909,"[0.030514649186850738, 0.009634385415597597, 0.03891702480145743]","[0.0, 0.0, 0.024430745429344737]","[0.006102929837370158, 0.0019268770831195221, 0.020366615092992493]","[12.694094061729906, 4.0079043328886, 16.18948231740629]","[0.0, 0.0, 10.16319009860741]","[2.5388188123459856, 0.8015808665777212, 8.472511878684877]"
27,1,3,0.025886156754721817,0.022774016811153555,0.017533659584444142,10.768641209964276,9.473990993439878,7.294002387128764,"[0.02569116468391921, 0.011667473082111437, 0.01964823470575428]","[0.0, 0.0, 0.022774016811153555]","[0.005138232936783841, 0.0023334946164222862, 0.01700455494131378]","[10.687524508510391, 4.853668802158357, 8.17366563759378]","[0.0, 0.0, 9.473990993439878]","[2.1375049017020777, 0.970733760431671, 7.0738948555865315]"
28,1,5,0.059131686618847996,0.022981845269484304,0.02341155280206297,24.598781633440765,9.56044763210547,9.739205965658195,"[0.04619767094869609, 0.03915922894072557, 0.038854031901325976]","[0.0, 0.0, 0.022981845269484304]","[0.009239534189739215, 0.007831845788145116, 0.021252318266659465]","[19.218231114657573, 16.290239239341837, 16.163277270951607]","[0.0, 0.0, 9.56044763210547]","[3.843646222931513, 3.2580478478683683, 8.840964398930337]"
29,1,2,0.08345278441533556,0.025249762842388262,0.0264959183697941,34.71635831677959,10.503901342433517,11.022302041834346,"[0.01691571757784221, 0.05296797232220382, 0.05486691450595968]","[0.0, 0.0, 0.025249762842388262]","[0.0033831435155684394, 0.010593594464440767, 0.022657125605076236]","[7.036938512382358, 22.03467648603679, 22.824636434479228]","[0.0, 0.0, 10.503901342433517]","[1.4073877024764707, 4.406935297207359, 9.425364251711715]"
30,1,1,0.03590991451793826,0.02233690450840456,0.017459101286584594,14.90261452494438,9.269815370987892,7.245527033932607,"[0.030467783207390173, 0.023741252745357627, 0.021884800702492636]","[0.0, 0.0, 0.02233690450840456]","[0.006093556641478032, 0.004748250549071527, 0.015625709995272137]","[12.644130031066922, 9.852619889323416, 9.082192291534444]","[0.0, 0.0, 9.269815370987892]","[2.528826006213383, 1.9705239778646837, 6.484669648037936]"
