trial_number,alpha_id,traj_id,human_ave,overall_ave,human_total,overall_total,human_dim_ave,overall_dim_ave,human_dim_total,overall_dim_total
11,5,2,0.028020105564612093,0.028020105564612093,11.65636391487863,11.65636391487863,"[0.048535925682481766, 0.010712068558590911, 0.023038732994951676]","[0.048535925682481766, 0.010712068558590911, 0.023038732994951676]","[20.190945083912414, 4.456220520373819, 9.584112925899896]","[20.190945083912414, 4.456220520373819, 9.584112925899896]"
12,5,1,0.0287684878391514,0.0287684878391514,11.967690941086982,11.967690941086982,"[0.05207884076548768, 0.014425045240553888, 0.023257437126477376]","[0.05207884076548768, 0.014425045240553888, 0.023257437126477376]","[21.664797758442877, 6.000818820070418, 9.675093844614588]","[21.664797758442877, 6.000818820070418, 9.675093844614588]"
13,5,5,0.01799334733496568,0.01799334733496568,7.485232491345722,7.485232491345722,"[0.035897410173723616, 0.009886956145691241, 0.012631046607779105]","[0.035897410173723616, 0.009886956145691241, 0.012631046607779105]","[14.933322632269025, 4.112973756607556, 5.254515388836108]","[14.933322632269025, 4.112973756607556, 5.254515388836108]"
14,5,3,0.014887370864203924,0.014887370864203924,6.193146279508833,6.193146279508833,"[0.017727203125071696, 0.006676245438871141, 0.011526340561366564]","[0.017727203125071696, 0.006676245438871141, 0.011526340561366564]","[7.374516500029826, 2.7773181025703946, 4.794957673528491]","[7.374516500029826, 2.7773181025703946, 4.794957673528491]"
15,5,4,0.02085199547066864,0.02085199547066864,8.674430115798154,8.674430115798154,"[0.02083683548801169, 0.013202978549266177, 0.013465637276328603]","[0.02083683548801169, 0.013202978549266177, 0.013465637276328603]","[8.668123563012864, 5.49243907649473, 5.601705106952699]","[8.668123563012864, 5.49243907649473, 5.601705106952699]"
16,4,1,0.015979218889869615,0.012783375111895673,6.6473550581857594,5.3178840465486,"[0.016585093476183935, 0.009045092681592102, 0.011565358608650468]","[0.013268074780947133, 0.007236074145273675, 0.009252286886920381]","[6.899398886092516, 3.762758555542314, 4.8111891811985945]","[5.519519108874007, 3.010206844433849, 3.848951344958879]"
17,4,4,0.015378268221914643,0.01230261457753171,6.3973595803164915,5.117887664253192,"[0.01309212336354945, 0.009996412105360456, 0.009973097409529667]","[0.010473698690839564, 0.007997129684288366, 0.007978477927623738]","[5.446323319236571, 4.15850743582995, 4.148808522364342]","[4.357058655389259, 3.32680594866396, 3.3190468178914747]"
18,4,3,0.015334928482363414,0.012267942785890726,6.363995320180817,5.091196256144651,"[0.01090500631473071, 0.008157443850920636, 0.011867237143324836]","[0.00872400505178455, 0.00652595508073651, 0.009493789714659872]","[4.5255776206132445, 3.3853391981320637, 4.9249034144798065]","[3.6204620964905887, 2.7082713585056517, 3.9399227315838465]"
19,4,2,0.022132506135729337,0.017706004908583477,9.207122552463405,7.3656980419707265,"[0.032749407196318324, 0.012102048138572638, 0.016320522176748984]","[0.026199525757054646, 0.009681638510858107, 0.013056417741399194]","[13.623753393668423, 5.0344520256462175, 6.789337225527578]","[10.899002714934733, 4.027561620516972, 5.431469780422065]"
20,4,5,0.01764906604784318,0.014119252838274544,7.342011475902763,5.873609180722211,"[0.031002903060310175, 0.008111855391805249, 0.014190989585952175]","[0.024802322448248145, 0.006489484313444197, 0.011352791668761743]","[12.897207673089033, 3.3745318429909834, 5.903451667756105]","[10.317766138471228, 2.699625474392786, 4.722761334204885]"
21,2,4,0.028332608162692733,0.011333043265077095,11.786364995680177,4.714545998272071,"[0.032077910943196404, 0.013423344828304316, 0.02318749933395716]","[0.012831164377278565, 0.0053693379313217255, 0.009274999733582865]","[13.344410952369705, 5.584111448574595, 9.64599972292618]","[5.337764380947883, 2.233644579429838, 3.858399889170472]"
22,2,2,0.02762722954902329,0.011050891819609325,11.492927492393688,4.597170996957479,"[0.04011075206948768, 0.014168721530650182, 0.022650988667115457]","[0.016044300827795083, 0.005667488612260071, 0.009060395466846182]","[16.686072860906876, 5.8941881567504755, 9.42281128552003]","[6.674429144362755, 2.3576752627001896, 3.769124514208012]"
23,2,1,0.04008437404154132,0.01603374961661652,16.67509960128119,6.670039840512473,"[0.04204967496278203, 0.027501808508102618, 0.023936812076976236]","[0.016819869985112798, 0.011000723403241054, 0.009574724830790493]","[17.492664784517324, 11.44075233937069, 9.957713824022115]","[6.9970659138069236, 4.576300935748279, 3.983085529608845]"
24,2,5,0.022059991811043032,0.008823996724417209,9.176956593393902,3.670782637357559,"[0.024663946519284313, 0.013228127584415569, 0.014451084054711644]","[0.00986557860771373, 0.005291251033766228, 0.0057804336218846685]","[10.260201752022274, 5.502901075116877, 6.011650966760044]","[4.104080700808912, 2.201160430046751, 2.404660386704022]"
25,2,3,0.02123417664358703,0.008493670657434815,8.833417483732205,3.533366993492883,"[0.01668756061255736, 0.013805616581097298, 0.013749374207862396]","[0.006675024245022946, 0.0055222466324389196, 0.00549974968314496]","[6.942025214823862, 5.743136497736476, 5.719739670470757]","[2.7768100859295455, 2.2972545990945905, 2.2878958681883033]"
26,1,3,0.030545708670114025,0.006109141734022798,12.707014806767434,2.5414029613534836,"[0.03118344748985746, 0.02631144397188493, 0.012015435436817629]","[0.006236689497971493, 0.005262288794376988, 0.0024030870873635248]","[12.972314155780703, 10.94556069230413, 4.9984211417161335]","[2.5944628311561413, 2.189112138460827, 0.9996842283432263]"
27,1,5,0.02423342324782048,0.004846684649564099,10.08110407109332,2.016220814218665,"[0.013400447405227046, 0.01765134606330734, 0.012961051419907554]","[0.0026800894810454063, 0.0035302692126614665, 0.0025922102839815112]","[5.574586120574451, 7.342959962335853, 5.391797390681543]","[1.114917224114889, 1.46859199246717, 1.0783594781363086]"
28,1,2,0.03155310952320977,0.006310621904641952,13.126093561655264,2.625218712331052,"[0.02102498908937728, 0.024830352938098706, 0.01701468021499961]","[0.004204997817875463, 0.004966070587619744, 0.0034029360429999158]","[8.74639546118095, 10.329426822249062, 7.078106969439837]","[1.7492790922361925, 2.0658853644498136, 1.415621393887965]"
29,1,4,0.03692947373296153,0.007385894746592319,15.362661072911997,3.0725322145824046,"[0.01850921231913169, 0.032467051519250244, 0.013070845443527974]","[0.0037018424638263357, 0.006493410303850051, 0.0026141690887055997]","[7.699832324758783, 13.506293432008102, 5.4374717045076375]","[1.5399664649517557, 2.701258686401621, 1.0874943409015294]"
30,1,1,0.03857435426532869,0.00771487085306574,16.046931374376733,3.2093862748753477,"[0.014020964658234075, 0.03326898406183918, 0.015608198794683125]","[0.0028041929316468175, 0.006653796812367844, 0.0031216397589366213]","[5.832721297825375, 13.839897369725099, 6.49301069858818]","[1.1665442595650761, 2.767979473945023, 1.2986021397176344]"
