trial_number,alpha_id,traj_id,human_ave,overall_ave,human_total,overall_total,human_dim_ave,overall_dim_ave,human_dim_total,overall_dim_total
1,5,1,0.014749776001345692,0.014749776001345692,6.135906816559808,6.135906816559808,"[0.012162579987802041, 0.008330871012242287, 0.010257604576083724]","[0.012162579987802041, 0.008330871012242287, 0.010257604576083724]","[5.059633274925649, 3.4656423410927917, 4.2671635036508295]","[5.059633274925649, 3.4656423410927917, 4.2671635036508295]"
2,5,2,0.02109722961398919,0.02109722961398919,8.776447519419504,8.776447519419504,"[0.022891198850878206, 0.009251924980167612, 0.017584631897700174]","[0.022891198850878206, 0.009251924980167612, 0.017584631897700174]","[9.522738721965334, 3.8488007917497264, 7.315206869443273]","[9.522738721965334, 3.8488007917497264, 7.315206869443273]"
3,5,3,0.015667086820449122,0.015667086820449122,6.517508117306835,6.517508117306835,"[0.031312461097571055, 0.01138715464668871, 0.009133870041993784]","[0.031312461097571055, 0.01138715464668871, 0.009133870041993784]","[13.025983816589559, 4.737056333022503, 3.799689937469414]","[13.025983816589559, 4.737056333022503, 3.799689937469414]"
4,5,4,0.020490121059551298,0.020490121059551298,8.52389036077334,8.52389036077334,"[0.027715609173496504, 0.010720661525632726, 0.015874462779582797]","[0.027715609173496504, 0.010720661525632726, 0.015874462779582797]","[11.529693416174545, 4.459795194663214, 6.603776516306444]","[11.529693416174545, 4.459795194663214, 6.603776516306444]"
5,5,5,0.01460167255980984,0.01460167255980984,6.074295784880894,6.074295784880894,"[0.03188836446158838, 0.007313722079022563, 0.011389718997272839]","[0.03188836446158838, 0.007313722079022563, 0.011389718997272839]","[13.265559616020766, 3.0425083848733863, 4.738123102865501]","[13.265559616020766, 3.0425083848733863, 4.738123102865501]"
6,3,1,0.0239806431035244,0.014388385862114642,9.97594753106615,5.985568518639691,"[0.03156020350832721, 0.009742238731755374, 0.01948894172901246]","[0.018936122104996327, 0.005845343239053231, 0.01169336503740747]","[13.129044659464117, 4.052771312410235, 8.107399759269184]","[7.877426795678472, 2.431662787446144, 4.864439855561508]"
7,3,2,0.01702098253435048,0.010212589520610268,7.0807287342898,4.248437240573871,"[0.0159187244295789, 0.00591437094557287, 0.014145764305238525]","[0.009551234657747334, 0.0035486225673437223, 0.008487458583143107]","[6.622189362704821, 2.460378313358314, 5.884637950979227]","[3.973313617622891, 1.4762269880149885, 3.5307827705875323]"
8,3,3,0.02538470645821584,0.015230823874929526,10.56003788661779,6.336022731970683,"[0.047476231338355164, 0.012794427168172785, 0.019925214593039274]","[0.028485738803013062, 0.0076766563009036766, 0.01195512875582356]","[19.750112236755747, 5.3224817019598785, 8.288889270704338]","[11.850067342053434, 3.1934890211759295, 4.973333562422601]"
9,3,4,0.021633919310860002,0.012980351586516004,8.99971043331776,5.3998262599906575,"[0.04457274063188683, 0.01123168458647228, 0.016111601008199233]","[0.0267436443791321, 0.006739010751883373, 0.009666960604919532]","[18.54226010286492, 4.672380787972468, 6.702426019410881]","[11.125356061718954, 2.8034284727834833, 4.021455611646525]"
10,3,5,0.026397735839607868,0.01583864150376474,10.981458109276874,6.588874865566131,"[0.04766907789424514, 0.014655261472023255, 0.019219263976677326]","[0.028601446736547083, 0.008793156883213952, 0.0115315583860064]","[19.83033640400598, 6.096588772361674, 7.995213814297768]","[11.898201842403587, 3.6579532634170038, 4.797128288578662]"
11,5,5,0.034960032548497326,0.034960032548497326,14.543373540174889,14.543373540174889,"[0.04050341315618005, 0.019545268766241145, 0.025449077427606305]","[0.04050341315618005, 0.019545268766241145, 0.025449077427606305]","[16.849419872970902, 8.130831806756316, 10.586816209884223]","[16.849419872970902, 8.130831806756316, 10.586816209884223]"
12,5,4,0.01633894148925013,0.01633894148925013,6.796999659528053,6.796999659528053,"[0.022461699370747976, 0.008725048664101205, 0.011767838184715931]","[0.022461699370747976, 0.008725048664101205, 0.011767838184715931]","[9.344066938231158, 3.629620244266101, 4.895420684841827]","[9.344066938231158, 3.629620244266101, 4.895420684841827]"
13,5,1,0.020437006248063227,0.020437006248063227,8.481357592946239,8.481357592946239,"[0.04894091594085547, 0.009395801111928802, 0.01681529668026504]","[0.04894091594085547, 0.009395801111928802, 0.01681529668026504]","[20.31048011545502, 3.8992574614504525, 6.978348122309992]","[20.31048011545502, 3.8992574614504525, 6.978348122309992]"
14,5,3,0.029219239951102958,0.029219239951102958,12.15520381965883,12.15520381965883,"[0.05400196825922789, 0.01328881763428751, 0.024036639160353604]","[0.05400196825922789, 0.01328881763428751, 0.024036639160353604]","[22.464818795838802, 5.528148135863604, 9.999241890707099]","[22.464818795838802, 5.528148135863604, 9.999241890707099]"
