trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
1,3,2,0.0214640814114466,0.026083155521471182,0.01278259144990526,8.929057867161784,10.850592696932011,5.317558043160588,"[0.0097303110971615, 0.007301960784779773, 0.019575693085057227]","[0.0, 0.0, 0.026083155521471182]","[0.005838186658296893, 0.004381176470867868, 0.011093425900315933]","[4.047809416419184, 3.0376156864683854, 8.143488323383806]","[0.0, 0.0, 10.850592696932011]","[2.4286856498515075, 1.8225694118810332, 4.614865174531428]"
