trial_number,alpha_id,traj_id,human_ave,robot_ave,overall_ave,human_total,robot_total,overall_total,human_dim_ave,robot_dim_ave,overall_dim_ave,human_dim_total,robot_dim_total,overall_dim_total
1,5,1,0.054829218,0.022309486,0.054829218,22.80895489,9.280746055,22.80895489,"[0.04879069838481563, 0.03614874023123224, 0.034434064968316566]","[0.0, 0.0, 0.02230948571009693]","[0.04879069838481563, 0.03614874023123224, 0.034434064968316566]","[20.2969305280833, 15.037875936192611, 14.324571026819692]","[0.0, 0.0, 9.280746055400323]","[20.2969305280833, 15.037875936192611, 14.324571026819692]"
2,5,2,0.023988046,0.025249763,0.023988046,9.979027276,10.50390134,9.979027276,"[0.046270068990955635, 0.011495108986145367, 0.01864678610956499]","[0.0, 0.0, 0.025249762842388262]","[0.046270068990955635, 0.011495108986145367, 0.01864678610956499]","[19.248348700237543, 4.781965338236473, 7.757063021579037]","[0.0, 0.0, 10.503901342433517]","[19.248348700237543, 4.781965338236473, 7.757063021579037]"
3,5,3,0.018218598,0.022774017,0.018218598,7.578936862,9.473990993,7.578936862,"[0.03783756933998659, 0.013047438963075876, 0.011533188137738017]","[0.0, 0.0, 0.022774016811153555]","[0.03783756933998659, 0.013047438963075876, 0.011533188137738017]","[15.74042884543442, 5.427734608639565, 4.797806265299015]","[0.0, 0.0, 9.473990993439878]","[15.74042884543442, 5.427734608639565, 4.797806265299015]"
4,5,4,0.020284713,0.024430745,0.020284713,8.438440422,10.1631901,8.438440422,"[0.049584488996576644, 0.00951609127560484, 0.0163930490796758]","[0.0, 0.0, 0.024430745429344737]","[0.049584488996576644, 0.00951609127560484, 0.0163930490796758]","[20.627147422575884, 3.9586939706516135, 6.8195084171451334]","[0.0, 0.0, 10.16319009860741]","[20.627147422575884, 3.9586939706516135, 6.8195084171451334]"
5,5,5,0.019589765,0.023030202,0.019589765,8.12975247,9.557533761,8.12975247,"[0.0407573921701804, 0.011034012265586058, 0.014142137439241894]","[0.0, 0.0, 0.023030201832728067]","[0.0407573921701804, 0.011034012265586058, 0.014142137439241894]","[16.914317750624868, 4.579115090218214, 5.868987037285386]","[0.0, 0.0, 9.557533760582148]","[16.914317750624868, 4.579115090218214, 5.868987037285386]"
6,3,1,0.031269481,0.022309486,0.014207992,13.00810398,9.280746055,5.910524504,"[0.055421984051747586, 0.0077525105673475715, 0.02927267509359279]","[0.0, 0.0, 0.02230948571009693]","[0.03325319043104857, 0.004651506340408542, 0.012625279696112683]","[23.055545365526996, 3.2250443960165898, 12.177432838934601]","[0.0, 0.0, 9.280746055400323]","[13.833327219316203, 1.9350266376099536, 5.252116353582876]"
7,3,3,0.025787675,0.022774017,0.014379294,10.72767299,9.473990993,5.981786453,"[0.05997909743530383, 0.015768989087786678, 0.017218586304173566]","[0.0, 0.0, 0.022774016811153555]","[0.0359874584611823, 0.009461393452672003, 0.008885005147926835]","[24.951304533086393, 6.559899460519258, 7.1629319025362035]","[0.0, 0.0, 9.473990993439878]","[14.970782719851837, 3.935939676311553, 3.696162141537563]"
8,3,5,0.032634514,0.022981845,0.018629239,13.57595798,9.560447632,7.749763485,"[0.04738318900326345, 0.017458978538446995, 0.024457958527838584]","[0.0, 0.0, 0.022981845269484304]","[0.028429913401958076, 0.010475387123068208, 0.01336702207344425]","[19.711406625357597, 7.26293507199395, 10.17451074758085]","[0.0, 0.0, 9.56044763210547]","[11.82684397521456, 4.3577610431963745, 5.560681182552808]"
9,3,4,0.027647878,0.024430745,0.017189257,11.50151745,10.1631901,7.150730887,"[0.07078504058053109, 0.018916841181984494, 0.016398478521327135]","[0.0, 0.0, 0.024430745429344737]","[0.042471024348318696, 0.011350104709190699, 0.01105788502241802]","[29.446576881500935, 7.86940593170555, 6.8217670648720885]","[0.0, 0.0, 10.16319009860741]","[17.667946128900578, 4.721643559023331, 4.600080169325897]"
10,3,2,0.037391543,0.025249763,0.020823703,15.55488182,10.50390134,8.662660363,"[0.036588870741217173, 0.01749790739641549, 0.02935908997195813]","[0.0, 0.0, 0.025249762842388262]","[0.02195332244473031, 0.010498744437849285, 0.015581215599886976]","[15.220970228346344, 7.279129476908844, 12.213381428334582]","[0.0, 0.0, 10.503901342433517]","[9.132582137007809, 4.367477686145302, 6.481785689552982]"
